Scn1,Sc2,Sc3,sc4
0,0,0,0
0,0,0,0
0,0,0,0
16.71,16.71,16.71,16.71
0.7,0.7,0.7,0.7
0.28,0.28,0.28,0.28
0,0,0,0
7.49,7.49,7.49,7.49
0.78,0.78,0.78,0.78
0.61,0.61,0.61,0.61
0,0,0,0
0,0,0,0
0.49,0.49,0.49,0.49
6.35,6.35,6.35,6.35
0.6,0.6,0.6,0.6
2.61,2.61,2.61,2.61
0,0,0,0
0,0,0,0
6.66,6.66,6.66,6.66
3.07,3.07,3.07,3.07
0,0,0,0
7.49,7.49,7.49,7.49
0.12,0.12,0.12,0.12
33.37,33.37,33.37,33.37
13.54,13.54,13.54,13.54
4.26,4.26,4.26,4.26
0,0,0,0
1.97,1.97,1.97,1.97
-99,-99,-99,-99
7.01,7.01,7.01,7.01
7.23,7.23,7.23,7.23
2.73,2.73,2.73,2.73
4.53,4.53,4.53,4.53
25.7,25.7,25.7,25.7
7.19,7.19,7.19,7.19
5.48,5.48,5.48,5.48
19.77,19.77,19.77,19.77
11.91,11.91,11.91,11.91
0,0,0,0
0.1,0.1,0.1,0.1
1.68,1.68,1.68,1.68
8.25,8.25,8.25,8.25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.39,0.39,0.39,0.39
0,0,0,0
0.13,0.13,0.13,0.13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.51,9.51,9.51,9.51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
24.53,24.53,24.53,24.53
8.54,8.54,8.54,8.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.26,0.26,0.26,0.26
0,0,0,0
7.61,7.61,7.61,7.61
1.87,1.87,1.87,1.87
2.66,2.66,2.66,2.66
5.79,5.79,5.79,5.79
1.41,1.41,1.41,1.41
0,0,0,0
0,0,0,0
12,12,12,12
4.04,4.04,4.04,4.04
59.3,59.3,59.3,59.3
4.68,4.68,4.68,4.68
0,0,0,0
0,0,0,0
0,0,0,0
0.16,0.16,0.16,0.16
2.65,2.65,2.65,2.65
7.01,7.01,7.01,7.01
0,0,0,0
0.56,0.56,0.56,0.56
4.87,4.87,4.87,4.87
1.95,1.95,1.95,1.95
11.11,11.11,11.11,11.11
3.66,3.66,3.66,3.66
0,0,0,0
0,0,0,0
3.57,3.57,3.57,3.57
6.09,6.09,6.09,6.09
6.72,6.72,6.72,6.72
0,0,0,0
3.04,3.04,3.04,3.04
0,0,0,0
0.43,0.43,0.43,0.43
5.98,5.98,5.98,5.98
8.53,8.53,8.53,8.53
0,0,0,0
14.21,14.21,14.21,14.21
128.64,128.64,128.64,128.64
49.69,49.69,49.69,49.69
22.07,22.07,22.07,22.07
0,0,0,0
0.94,0.94,0.94,0.94
3.45,3.45,3.45,3.45
0,0,0,0
0,0,0,0
0.11,0.11,0.11,0.11
0,0,0,0
0.39,0.39,0.39,0.39
7.77,7.77,7.77,7.77
19.29,19.29,19.29,19.29
12.01,12.01,12.01,12.01
6.17,6.17,6.17,6.17
8.97,8.97,8.97,8.97
0,0,0,0
0,0,0,0
0,0,0,0
5.29,5.29,5.29,5.29
3.32,3.32,3.32,3.32
0,0,0,0
1.14,1.14,1.14,1.14
0.7,0.7,0.7,0.7
0,0,0,0
0.46,0.46,0.46,0.46
0,0,0,0
1.12,1.12,1.12,1.12
0,0,0,0
0,0,0,0
2.03,2.03,2.03,2.03
0,0,0,0
1.3,1.3,1.3,1.3
3.98,3.98,3.98,3.98
0.28,0.28,0.28,0.28
0,0,0,0
0,0,0,0
0.48,0.48,0.48,0.48
0.18,0.18,0.18,0.18
5.94,5.94,5.94,5.94
8.49,8.49,8.49,8.49
0,0,0,0
0,0,0,0
0,0,0,0
0.4,0.4,0.4,0.4
0.51,0.51,0.51,0.51
2.39,2.39,2.39,2.39
0,0,0,0
0.11,0.11,0.11,0.11
0,0,0,0
0,0,0,0
0,0,0,0
6.19,6.19,6.19,6.19
0,0,0,0
0,0,0,0
2.75,2.75,2.75,2.75
0.44,0.44,0.44,0.44
0.51,0.51,0.51,0.51
3.55,3.55,3.55,3.55
2.87,2.87,2.87,2.87
28.52,28.52,28.52,28.52
24.14,24.14,24.14,24.14
18.43,18.43,18.43,18.43
0,0,0,0
-99,-99,-99,-99
10.07,10.07,10.07,10.07
19.73,19.73,19.73,19.73
20.6,20.6,20.6,20.6
2.96,2.96,2.96,2.96
3.79,3.79,3.79,3.79
2.68,2.68,2.68,2.68
1.01,1.01,1.01,1.01
3.67,3.67,3.67,3.67
1.74,1.74,1.74,1.74
5.61,5.61,5.61,5.61
0,0,0,0
0.11,0.11,0.11,0.11
0,0,0,0
5.07,5.07,5.07,5.07
1.27,1.27,1.27,1.27
0.25,0.25,0.25,0.25
0,0,0,0
0,0,0,0
0,0,0,0
0.55,0.55,0.55,0.55
0.21,0.21,0.21,0.21
0,0,0,0
0.21,0.21,0.21,0.21
11.56,11.56,11.56,11.56
12.54,12.54,12.54,12.54
13.69,13.69,13.69,13.69
11.5,11.5,11.5,11.5
0.78,0.78,0.78,0.78
2.89,2.89,2.89,2.89
-99,-99,-99,-99
4,4,4,4
7.42,7.42,7.42,7.42
2.49,2.49,2.49,2.49
11.43,11.43,11.43,11.43
12.51,12.51,12.51,12.51
23.91,23.91,23.91,23.91
0.45,0.45,0.45,0.45
0,0,0,0
0,0,0,0
0,0,0,0
8.55,8.55,8.55,8.55
1.31,1.31,1.31,1.31
0,0,0,0
0,0,0,0
3.63,3.63,3.63,3.63
5.01,5.01,5.01,5.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.57,1.57,1.57,1.57
2.27,2.27,2.27,2.27
0,0,0,0
0,0,0,0
1.54,1.54,1.54,1.54
6.3,6.3,6.3,6.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.58,12.58,12.58,12.58
8.38,8.38,8.38,8.38
1.5,1.5,1.5,1.5
16.83,16.83,16.83,16.83
27.48,27.48,27.48,27.48
0.27,0.27,0.27,0.27
20.59,20.59,20.59,20.59
7.54,7.54,7.54,7.54
5.8,5.8,5.8,5.8
14.11,14.11,14.11,14.11
6.86,6.86,6.86,6.86
0.86,0.86,0.86,0.86
3.96,3.96,3.96,3.96
6.89,6.89,6.89,6.89
19.46,19.46,19.46,19.46
3.82,3.82,3.82,3.82
12.96,12.96,12.96,12.96
6.99,6.99,6.99,6.99
6.94,6.94,6.94,6.94
5.38,5.38,5.38,5.38
11.18,11.18,11.18,11.18
1.26,1.26,1.26,1.26
1.17,1.17,1.17,1.17
3.14,3.14,3.14,3.14
1.01,1.01,1.01,1.01
5.06,5.06,5.06,5.06
0,0,0,0
0,0,0,0
0.13,0.13,0.13,0.13
0.57,0.57,0.57,0.57
0.2,0.2,0.2,0.2
6.9,6.9,6.9,6.9
2.95,2.95,2.95,2.95
42.3,42.3,42.3,42.3
42.34,42.34,42.34,42.34
48.91,48.91,48.91,48.91
18.51,18.51,18.51,18.51
0.8,0.8,0.8,0.8
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.28,12.28,12.28,12.28
6.04,6.04,6.04,6.04
26.4,26.4,26.4,26.4
4.81,4.81,4.81,4.81
19.34,19.34,19.34,19.34
3.17,3.17,3.17,3.17
9.39,9.39,9.39,9.39
4.68,4.68,4.68,4.68
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.96,0.96,0.96,0.96
0,0,0,0
0,0,0,0
-99,-99,-99,-99
12.77,12.77,12.77,12.77
0.35,0.35,0.35,0.35
6.59,6.59,6.59,6.59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.4,0.4,0.4,0.4
4.08,4.08,4.08,4.08
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.12,15.12,15.12,15.12
1.15,1.15,1.15,1.15
0,0,0,0
5.2,5.2,5.2,5.2
34.55,34.55,34.55,34.55
26.44,26.44,26.44,26.44
4.32,4.32,4.32,4.32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
18.24,18.24,18.24,18.24
9.56,9.56,9.56,9.56
0,0,0,0
0.23,0.23,0.23,0.23
0,0,0,0
11.43,11.43,11.43,11.43
5.88,5.88,5.88,5.88
0,0,0,0
0,0,0,0
8.19,8.19,8.19,8.19
14.04,14.04,14.04,14.04
0.89,0.89,0.89,0.89
2.5,2.5,2.5,2.5
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.48,11.48,11.48,11.48
0.99,0.99,0.99,0.99
8.39,8.39,8.39,8.39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.13,0.13,0.13,0.13
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.08,4.08,4.08,4.08
3.04,3.04,3.04,3.04
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.98,2.98,2.98,2.98
0,0,0,0
0,0,0,0
4.36,4.36,4.36,4.36
0,0,0,0
0,0,0,0
0,0,0,0
5.71,5.71,5.71,5.71
0.1,0.1,0.1,0.1
8.75,8.75,8.75,8.75
6.56,6.56,6.56,6.56
22.36,22.36,22.36,22.36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.31,0.31,0.31,0.31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
3.54,3.54,3.54,3.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.74,10.74,10.74,10.74
0.48,0.48,0.48,0.48
0,0,0,0
0,0,0,0
0,0,0,0
9.78,9.78,9.78,9.78
3.05,3.05,3.05,3.05
0,0,0,0
6.02,6.02,6.02,6.02
0,0,0,0
0,0,0,0
0,0,0,0
6.56,6.56,6.56,6.56
0.89,0.89,0.89,0.89
9.27,9.27,9.27,9.27
28.73,28.73,28.73,28.73
0.31,0.31,0.31,0.31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.39,1.39,1.39,1.39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.88,0.88,0.88,0.88
0,0,0,0
4.05,4.05,4.05,4.05
0,0,0,0
0,0,0,0
9.86,9.86,9.86,9.86
8.72,8.72,8.72,8.72
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.15,0.15,0.15,0.15
0,0,0,0
27.28,27.28,27.28,27.28
19.58,19.58,19.58,19.58
7.58,7.58,7.58,7.58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.03,1.03,1.03,1.03
0,0,0,0
0.56,0.56,0.56,0.56
1.47,1.47,1.47,1.47
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.96,1.96,1.96,1.96
3.44,3.44,3.44,3.44
12.31,12.31,12.31,12.31
19.03,19.03,19.03,19.03
7.95,7.95,7.95,7.95
20.57,20.57,20.57,20.57
9.9,9.9,9.9,9.9
3.98,3.98,3.98,3.98
6.41,6.41,6.41,6.41
12.98,12.98,12.98,12.98
4.36,4.36,4.36,4.36
6.37,6.37,6.37,6.37
14.8,14.8,14.8,14.8
10.82,10.82,10.82,10.82
13.83,13.83,13.83,13.83
0.41,0.41,0.41,0.41
5.15,5.15,5.15,5.15
2.42,2.42,2.42,2.42
0,0,0,0
0,0,0,0
1.86,1.86,1.86,1.86
0.79,0.79,0.79,0.79
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.48,3.48,3.48,3.48
0.62,0.62,0.62,0.62
16.98,16.98,16.98,16.98
0,0,0,0
1.6,1.6,1.6,1.6
1.31,1.31,1.31,1.31
0,0,0,0
0.21,0.21,0.21,0.21
0,0,0,0
0.16,0.16,0.16,0.16
3.84,3.84,3.84,3.84
4,4,4,4
15.49,15.49,15.49,15.49
5.28,5.28,5.28,5.28
0,0,0,0
1.64,1.64,1.64,1.64
0,0,0,0
8.74,8.74,8.74,8.74
0,0,0,0
5,5,5,5
4.36,4.36,4.36,4.36
0.24,0.24,0.24,0.24
0,0,0,0
0,0,0,0
5.77,5.77,5.77,5.77
0.19,0.19,0.19,0.19
10.09,10.09,10.09,10.09
15.08,15.08,15.08,15.08
3.41,3.41,3.41,3.41
4.18,4.18,4.18,4.18
11.03,11.03,11.03,11.03
18.45,18.45,18.45,18.45
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
1.25,1.25,1.25,1.25
0.84,0.84,0.84,0.84
2.58,2.58,2.58,2.58
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.9,14.9,14.9,14.9
4.06,4.06,4.06,4.06
8.85,8.85,8.85,8.85
3.73,3.73,3.73,3.73
17.83,17.83,17.83,17.83
3.99,3.99,3.99,3.99
0.61,0.61,0.61,0.61
16.64,16.64,16.64,16.64
5.1,5.1,5.1,5.1
1,1,1,1
0,0,0,0
1,1,1,1
10.41,10.41,10.41,10.41
1.16,1.16,1.16,1.16
4.24,4.24,4.24,4.24
10,10,10,10
2.74,2.74,2.74,2.74
1.68,1.68,1.68,1.68
5.48,5.48,5.48,5.48
1.4,1.4,1.4,1.4
8.78,8.78,8.78,8.78
4.65,4.65,4.65,4.65
1.6,1.6,1.6,1.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
8.01,8.01,8.01,8.01
5.07,5.07,5.07,5.07
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.77,8.77,8.77,8.77
0,0,0,0
5.72,5.72,5.72,5.72
0,0,0,0
0,0,0,0
5.74,5.74,5.74,5.74
0,0,0,0
1.69,1.69,1.69,1.69
6.77,6.77,6.77,6.77
3.63,3.63,3.63,3.63
10.85,10.85,10.85,10.85
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
9.76,9.76,9.76,9.76
16.36,16.36,16.36,16.36
0,0,0,0
18.18,18.18,18.18,18.18
5.49,5.49,5.49,5.49
0,0,0,0
0,0,0,0
5.8,5.8,5.8,5.8
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
3.06,3.06,3.06,3.06
0.39,0.39,0.39,0.39
2.76,2.76,2.76,2.76
0,0,0,0
1.59,1.59,1.59,1.59
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.74,1.74,1.74,1.74
18.45,18.45,18.45,18.45
0,0,0,0
0,0,0,0
2.54,2.54,2.54,2.54
2.86,2.86,2.86,2.86
10.61,10.61,10.61,10.61
6.37,6.37,6.37,6.37
16.61,16.61,16.61,16.61
4.24,4.24,4.24,4.24
5.85,5.85,5.85,5.85
1.37,1.37,1.37,1.37
14.74,14.74,14.74,14.74
43.85,43.85,43.85,43.85
14.01,14.01,14.01,14.01
0,0,0,0
10.33,10.33,10.33,10.33
0,0,0,0
1.74,1.74,1.74,1.74
22.02,22.02,22.02,22.02
33.67,33.67,33.67,33.67
1.42,1.42,1.42,1.42
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.79,8.79,8.79,8.79
8.13,8.13,8.13,8.13
12.2,12.2,12.2,12.2
2.76,2.76,2.76,2.76
1.27,1.27,1.27,1.27
4.84,4.84,4.84,4.84
0,0,0,0
0,0,0,0
0,0,0,0
26.68,26.68,26.68,26.68
54.82,54.82,54.82,54.82
8.78,8.78,8.78,8.78
0.18,0.18,0.18,0.18
0,0,0,0
0.55,0.55,0.55,0.55
1.01,1.01,1.01,1.01
20.66,20.66,20.66,20.66
1.81,1.81,1.81,1.81
0.21,0.21,0.21,0.21
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.85,8.85,8.85,8.85
9.17,9.17,9.17,9.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.39,0.39,0.39,0.39
0,0,0,0
5.37,5.37,5.37,5.37
26.51,26.51,26.51,26.51
0,0,0,0
6.53,6.53,6.53,6.53
24.66,24.66,24.66,24.66
1.23,1.23,1.23,1.23
0,0,0,0
0,0,0,0
0.56,0.56,0.56,0.56
11.18,11.18,11.18,11.18
0,0,0,0
0,0,0,0
0,0,0,0
23.22,23.22,23.22,23.22
22.55,22.55,22.55,22.55
0,0,0,0
0.65,0.65,0.65,0.65
9.32,9.32,9.32,9.32
22.62,22.62,22.62,22.62
13.1,13.1,13.1,13.1
23.51,23.51,23.51,23.51
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
0.3,0.3,0.3,0.3
14.24,14.24,14.24,14.24
10.6,10.6,10.6,10.6
11.49,11.49,11.49,11.49
29.18,29.18,29.18,29.18
3.19,3.19,3.19,3.19
0,0,0,0
0,0,0,0
10.57,10.57,10.57,10.57
1.23,1.23,1.23,1.23
0.33,0.33,0.33,0.33
3.32,3.32,3.32,3.32
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
0,0,0,0
1.04,1.04,1.04,1.04
11.4,11.4,11.4,11.4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.55,11.55,11.55,11.55
0,0,0,0
-99,-99,-99,-99
0,0,0,0
5.08,5.08,5.08,5.08
12.58,12.58,12.58,12.58
24.71,24.71,24.71,24.71
20.87,20.87,20.87,20.87
12.76,12.76,12.76,12.76
0,0,0,0
0,0,0,0
1,1,1,1
1.93,1.93,1.93,1.93
0,0,0,0
14.56,14.56,14.56,14.56
0,0,0,0
-99,-99,-99,-99
1.9,1.9,1.9,1.9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.11,2.11,2.11,2.11
3.34,3.34,3.34,3.34
0,0,0,0
0.44,0.44,0.44,0.44
0,0,0,0
2.6,2.6,2.6,2.6
4.64,4.64,4.64,4.64
3,3,3,3
1.3,1.3,1.3,1.3
2.21,2.21,2.21,2.21
0.56,0.56,0.56,0.56
0,0,0,0
1.95,1.95,1.95,1.95
0.57,0.57,0.57,0.57
0,0,0,0
0,0,0,0
4.42,4.42,4.42,4.42
0,0,0,0
3.34,3.34,3.34,3.34
0,0,0,0
2.67,2.67,2.67,2.67
5.58,5.58,5.58,5.58
0,0,0,0
0,0,0,0
2.57,2.57,2.57,2.57
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.02,10.02,10.02,10.02
0,0,0,0
0,0,0,0
0,0,0,0
12.93,12.93,12.93,12.93
75.27,75.27,75.27,75.27
20.47,20.47,20.47,20.47
0,0,0,0
0.55,0.55,0.55,0.55
6.9,6.9,6.9,6.9
0,0,0,0
0,0,0,0
0,0,0,0
10.98,10.98,10.98,10.98
33.28,33.28,33.28,33.28
50.04,50.04,50.04,50.04
14.36,14.36,14.36,14.36
17.11,17.11,17.11,17.11
0.56,0.56,0.56,0.56
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.61,3.61,3.61,3.61
14.31,14.31,14.31,14.31
1.2,1.2,1.2,1.2
20.64,20.64,20.64,20.64
11.96,11.96,11.96,11.96
12.59,12.59,12.59,12.59
15.11,15.11,15.11,15.11
21.71,21.71,21.71,21.71
15.33,15.33,15.33,15.33
19.49,19.49,19.49,19.49
2.68,2.68,2.68,2.68
2.23,2.23,2.23,2.23
5.9,5.9,5.9,5.9
14.54,14.54,14.54,14.54
9.62,9.62,9.62,9.62
29.39,29.39,29.39,29.39
0,0,0,0
0,0,0,0
1.82,1.82,1.82,1.82
0,0,0,0
3.93,3.93,3.93,3.93
6.76,6.76,6.76,6.76
0,0,0,0
0.19,0.19,0.19,0.19
8.99,8.99,8.99,8.99
32.99,32.99,32.99,32.99
2.05,2.05,2.05,2.05
2.57,2.57,2.57,2.57
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5,0.5,0.5,0.5
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.46,1.46,1.46,1.46
-99,-99,-99,-99
0.37,0.37,0.37,0.37
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.66,2.66,2.66,2.66
0.24,0.24,0.24,0.24
1.5,1.5,1.5,1.5
7.76,7.76,7.76,7.76
6.76,6.76,6.76,6.76
6.51,6.51,6.51,6.51
0.21,0.21,0.21,0.21
0.12,0.12,0.12,0.12
0,0,0,0
0,0,0,0
0,0,0,0
3.98,3.98,3.98,3.98
3.11,3.11,3.11,3.11
5.1,5.1,5.1,5.1
0.36,0.36,0.36,0.36
7.42,7.42,7.42,7.42
1.91,1.91,1.91,1.91
2.64,2.64,2.64,2.64
8.4,8.4,8.4,8.4
2.23,2.23,2.23,2.23
5.84,5.84,5.84,5.84
0,0,0,0
28.73,28.73,28.73,28.73
4.89,4.89,4.89,4.89
2.34,2.34,2.34,2.34
1.84,1.84,1.84,1.84
3.35,3.35,3.35,3.35
11.52,11.52,11.52,11.52
14.06,14.06,14.06,14.06
11.02,11.02,11.02,11.02
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.13,11.13,11.13,11.13
7.94,7.94,7.94,7.94
0,0,0,0
0.2,0.2,0.2,0.2
10.18,10.18,10.18,10.18
2,2,2,2
3.41,3.41,3.41,3.41
10.24,10.24,10.24,10.24
3.46,3.46,3.46,3.46
1.1,1.1,1.1,1.1
6.41,6.41,6.41,6.41
8.26,8.26,8.26,8.26
7.94,7.94,7.94,7.94
1.81,1.81,1.81,1.81
0,0,0,0
1.4,1.4,1.4,1.4
4.03,4.03,4.03,4.03
10.75,10.75,10.75,10.75
7.43,7.43,7.43,7.43
8.88,8.88,8.88,8.88
7.92,7.92,7.92,7.92
0,0,0,0
19.94,19.94,19.94,19.94
8.83,8.83,8.83,8.83
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
5.66,5.66,5.66,5.66
6.97,6.97,6.97,6.97
0,0,0,0
0.96,0.96,0.96,0.96
13.59,13.59,13.59,13.59
11.82,11.82,11.82,11.82
0,0,0,0
0.12,0.12,0.12,0.12
0,0,0,0
10.95,10.95,10.95,10.95
0.15,0.15,0.15,0.15
0,0,0,0
8.11,8.11,8.11,8.11
2.08,2.08,2.08,2.08
34.77,34.77,34.77,34.77
44.3,44.3,44.3,44.3
0.2,0.2,0.2,0.2
1.24,1.24,1.24,1.24
0,0,0,0
1.28,1.28,1.28,1.28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.43,0.43,0.43,0.43
0,0,0,0
3.34,3.34,3.34,3.34
13.51,13.51,13.51,13.51
16.03,16.03,16.03,16.03
5.64,5.64,5.64,5.64
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
7.48,7.48,7.48,7.48
0,0,0,0
2.01,2.01,2.01,2.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
14.67,14.67,14.67,14.67
7.28,7.28,7.28,7.28
1.37,1.37,1.37,1.37
0.57,0.57,0.57,0.57
6.64,6.64,6.64,6.64
30.2,30.2,30.2,30.2
5.38,5.38,5.38,5.38
0,0,0,0
0,0,0,0
0,0,0,0
47.29,47.29,47.29,47.29
1.31,1.31,1.31,1.31
21.47,21.47,21.47,21.47
13.84,13.84,13.84,13.84
28.06,28.06,28.06,28.06
1.82,1.82,1.82,1.82
0.25,0.25,0.25,0.25
0,0,0,0
0,0,0,0
0.68,0.68,0.68,0.68
0,0,0,0
0,0,0,0
0,0,0,0
1.16,1.16,1.16,1.16
9.06,9.06,9.06,9.06
0,0,0,0
0,0,0,0
2.01,2.01,2.01,2.01
7.09,7.09,7.09,7.09
0,0,0,0
1.38,1.38,1.38,1.38
1.39,1.39,1.39,1.39
2.49,2.49,2.49,2.49
11.58,11.58,11.58,11.58
2.63,2.63,2.63,2.63
0,0,0,0
0,0,0,0
0,0,0,0
6.43,6.43,6.43,6.43
2.58,2.58,2.58,2.58
0.59,0.59,0.59,0.59
1.52,1.52,1.52,1.52
9.65,9.65,9.65,9.65
2.47,2.47,2.47,2.47
0,0,0,0
3.02,3.02,3.02,3.02
14.95,14.95,14.95,14.95
0.28,0.28,0.28,0.28
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.78,7.78,7.78,7.78
15.21,15.21,15.21,15.21
-99,-99,-99,-99
17.31,17.31,17.31,17.31
0,0,0,0
0,0,0,0
21.07,21.07,21.07,21.07
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.69,1.69,1.69,1.69
10.67,10.67,10.67,10.67
0,0,0,0
12.56,12.56,12.56,12.56
19.56,19.56,19.56,19.56
11.21,11.21,11.21,11.21
14.97,14.97,14.97,14.97
0,0,0,0
10.34,10.34,10.34,10.34
41.67,41.67,41.67,41.67
0.49,0.49,0.49,0.49
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
6.56,6.56,6.56,6.56
6.24,6.24,6.24,6.24
31.44,31.44,31.44,31.44
23.53,23.53,23.53,23.53
0,0,0,0
0.63,0.63,0.63,0.63
0.69,0.69,0.69,0.69
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
1.25,1.25,1.25,1.25
0,0,0,0
3.28,3.28,3.28,3.28
6.89,6.89,6.89,6.89
19.47,19.47,19.47,19.47
8.33,8.33,8.33,8.33
3.62,3.62,3.62,3.62
3.8,3.8,3.8,3.8
1.17,1.17,1.17,1.17
0,0,0,0
1.08,1.08,1.08,1.08
0,0,0,0
0,0,0,0
4.81,4.81,4.81,4.81
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
0.83,0.83,0.83,0.83
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.38,0.38,0.38,0.38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.81,0.81,0.81,0.81
0,0,0,0
22.33,22.33,22.33,22.33
