Scn1,Sc2,Sc3,sc4
0,0,0,0
1.22,1.22,1.22,1.22
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
2.57,2.57,2.57,2.57
0,0,0,0
1.82,1.82,1.82,1.82
20.26,20.26,20.26,20.26
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.77,6.77,6.77,6.77
23.2,23.2,23.2,23.2
4.37,4.37,4.37,4.37
0,0,0,0
12.34,12.34,12.34,12.34
0,0,0,0
10.75,10.75,10.75,10.75
0.46,0.46,0.46,0.46
0.11,0.11,0.11,0.11
0,0,0,0
14.01,14.01,14.01,14.01
30.33,30.33,30.33,30.33
23.62,23.62,23.62,23.62
7.53,7.53,7.53,7.53
0.85,0.85,0.85,0.85
11.82,11.82,11.82,11.82
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
26.11,26.11,26.11,26.11
6.81,6.81,6.81,6.81
0,0,0,0
0,0,0,0
10.95,10.95,10.95,10.95
0,0,0,0
0,0,0,0
2.27,2.27,2.27,2.27
16.52,16.52,16.52,16.52
2.3,2.3,2.3,2.3
0,0,0,0
0,0,0,0
20.41,20.41,20.41,20.41
5.51,5.51,5.51,5.51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.77,3.77,3.77,3.77
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
0,0,0,0
6.14,6.14,6.14,6.14
0.92,0.92,0.92,0.92
4.38,4.38,4.38,4.38
17.25,17.25,17.25,17.25
0.17,0.17,0.17,0.17
0,0,0,0
10.22,10.22,10.22,10.22
3.92,3.92,3.92,3.92
0.2,0.2,0.2,0.2
-99,-99,-99,-99
1.65,1.65,1.65,1.65
7.41,7.41,7.41,7.41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.48,3.48,3.48,3.48
20.17,20.17,20.17,20.17
4.25,4.25,4.25,4.25
8.62,8.62,8.62,8.62
1.52,1.52,1.52,1.52
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.36,0.36,0.36,0.36
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.49,1.49,1.49,1.49
0,0,0,0
2.3,2.3,2.3,2.3
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.11,8.11,8.11,8.11
0,0,0,0
0,0,0,0
0,0,0,0
3.89,3.89,3.89,3.89
0,0,0,0
0,0,0,0
0,0,0,0
0.66,0.66,0.66,0.66
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
0,0,0,0
0,0,0,0
2.26,2.26,2.26,2.26
12.58,12.58,12.58,12.58
2.08,2.08,2.08,2.08
4.17,4.17,4.17,4.17
20.01,20.01,20.01,20.01
21.62,21.62,21.62,21.62
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.79,8.79,8.79,8.79
3.91,3.91,3.91,3.91
7.63,7.63,7.63,7.63
1.51,1.51,1.51,1.51
0.67,0.67,0.67,0.67
2.29,2.29,2.29,2.29
0.44,0.44,0.44,0.44
-99,-99,-99,-99
0,0,0,0
0.43,0.43,0.43,0.43
21.65,21.65,21.65,21.65
5.08,5.08,5.08,5.08
9.89,9.89,9.89,9.89
3.5,3.5,3.5,3.5
0,0,0,0
0.5,0.5,0.5,0.5
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.44,0.44,0.44,0.44
0,0,0,0
30.31,30.31,30.31,30.31
12.51,12.51,12.51,12.51
5.98,5.98,5.98,5.98
6.65,6.65,6.65,6.65
42.52,42.52,42.52,42.52
0.19,0.19,0.19,0.19
0,0,0,0
1.63,1.63,1.63,1.63
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
4.9,4.9,4.9,4.9
0,0,0,0
3.03,3.03,3.03,3.03
0.37,0.37,0.37,0.37
1.95,1.95,1.95,1.95
15.74,15.74,15.74,15.74
13.52,13.52,13.52,13.52
19.94,19.94,19.94,19.94
14.82,14.82,14.82,14.82
40.39,40.39,40.39,40.39
22.02,22.02,22.02,22.02
0.71,0.71,0.71,0.71
1.73,1.73,1.73,1.73
0,0,0,0
0.39,0.39,0.39,0.39
10.37,10.37,10.37,10.37
10.72,10.72,10.72,10.72
1.94,1.94,1.94,1.94
15.61,15.61,15.61,15.61
5.25,5.25,5.25,5.25
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.5,0.5,0.5,0.5
1.7,1.7,1.7,1.7
0.97,0.97,0.97,0.97
4.92,4.92,4.92,4.92
0.72,0.72,0.72,0.72
5.59,5.59,5.59,5.59
15.64,15.64,15.64,15.64
8.1,8.1,8.1,8.1
21.11,21.11,21.11,21.11
21.4,21.4,21.4,21.4
4.72,4.72,4.72,4.72
17.81,17.81,17.81,17.81
9.54,9.54,9.54,9.54
5.04,5.04,5.04,5.04
0,0,0,0
0,0,0,0
1.03,1.03,1.03,1.03
2.4,2.4,2.4,2.4
26.94,26.94,26.94,26.94
3.72,3.72,3.72,3.72
1.66,1.66,1.66,1.66
5.8,5.8,5.8,5.8
10.71,10.71,10.71,10.71
-99,-99,-99,-99
2,2,2,2
0,0,0,0
0,0,0,0
0.77,0.77,0.77,0.77
4.46,4.46,4.46,4.46
19.79,19.79,19.79,19.79
13.52,13.52,13.52,13.52
12.27,12.27,12.27,12.27
0.98,0.98,0.98,0.98
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.27,1.27,1.27,1.27
0.22,0.22,0.22,0.22
0.51,0.51,0.51,0.51
0.86,0.86,0.86,0.86
0,0,0,0
8.15,8.15,8.15,8.15
17.39,17.39,17.39,17.39
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.44,1.44,1.44,1.44
23.8,23.8,23.8,23.8
23.9,23.9,23.9,23.9
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
20.94,20.94,20.94,20.94
2.17,2.17,2.17,2.17
0,0,0,0
0,0,0,0
0.72,0.72,0.72,0.72
0.51,0.51,0.51,0.51
4.78,4.78,4.78,4.78
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.98,6.98,6.98,6.98
0,0,0,0
13.15,13.15,13.15,13.15
0.93,0.93,0.93,0.93
0,0,0,0
0,0,0,0
15.35,15.35,15.35,15.35
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
5.02,5.02,5.02,5.02
2.46,2.46,2.46,2.46
0,0,0,0
1.35,1.35,1.35,1.35
18.14,18.14,18.14,18.14
4.2,4.2,4.2,4.2
0,0,0,0
0,0,0,0
1.75,1.75,1.75,1.75
0,0,0,0
0,0,0,0
2.46,2.46,2.46,2.46
0.27,0.27,0.27,0.27
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.1,3.1,3.1,3.1
4.16,4.16,4.16,4.16
26.26,26.26,26.26,26.26
2.13,2.13,2.13,2.13
0.58,0.58,0.58,0.58
11,11,11,11
0,0,0,0
0,0,0,0
0,0,0,0
27.62,27.62,27.62,27.62
6.65,6.65,6.65,6.65
0,0,0,0
0,0,0,0
0.72,0.72,0.72,0.72
11.38,11.38,11.38,11.38
5.03,5.03,5.03,5.03
5.87,5.87,5.87,5.87
7.46,7.46,7.46,7.46
1.55,1.55,1.55,1.55
3.13,3.13,3.13,3.13
6.12,6.12,6.12,6.12
29.94,29.94,29.94,29.94
31.04,31.04,31.04,31.04
0.11,0.11,0.11,0.11
0,0,0,0
14.74,14.74,14.74,14.74
3.34,3.34,3.34,3.34
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.58,9.58,9.58,9.58
0,0,0,0
0,0,0,0
0.54,0.54,0.54,0.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
21.57,21.57,21.57,21.57
0,0,0,0
8.22,8.22,8.22,8.22
4.55,4.55,4.55,4.55
0.17,0.17,0.17,0.17
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.24,6.24,6.24,6.24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.51,11.51,11.51,11.51
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.2,0.2,0.2,0.2
7.48,7.48,7.48,7.48
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.17,3.17,3.17,3.17
0.59,0.59,0.59,0.59
0,0,0,0
0,0,0,0
3.75,3.75,3.75,3.75
0,0,0,0
12.96,12.96,12.96,12.96
1.38,1.38,1.38,1.38
-99,-99,-99,-99
10.99,10.99,10.99,10.99
117.66,117.66,117.66,117.66
101.21,101.21,101.21,101.21
5.51,5.51,5.51,5.51
13.45,13.45,13.45,13.45
9.86,9.86,9.86,9.86
6.8,6.8,6.8,6.8
0.75,0.75,0.75,0.75
3.45,3.45,3.45,3.45
0.31,0.31,0.31,0.31
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.36,7.36,7.36,7.36
11.62,11.62,11.62,11.62
6.16,6.16,6.16,6.16
0.49,0.49,0.49,0.49
0.2,0.2,0.2,0.2
24.44,24.44,24.44,24.44
25.36,25.36,25.36,25.36
22.61,22.61,22.61,22.61
5.98,5.98,5.98,5.98
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.43,1.43,1.43,1.43
0.41,0.41,0.41,0.41
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.78,0.78,0.78,0.78
3.62,3.62,3.62,3.62
11.43,11.43,11.43,11.43
5.43,5.43,5.43,5.43
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.2,6.2,6.2,6.2
7.16,7.16,7.16,7.16
7.36,7.36,7.36,7.36
6.83,6.83,6.83,6.83
7.1,7.1,7.1,7.1
0,0,0,0
-99,-99,-99,-99
1.17,1.17,1.17,1.17
3.58,3.58,3.58,3.58
0,0,0,0
0,0,0,0
0,0,0,0
0.68,0.68,0.68,0.68
0.61,0.61,0.61,0.61
5.49,5.49,5.49,5.49
1.15,1.15,1.15,1.15
7.33,7.33,7.33,7.33
0,0,0,0
0.69,0.69,0.69,0.69
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.63,0.63,0.63,0.63
0,0,0,0
7.99,7.99,7.99,7.99
0,0,0,0
0,0,0,0
1.15,1.15,1.15,1.15
11.71,11.71,11.71,11.71
4.32,4.32,4.32,4.32
11.53,11.53,11.53,11.53
13.32,13.32,13.32,13.32
20.71,20.71,20.71,20.71
58.34,58.34,58.34,58.34
15.74,15.74,15.74,15.74
5.35,5.35,5.35,5.35
10.61,10.61,10.61,10.61
3.77,3.77,3.77,3.77
0,0,0,0
0,0,0,0
0.28,0.28,0.28,0.28
0,0,0,0
1.85,1.85,1.85,1.85
1.81,1.81,1.81,1.81
0,0,0,0
0,0,0,0
4.67,4.67,4.67,4.67
26.29,26.29,26.29,26.29
27.05,27.05,27.05,27.05
15.16,15.16,15.16,15.16
6.24,6.24,6.24,6.24
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.11,0.11,0.11,0.11
1.19,1.19,1.19,1.19
0,0,0,0
0,0,0,0
0,0,0,0
0.59,0.59,0.59,0.59
1.62,1.62,1.62,1.62
-99,-99,-99,-99
3.04,3.04,3.04,3.04
0,0,0,0
0,0,0,0
0.14,0.14,0.14,0.14
12.25,12.25,12.25,12.25
43.83,43.83,43.83,43.83
21.35,21.35,21.35,21.35
7.65,7.65,7.65,7.65
0,0,0,0
0,0,0,0
4.02,4.02,4.02,4.02
5.46,5.46,5.46,5.46
0,0,0,0
0.54,0.54,0.54,0.54
2.04,2.04,2.04,2.04
5.45,5.45,5.45,5.45
0,0,0,0
0.2,0.2,0.2,0.2
1.35,1.35,1.35,1.35
0.89,0.89,0.89,0.89
0.62,0.62,0.62,0.62
1.01,1.01,1.01,1.01
12.78,12.78,12.78,12.78
11.82,11.82,11.82,11.82
2.1,2.1,2.1,2.1
0,0,0,0
0,0,0,0
19.31,19.31,19.31,19.31
20.25,20.25,20.25,20.25
0.4,0.4,0.4,0.4
0.88,0.88,0.88,0.88
0,0,0,0
8.82,8.82,8.82,8.82
4.24,4.24,4.24,4.24
1.11,1.11,1.11,1.11
7.28,7.28,7.28,7.28
0,0,0,0
0,0,0,0
0.77,0.77,0.77,0.77
1,1,1,1
1.53,1.53,1.53,1.53
0,0,0,0
0,0,0,0
0.4,0.4,0.4,0.4
3.68,3.68,3.68,3.68
8.74,8.74,8.74,8.74
21.21,21.21,21.21,21.21
0,0,0,0
11.58,11.58,11.58,11.58
0,0,0,0
24.09,24.09,24.09,24.09
13.84,13.84,13.84,13.84
21.96,21.96,21.96,21.96
4.08,4.08,4.08,4.08
15.12,15.12,15.12,15.12
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
0.84,0.84,0.84,0.84
0,0,0,0
0.3,0.3,0.3,0.3
0.77,0.77,0.77,0.77
7.91,7.91,7.91,7.91
7.58,7.58,7.58,7.58
0,0,0,0
0.36,0.36,0.36,0.36
0.26,0.26,0.26,0.26
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.23,1.23,1.23,1.23
0,0,0,0
0,0,0,0
0,0,0,0
3.44,3.44,3.44,3.44
0,0,0,0
0,0,0,0
2.03,2.03,2.03,2.03
0,0,0,0
3.32,3.32,3.32,3.32
0,0,0,0
0,0,0,0
1.67,1.67,1.67,1.67
0,0,0,0
6.19,6.19,6.19,6.19
3.01,3.01,3.01,3.01
10.53,10.53,10.53,10.53
8.78,8.78,8.78,8.78
0.85,0.85,0.85,0.85
0,0,0,0
2.84,2.84,2.84,2.84
4.84,4.84,4.84,4.84
12.16,12.16,12.16,12.16
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
12.52,12.52,12.52,12.52
0,0,0,0
0.2,0.2,0.2,0.2
0,0,0,0
16.24,16.24,16.24,16.24
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
2.34,2.34,2.34,2.34
1.01,1.01,1.01,1.01
12.41,12.41,12.41,12.41
0.89,0.89,0.89,0.89
0,0,0,0
0,0,0,0
0,0,0,0
15.8,15.8,15.8,15.8
7.8,7.8,7.8,7.8
0,0,0,0
0.1,0.1,0.1,0.1
-99,-99,-99,-99
0,0,0,0
0,0,0,0
5.01,5.01,5.01,5.01
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.29,0.29,0.29,0.29
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
30.63,30.63,30.63,30.63
4.41,4.41,4.41,4.41
0,0,0,0
0,0,0,0
0,0,0,0
0.4,0.4,0.4,0.4
0.5,0.5,0.5,0.5
0,0,0,0
0,0,0,0
0,0,0,0
2.89,2.89,2.89,2.89
0,0,0,0
0,0,0,0
4.63,4.63,4.63,4.63
0,0,0,0
0,0,0,0
0,0,0,0
19.52,19.52,19.52,19.52
0,0,0,0
0,0,0,0
0,0,0,0
10.84,10.84,10.84,10.84
0,0,0,0
0,0,0,0
1.7,1.7,1.7,1.7
13.67,13.67,13.67,13.67
9.24,9.24,9.24,9.24
0,0,0,0
0,0,0,0
11.34,11.34,11.34,11.34
23.75,23.75,23.75,23.75
25.54,25.54,25.54,25.54
1.76,1.76,1.76,1.76
0.1,0.1,0.1,0.1
9.43,9.43,9.43,9.43
9.7,9.7,9.7,9.7
8.43,8.43,8.43,8.43
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2.28,2.28,2.28,2.28
16.73,16.73,16.73,16.73
7.4,7.4,7.4,7.4
4.31,4.31,4.31,4.31
3.05,3.05,3.05,3.05
13.39,13.39,13.39,13.39
3.1,3.1,3.1,3.1
13.09,13.09,13.09,13.09
14.77,14.77,14.77,14.77
10.32,10.32,10.32,10.32
11.15,11.15,11.15,11.15
0.49,0.49,0.49,0.49
14.13,14.13,14.13,14.13
0.34,0.34,0.34,0.34
0,0,0,0
5.33,5.33,5.33,5.33
0,0,0,0
0,0,0,0
0.14,0.14,0.14,0.14
0,0,0,0
0,0,0,0
2.53,2.53,2.53,2.53
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.71,6.71,6.71,6.71
26.67,26.67,26.67,26.67
0.74,0.74,0.74,0.74
0,0,0,0
2.91,2.91,2.91,2.91
0.85,0.85,0.85,0.85
10.52,10.52,10.52,10.52
0,0,0,0
0.6,0.6,0.6,0.6
7.66,7.66,7.66,7.66
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.59,3.59,3.59,3.59
1.14,1.14,1.14,1.14
0,0,0,0
3.23,3.23,3.23,3.23
13.34,13.34,13.34,13.34
8.46,8.46,8.46,8.46
28.35,28.35,28.35,28.35
7.26,7.26,7.26,7.26
5.58,5.58,5.58,5.58
9.71,9.71,9.71,9.71
4.65,4.65,4.65,4.65
0.42,0.42,0.42,0.42
0,0,0,0
0,0,0,0
6.1,6.1,6.1,6.1
1.19,1.19,1.19,1.19
7.2,7.2,7.2,7.2
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
10.67,10.67,10.67,10.67
10.28,10.28,10.28,10.28
8.57,8.57,8.57,8.57
3.32,3.32,3.32,3.32
8.44,8.44,8.44,8.44
-99,-99,-99,-99
5.54,5.54,5.54,5.54
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
7.13,7.13,7.13,7.13
10.46,10.46,10.46,10.46
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.38,1.38,1.38,1.38
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.71,0.71,0.71,0.71
10.22,10.22,10.22,10.22
1.2,1.2,1.2,1.2
9.03,9.03,9.03,9.03
9.45,9.45,9.45,9.45
1.47,1.47,1.47,1.47
2.56,2.56,2.56,2.56
22.44,22.44,22.44,22.44
17.73,17.73,17.73,17.73
3.78,3.78,3.78,3.78
0,0,0,0
2.81,2.81,2.81,2.81
1.8,1.8,1.8,1.8
0.53,0.53,0.53,0.53
3.36,3.36,3.36,3.36
14.27,14.27,14.27,14.27
-99,-99,-99,-99
7.13,7.13,7.13,7.13
0.33,0.33,0.33,0.33
0.1,0.1,0.1,0.1
0.6,0.6,0.6,0.6
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.38,9.38,9.38,9.38
0,0,0,0
13.35,13.35,13.35,13.35
7.59,7.59,7.59,7.59
16.99,16.99,16.99,16.99
19.39,19.39,19.39,19.39
9.38,9.38,9.38,9.38
1.52,1.52,1.52,1.52
8.25,8.25,8.25,8.25
4.24,4.24,4.24,4.24
14.72,14.72,14.72,14.72
12.25,12.25,12.25,12.25
1.84,1.84,1.84,1.84
5.01,5.01,5.01,5.01
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.92,0.92,0.92,0.92
0.67,0.67,0.67,0.67
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.23,4.23,4.23,4.23
4.01,4.01,4.01,4.01
0,0,0,0
8.75,8.75,8.75,8.75
5.09,5.09,5.09,5.09
27.83,27.83,27.83,27.83
18.26,18.26,18.26,18.26
3.15,3.15,3.15,3.15
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.99,4.99,4.99,4.99
3.14,3.14,3.14,3.14
0,0,0,0
0,0,0,0
0.55,0.55,0.55,0.55
12.85,12.85,12.85,12.85
10.78,10.78,10.78,10.78
7.67,7.67,7.67,7.67
17.54,17.54,17.54,17.54
11.21,11.21,11.21,11.21
2.27,2.27,2.27,2.27
8.03,8.03,8.03,8.03
14.42,14.42,14.42,14.42
7.27,7.27,7.27,7.27
0.37,0.37,0.37,0.37
0,0,0,0
7.43,7.43,7.43,7.43
13.92,13.92,13.92,13.92
6.64,6.64,6.64,6.64
2.34,2.34,2.34,2.34
0,0,0,0
1.92,1.92,1.92,1.92
0,0,0,0
0,0,0,0
45.26,45.26,45.26,45.26
52.9,52.9,52.9,52.9
43.35,43.35,43.35,43.35
4.42,4.42,4.42,4.42
4.6,4.6,4.6,4.6
0,0,0,0
0,0,0,0
24.34,24.34,24.34,24.34
5.18,5.18,5.18,5.18
27.97,27.97,27.97,27.97
4.18,4.18,4.18,4.18
0,0,0,0
0,0,0,0
19.07,19.07,19.07,19.07
1.66,1.66,1.66,1.66
-99,-99,-99,-99
0,0,0,0
0,0,0,0
1.22,1.22,1.22,1.22
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.89,3.89,3.89,3.89
0.1,0.1,0.1,0.1
0.22,0.22,0.22,0.22
1.47,1.47,1.47,1.47
7.58,7.58,7.58,7.58
11.89,11.89,11.89,11.89
0,0,0,0
0,0,0,0
0.11,0.11,0.11,0.11
9.95,9.95,9.95,9.95
19.77,19.77,19.77,19.77
24.13,24.13,24.13,24.13
11.57,11.57,11.57,11.57
22.07,22.07,22.07,22.07
0,0,0,0
0,0,0,0
5.81,5.81,5.81,5.81
0,0,0,0
5.91,5.91,5.91,5.91
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.28,1.28,1.28,1.28
7.13,7.13,7.13,7.13
0,0,0,0
0,0,0,0
4.08,4.08,4.08,4.08
0,0,0,0
8.37,8.37,8.37,8.37
0,0,0,0
0,0,0,0
3.35,3.35,3.35,3.35
5.24,5.24,5.24,5.24
0,0,0,0
0,0,0,0
0,0,0,0
10.65,10.65,10.65,10.65
23.97,23.97,23.97,23.97
0,0,0,0
5.3,5.3,5.3,5.3
0,0,0,0
0,0,0,0
4.84,4.84,4.84,4.84
8.57,8.57,8.57,8.57
0,0,0,0
0,0,0,0
3.98,3.98,3.98,3.98
0.15,0.15,0.15,0.15
6.89,6.89,6.89,6.89
3.28,3.28,3.28,3.28
0,0,0,0
0,0,0,0
8.1,8.1,8.1,8.1
4.53,4.53,4.53,4.53
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.53,4.53,4.53,4.53
8.32,8.32,8.32,8.32
0,0,0,0
0,0,0,0
0,0,0,0
-99,-99,-99,-99
0.2,0.2,0.2,0.2
15.56,15.56,15.56,15.56
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1.45,1.45,1.45,1.45
0,0,0,0
2.62,2.62,2.62,2.62
0.89,0.89,0.89,0.89
0.92,0.92,0.92,0.92
1.82,1.82,1.82,1.82
5.84,5.84,5.84,5.84
6.56,6.56,6.56,6.56
9.08,9.08,9.08,9.08
33.94,33.94,33.94,33.94
15.55,15.55,15.55,15.55
9.54,9.54,9.54,9.54
0,0,0,0
0,0,0,0
8.91,8.91,8.91,8.91
1.43,1.43,1.43,1.43
0,0,0,0
5.9,5.9,5.9,5.9
2.1,2.1,2.1,2.1
4.6,4.6,4.6,4.6
0.59,0.59,0.59,0.59
0,0,0,0
1.92,1.92,1.92,1.92
0,0,0,0
22.29,22.29,22.29,22.29
11.59,11.59,11.59,11.59
13.57,13.57,13.57,13.57
7.58,7.58,7.58,7.58
10.18,10.18,10.18,10.18
23.07,23.07,23.07,23.07
4.31,4.31,4.31,4.31
39.05,39.05,39.05,39.05
11.57,11.57,11.57,11.57
3.84,3.84,3.84,3.84
14.84,14.84,14.84,14.84
14.89,14.89,14.89,14.89
12.83,12.83,12.83,12.83
0.87,0.87,0.87,0.87
5.7,5.7,5.7,5.7
1.59,1.59,1.59,1.59
26.98,26.98,26.98,26.98
79.75,79.75,79.75,79.75
34.86,34.86,34.86,34.86
10.43,10.43,10.43,10.43
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
0,0,0,0
3.97,3.97,3.97,3.97
0,0,0,0
2.19,2.19,2.19,2.19
3.74,3.74,3.74,3.74
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.18,0.18,0.18,0.18
0,0,0,0
0,0,0,0
0,0,0,0
5.98,5.98,5.98,5.98
0,0,0,0
0,0,0,0
0,0,0,0
3.82,3.82,3.82,3.82
8.97,8.97,8.97,8.97
0,0,0,0
-99,-99,-99,-99
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.56,6.56,6.56,6.56
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0.49,0.49,0.49,0.49
0,0,0,0
1.8,1.8,1.8,1.8
0,0,0,0
1.47,1.47,1.47,1.47
0.1,0.1,0.1,0.1
0,0,0,0
0,0,0,0
10.87,10.87,10.87,10.87
0.94,0.94,0.94,0.94
24.34,24.34,24.34,24.34
0,0,0,0
4.14,4.14,4.14,4.14
