"DATE","isOverSnowTotal"_sc_26_1,"isOverSnowTotal"_sc_26_2,"isOverSnowTotal"_sc_26_3,"isOverSnowTotal"_sc_26_4,"isOverSnowTotal"_sc_26_5,"isOverSnowTotal"_sc_26_6,"isOverSnowTotal"_sc_26_7,"isOverSnowTotal"_sc_26_8,"isOverSnowTotal"_sc_26_9,"isOverSnowTotal"_sc_26_10,"isOverSnowTotal"_sc_26_11,"isOverSnowTotal"_sc_26_12,"isOverSnowTotal"_sc_45_1,"isOverSnowTotal"_sc_45_2,"isOverSnowTotal"_sc_45_3,"isOverSnowTotal"_sc_45_4,"isOverSnowTotal"_sc_45_5,"isOverSnowTotal"_sc_45_6,"isOverSnowTotal"_sc_45_7,"isOverSnowTotal"_sc_45_8,"isOverSnowTotal"_sc_45_9,"isOverSnowTotal"_sc_45_10,"isOverSnowTotal"_sc_45_11,"isOverSnowTotal"_sc_45_12,"isOverSnowTotal"_sc_45_13,"isOverSnowTotal"_sc_45_14,"isOverSnowTotal"_sc_45_15,"isOverSnowTotal"_sc_45_16,"isOverSnowTotal"_sc_45_17,"isOverSnowTotal"_sc_45_18,"isOverSnowTotal"_sc_45_19,"isOverSnowTotal"_sc_45_20,"isOverSnowTotal"_sc_45_21,"isOverSnowTotal"_sc_45_22,"isOverSnowTotal"_sc_45_23,"isOverSnowTotal"_sc_45_24,"isOverSnowTotal"_sc_45_25,"isOverSnowTotal"_sc_85_1,"isOverSnowTotal"_sc_85_2,"isOverSnowTotal"_sc_85_3,"isOverSnowTotal"_sc_85_4,"isOverSnowTotal"_sc_85_5,"isOverSnowTotal"_sc_85_6,"isOverSnowTotal"_sc_85_7,"isOverSnowTotal"_sc_85_8,"isOverSnowTotal"_sc_85_9,"isOverSnowTotal"_sc_85_10,"isOverSnowTotal"_sc_85_11,"isOverSnowTotal"_sc_85_12,"isOverSnowTotal"_sc_85_13,"isOverSnowTotal"_sc_85_14,"isOverSnowTotal"_sc_85_15,"isOverSnowTotal"_sc_85_16,"isOverSnowTotal"_sc_85_17,"isOverSnowTotal"_sc_85_18,"isOverSnowTotal"_sc_85_19,"isOverSnowTotal"_sc_85_20,"isOverSnowTotal"_sc_85_21,"isOverSnowTotal"_sc_85_22,"isOverSnowTotal"_sc_85_23,"isOverSnowTotal"_sc_85_24,"isOverSnowTotal"_sc_85_25,"isOverSnowTotal"_sc_85_26,"isOverSnowTotal"_sc_85_27,"isOverSnowTotal"_sc_85_28,"isOverSnowTotal"_sc_85_29,"isOverSnowTotal"_sc_85_30,"isOverSnowTotal"_sc_85_31
2044,366,360,366,366,366,366,365,365,366,366,366,360,360,366,365,366,366,366,360,360,366,365,366,365,365,366,366,366,366,366,366,366,365,365,360,366,365,366,365,360,360,366,365,365,366,366,360,366,366,366,366,366,366,360,366,365,366,366,365,365,366,365,366,360,360,365,360,366
2045,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360
2046,365,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,360,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,360,365,360,365,360,360,365,365
2047,365,365,365,365,365,360,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,360,365,365,360,365,365,360,365,360,365,365,365,365,365,365
2048,360,366,365,366,366,366,365,366,360,366,366,366,360,366,365,366,366,366,365,360,360,366,366,366,366,366,366,365,365,365,366,365,366,366,366,360,365,366,365,360,366,365,366,365,360,366,366,365,366,366,365,366,366,360,360,360,366,365,366,365,366,360,366,366,365,360,366,366
2049,365,365,365,365,365,365,365,365,365,365,360,360,360,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,360,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,360
2050,365,360,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,360,365,365,365,365,365,365,365,360,360,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,360,365,365,360
2051,365,365,365,365,365,365,365,361,365,365,361,365,361,365,365,365,361,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,361,365,365,361,365,361,365,365,365,365,365,365,365,365,365,365,361,365,365,365,361,361,365,365,365,365,361,365,365,365,365,365,365,361,361,365
2052,366,366,365,366,366,365,366,365,366,360,365,360,359,365,366,360,365,366,365,365,366,366,360,365,366,366,366,366,365,366,366,365,364,366,366,365,360,359,365,365,366,366,366,366,366,366,365,365,359,365,366,360,365,365,360,366,366,360,365,366,365,360,366,365,366,365,364,360
2053,365,365,360,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,360,365,360,365,365,360,365,365,360,360,365
2054,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,360,365,365,365,360,360,365,365,365,365,365,365,365,365,360,360,365,365
2055,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,360,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,360,365,365,365,360,360,360,365,365,365,365,365,365,365,360,365,365,365
2056,365,366,366,360,365,366,366,366,366,360,366,366,366,366,366,365,366,360,366,365,366,366,360,365,366,366,366,365,366,366,366,360,366,365,365,365,360,366,365,366,366,360,360,366,366,365,366,360,360,366,365,366,365,365,360,360,366,365,366,366,366,366,366,365,366,365,360,366
2057,360,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,360,365,365,365,365,365,360,360,365,365,365,365,360,360,365,365,360
2058,365,365,365,365,365,365,365,360,360,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,360,365,365,365,360,365,365,365,360,360
2059,365,365,365,365,365,360,365,365,365,360,365,365,365,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,360,360,360,365,365,365,365,360,365,365,365,365,365,365,365,365
2060,366,366,366,365,366,360,360,365,366,366,366,366,365,366,366,366,360,365,366,366,365,366,366,365,366,360,365,360,366,366,365,366,360,366,366,365,366,366,366,366,366,366,366,365,365,360,366,366,366,360,365,360,366,365,365,360,366,366,360,366,365,365,366,365,366,360,366,360
2061,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,360,365,365,365,365,365,360,365,365,365,360,360,365,360,365,365,365,365
2062,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,360,365,360,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,360,360,365,365,365,365,365,360,365,360
2063,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365,365,360,365,360,365,365,360,360,365,365,365,365,360,365,360,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365
2064,366,366,360,366,365,366,366,365,366,366,366,360,366,365,366,366,366,366,366,366,365,365,366,360,360,366,365,360,365,366,365,360,366,365,366,366,366,366,365,360,366,366,366,360,360,366,365,366,365,360,365,366,360,366,366,366,365,365,365,366,366,366,366,366,360,360,366,365
2065,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,360,360,365,365,365,360,360,365,365,365,360,365,365,365,360,360,365,365,365,365,365,365,365,365,365
2066,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,360,365,360,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365
2067,365,365,360,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,360,365,365,360,360,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,365
2068,366,366,366,366,360,360,365,366,366,366,366,365,365,366,360,366,365,365,365,366,366,365,366,360,366,365,366,366,366,366,366,366,360,366,360,366,365,366,366,366,366,360,366,366,365,366,360,365,366,365,360,366,366,366,365,366,360,365,365,360,366,360,366,365,365,366,366,360
2069,365,365,365,365,360,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,360,365,365,365,360,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,360
2070,365,360,365,365,365,365,365,360,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,360,365,365,365,360,360,360,365,365
2071,365,365,365,365,365,365,365,365,360,365,360,365,365,365,360,365,365,360,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,365,360,365,365,360,365,365,365,365,365,365,360,365,365,360,360,365,365,365,365,365,365,365
2072,366,366,366,360,366,365,366,360,366,366,365,366,360,366,360,365,366,366,366,365,365,366,366,366,366,365,366,365,365,366,366,365,360,366,366,366,360,360,366,366,366,365,366,360,366,366,366,366,365,360,365,360,366,366,366,360,365,366,365,360,366,366,365,360,366,366,365,365
2073,360,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,360,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,360,365,365,365,360,365,360,360,365,365,365,365,360,365,365,365
2074,360,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,360,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,365,365,365
2075,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,360,365,360,365,360,365,360,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365
2076,366,360,366,366,366,365,366,366,366,360,366,365,366,366,365,366,366,366,366,366,365,366,365,365,366,365,366,360,360,366,366,366,365,360,365,360,366,365,365,366,366,360,366,366,366,365,365,360,360,365,366,366,366,360,360,365,360,365,366,366,366,366,366,366,365,366,360,366
2077,365,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,360,365,360,360,365
2078,365,365,365,365,365,365,365,365,360,365,360,365,360,360,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,360,365,360,365,360,365,365,365,360,365,365,365,365,365,360,365,365
2079,365,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,360,360,365,360,365,365,365,365,360,365,360,365,365,365,360,365,365,365,360,365,365,365,365,365,360,365,365,360,365,365,365,365,360,365,365,365,365,365,365
2080,366,360,366,365,365,366,360,366,366,366,366,366,365,366,366,366,365,365,360,365,366,366,366,366,365,366,360,365,366,366,365,360,360,366,366,366,366,365,360,360,366,366,366,365,365,360,366,360,360,365,366,366,365,366,366,365,366,360,366,365,366,366,360,366,365,366,366,366
2081,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,360,360,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,365,360,365
2082,365,365,365,365,365,365,365,365,365,365,360,360,365,360,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,360,365,365,365,365,365,365,360,360,365,365,360,365,365,365,360,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360
2083,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,365,365,360,365,365,365,365,360,360,365,365,365,365,360,365,365
2084,366,366,365,365,366,366,366,360,366,366,360,366,365,366,365,366,360,366,366,366,360,366,366,366,366,365,365,366,366,366,365,366,360,360,365,365,366,360,365,365,366,366,365,365,366,366,366,366,365,365,365,366,360,366,366,360,365,366,360,360,366,366,366,366,360,360,366,366
2085,360,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,360,365,365,365,365,365,360,360,365,365,365,360,365,365
2086,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,360,365,365,365,360,360,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,365
2087,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,365,360,365,360,365,365,365,365,365,365,360,365,360,365,365,360,365,365,365,365,360,365,365,360,365,365,365,365,365,360,365,365,365,360,365
2088,366,366,366,360,360,366,365,365,366,366,366,366,366,366,365,365,366,365,366,365,366,365,366,366,366,366,365,366,366,360,360,365,360,366,360,366,366,366,360,366,366,360,366,365,366,365,366,366,365,366,365,365,365,360,366,360,366,366,365,366,360,366,360,366,365,360,366,366
2089,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365,360,360,365,360,365,365,365,365,365,365,365,365,365,365,360,365,365,360,365,360,365,365,365,360
2090,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,360,365,365,365,365,365,365,360,360,365,365,365,365,365,365,365,360,365,365,365,360,365,360,360,360,365,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365
2091,365,365,360,365,365,365,365,365,365,360,365,365,365,360,365,365,365,360,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,365,360,365,365,365,360,365,365,365,365,360,360,365,365,360,365,365,365,365,365,365,365,360,365,365,365,365,365,365,365,360
2092,365,366,366,360,360,366,366,365,366,366,366,366,360,366,365,366,366,360,366,360,365,360,365,366,365,366,366,366,365,365,366,366,366,366,366,366,365,366,365,366,366,366,366,366,360,365,366,365,366,360,366,366,360,366,365,366,366,360,365,366,365,360,365,366,366,360,365,360
2093,365,365,365,365,365,360,365,360,365,365,365,365,365,360,365,365,365,365,365,365,360,365,365,365,365,365,365,365,365,365,365,365,365,360,365,365,360,365,365,365,365,365,360,365,365,365,360,360,365,365,365,365,365,365,365,365,365,360,365,360,360,365,365,365,360,365,365,365
2094,365,365,365,365,361,365,365,361,365,365,365,365,365,365,361,365,361,365,365,365,365,365,365,365,365,365,361,365,365,365,365,365,365,365,365,365,361,365,365,361,361,365,361,365,365,365,365,365,361,365,365,365,365,365,365,365,361,365,365,365,365,361,365,365,365,361,365,365
2095,365,365,360,365,364,365,360,364,365,365,365,365,365,365,364,365,364,365,365,365,365,365,365,365,365,360,364,365,365,365,360,360,365,360,365,365,364,365,365,364,364,360,364,360,365,365,360,365,364,365,360,365,365,365,365,365,364,365,360,365,365,364,365,365,360,364,360,365
2096,360,365,366,366,365,366,366,360,366,366,366,366,366,366,366,366,366,365,360,366,366,360,365,360,365,366,360,365,365,366,365,365,366,366,366,366,366,366,366,366,366,360,360,360,365,366,366,366,360,360,365,366,360,365,365,366,366,366,366,366,365,366,366,365,360,365,365,366
2097,365,365,365,365,365,360,360,365,365,365,365,365,360,365,360,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,360,365,365,365,365,365,360,365,365,365,360,365,365,365,365,360,365,365,365,365,365,360,360,365,365,360,365,365
2098,365,365,365,365,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,365,360,365,365,365,365,360,365,365,360,365,365,365,365,365,365,365,360,365,365,360,365,365,360,365,365,365,365,360,365,365,365,365,365,365,360,360,365,365,365,365,360,365,365
2099,364,364,364,364,364,364,364,364,359,364,359,364,364,364,364,364,364,364,364,364,364,331,364,364,364,364,364,364,364,331,331,364,364,364,364,364,331,364,359,364,364,364,331,359,364,359,364,364,364,364,359,364,364,364,364,359,364,364,364,364,364,364,364,364,364,364,359,364
