Season,isOverSnow_sc_26_1,isOverSnow_sc_26_2,isOverSnow_sc_26_3,isOverSnow_sc_26_4,isOverSnow_sc_26_5,isOverSnow_sc_26_6,isOverSnow_sc_26_7,isOverSnow_sc_26_8,isOverSnow_sc_26_9,isOverSnow_sc_26_10,isOverSnow_sc_26_11,isOverSnow_sc_26_12,isOverSnow_sc_45_1,isOverSnow_sc_45_2,isOverSnow_sc_45_3,isOverSnow_sc_45_4,isOverSnow_sc_45_5,isOverSnow_sc_45_6,isOverSnow_sc_45_7,isOverSnow_sc_45_8,isOverSnow_sc_45_9,isOverSnow_sc_45_10,isOverSnow_sc_45_11,isOverSnow_sc_45_12,isOverSnow_sc_45_13,isOverSnow_sc_45_14,isOverSnow_sc_45_15,isOverSnow_sc_45_16,isOverSnow_sc_45_17,isOverSnow_sc_45_18,isOverSnow_sc_45_19,isOverSnow_sc_45_20,isOverSnow_sc_45_21,isOverSnow_sc_45_22,isOverSnow_sc_45_23,isOverSnow_sc_45_24,isOverSnow_sc_45_25,isOverSnow_sc_85_1,isOverSnow_sc_85_2,isOverSnow_sc_85_3,isOverSnow_sc_85_4,isOverSnow_sc_85_5,isOverSnow_sc_85_6,isOverSnow_sc_85_7,isOverSnow_sc_85_8,isOverSnow_sc_85_9,isOverSnow_sc_85_10,isOverSnow_sc_85_11,isOverSnow_sc_85_12,isOverSnow_sc_85_13,isOverSnow_sc_85_14,isOverSnow_sc_85_15,isOverSnow_sc_85_16,isOverSnow_sc_85_17,isOverSnow_sc_85_18,isOverSnow_sc_85_19,isOverSnow_sc_85_20,isOverSnow_sc_85_21,isOverSnow_sc_85_22,isOverSnow_sc_85_23,isOverSnow_sc_85_24,isOverSnow_sc_85_25,isOverSnow_sc_85_26,isOverSnow_sc_85_27,isOverSnow_sc_85_28,isOverSnow_sc_85_29,isOverSnow_sc_85_30,isOverSnow_sc_85_31
1991-1992,0.0,33.0,0.0,0.0,0.0,19.0,0.0,6.0,30.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,8.0,6.0,28.0,0.0,0.0,29.0,3.0,2.0,1.0,0.0,30.0,23.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,10.0,0.0,4.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,0.0,0.0,30.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0
1992-1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1993-1994,6.0,6.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,1.0,4.0,3.0,0.0,0.0,0.0,11.0,0.0,12.0,1.0,20.0,0.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0,5.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,0.0
1994-1995,9.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,26.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,4.0,0.0,4.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,13.0,5.0,1.0,0.0,27.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0
1995-1996,1.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0
1996-1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1997-1998,57.0,56.0,10.0,56.0,0.0,16.0,40.0,68.0,36.0,37.0,36.0,31.0,36.0,30.0,9.0,67.0,48.0,21.0,0.0,28.0,52.0,37.0,43.0,0.0,56.0,41.0,26.0,51.0,43.0,10.0,43.0,29.0,46.0,55.0,40.0,27.0,24.0,39.0,47.0,41.0,53.0,42.0,40.0,25.0,41.0,34.0,41.0,53.0,32.0,16.0,48.0,38.0,20.0,28.0,46.0,49.0,61.0,48.0,0.0,38.0,38.0,31.0,29.0,52.0,0.0,32.0,20.0,43.0
1998-1999,49.0,24.0,52.0,0.0,24.0,27.0,15.0,0.0,18.0,0.0,48.0,7.0,22.0,5.0,8.0,22.0,26.0,18.0,19.0,19.0,40.0,13.0,1.0,36.0,21.0,0.0,10.0,54.0,19.0,35.0,32.0,40.0,43.0,0.0,0.0,30.0,29.0,7.0,15.0,53.0,4.0,4.0,25.0,41.0,31.0,23.0,0.0,38.0,0.0,4.0,35.0,23.0,29.0,7.0,20.0,31.0,44.0,39.0,28.0,16.0,46.0,10.0,31.0,24.0,9.0,0.0,52.0,24.0
1999-2000,17.0,41.0,41.0,13.0,39.0,22.0,7.0,27.0,1.0,19.0,33.0,17.0,18.0,0.0,25.0,17.0,33.0,34.0,45.0,25.0,35.0,21.0,0.0,58.0,21.0,23.0,26.0,0.0,23.0,17.0,43.0,5.0,38.0,10.0,24.0,22.0,21.0,35.0,3.0,32.0,25.0,21.0,0.0,28.0,11.0,19.0,12.0,10.0,49.0,28.0,27.0,45.0,36.0,6.0,37.0,53.0,23.0,32.0,16.0,41.0,0.0,31.0,26.0,19.0,13.0,5.0,21.0,35.0
2000-2001,43.0,0.0,35.0,32.0,28.0,40.0,31.0,7.0,0.0,32.0,0.0,0.0,19.0,9.0,8.0,11.0,1.0,20.0,0.0,0.0,7.0,27.0,0.0,0.0,45.0,0.0,0.0,44.0,36.0,20.0,0.0,0.0,27.0,49.0,30.0,26.0,15.0,0.0,17.0,3.0,8.0,29.0,0.0,0.0,0.0,32.0,4.0,20.0,25.0,0.0,0.0,0.0,41.0,30.0,35.0,37.0,26.0,0.0,0.0,4.0,0.0,39.0,63.0,0.0,0.0,0.0,0.0,55.0
2001-2002,54.0,42.0,72.0,33.0,74.0,82.0,70.0,77.0,86.0,0.0,88.0,84.0,75.0,65.0,87.0,0.0,86.0,70.0,90.0,19.0,47.0,56.0,68.0,65.0,82.0,69.0,54.0,68.0,73.0,74.0,80.0,66.0,0.0,66.0,77.0,42.0,23.0,60.0,65.0,58.0,78.0,77.0,77.0,20.0,68.0,84.0,95.0,30.0,69.0,52.0,36.0,89.0,87.0,65.0,0.0,53.0,61.0,91.0,72.0,64.0,72.0,70.0,44.0,80.0,0.0,53.0,53.0,57.0
2002-2003,79.0,79.0,96.0,70.0,89.0,74.0,93.0,96.0,76.0,77.0,43.0,45.0,75.0,87.0,76.0,69.0,19.0,75.0,90.0,86.0,32.0,96.0,92.0,77.0,0.0,17.0,83.0,79.0,87.0,59.0,36.0,78.0,59.0,101.0,39.0,68.0,76.0,91.0,35.0,67.0,79.0,67.0,69.0,87.0,81.0,61.0,88.0,0.0,84.0,98.0,87.0,20.0,89.0,74.0,78.0,96.0,82.0,80.0,62.0,85.0,77.0,73.0,70.0,79.0,0.0,11.0,91.0,50.0
2003-2004,76.0,80.0,64.0,85.0,61.0,0.0,86.0,77.0,55.0,76.0,76.0,0.0,92.0,66.0,80.0,72.0,86.0,72.0,45.0,0.0,77.0,64.0,76.0,58.0,86.0,83.0,77.0,81.0,89.0,52.0,53.0,98.0,57.0,89.0,2.0,0.0,65.0,39.0,21.0,88.0,67.0,78.0,70.0,101.0,87.0,79.0,78.0,44.0,87.0,72.0,86.0,55.0,82.0,81.0,91.0,75.0,77.0,48.0,78.0,67.0,85.0,69.0,0.0,73.0,45.0,36.0,73.0,12.0
2004-2005,58.0,16.0,55.0,30.0,63.0,76.0,108.0,69.0,64.0,92.0,90.0,73.0,60.0,92.0,66.0,0.0,56.0,90.0,3.0,50.0,0.0,99.0,19.0,99.0,57.0,92.0,75.0,0.0,0.0,67.0,20.0,27.0,37.0,53.0,82.0,108.0,12.0,82.0,97.0,48.0,0.0,92.0,36.0,25.0,83.0,0.0,0.0,85.0,50.0,60.0,69.0,98.0,63.0,0.0,50.0,66.0,72.0,19.0,41.0,80.0,72.0,74.0,74.0,52.0,62.0,60.0,90.0,93.0
2005-2006,92.0,111.0,97.0,60.0,10.0,47.0,52.0,121.0,0.0,118.0,58.0,0.0,115.0,0.0,119.0,35.0,6.0,0.0,5.0,73.0,11.0,0.0,37.0,0.0,106.0,124.0,0.0,65.0,0.0,0.0,28.0,37.0,107.0,65.0,92.0,73.0,133.0,0.0,131.0,110.0,62.0,107.0,98.0,115.0,0.0,76.0,0.0,0.0,43.0,81.0,0.0,33.0,67.0,0.0,121.0,0.0,87.0,0.0,0.0,7.0,107.0,0.0,82.0,121.0,135.0,53.0,67.0,108.0
2006-2007,80.0,35.0,72.0,0.0,98.0,117.0,0.0,120.0,149.0,0.0,109.0,66.0,112.0,81.0,0.0,84.0,86.0,83.0,19.0,81.0,62.0,87.0,55.0,76.0,4.0,110.0,9.0,51.0,44.0,37.0,68.0,103.0,0.0,52.0,90.0,39.0,33.0,86.0,0.0,104.0,0.0,97.0,23.0,74.0,5.0,38.0,66.0,0.0,19.0,125.0,111.0,0.0,0.0,76.0,96.0,101.0,16.0,0.0,132.0,98.0,31.0,45.0,58.0,16.0,113.0,11.0,85.0,40.0
2007-2008,79.0,72.0,98.0,0.0,92.0,127.0,4.0,84.0,112.0,80.0,1.0,147.0,46.0,96.0,102.0,33.0,89.0,108.0,38.0,20.0,0.0,133.0,40.0,0.0,0.0,119.0,0.0,59.0,0.0,55.0,41.0,116.0,0.0,89.0,0.0,123.0,91.0,15.0,0.0,76.0,101.0,31.0,0.0,82.0,36.0,41.0,0.0,53.0,27.0,42.0,90.0,89.0,121.0,11.0,0.0,124.0,3.0,77.0,8.0,96.0,0.0,10.0,17.0,71.0,131.0,60.0,3.0,61.0
2008-2009,61.0,93.0,33.0,79.0,123.0,99.0,134.0,110.0,70.0,132.0,152.0,133.0,0.0,2.0,0.0,0.0,114.0,77.0,1.0,25.0,86.0,102.0,56.0,102.0,149.0,25.0,18.0,10.0,69.0,98.0,101.0,118.0,62.0,16.0,0.0,113.0,57.0,71.0,65.0,45.0,48.0,85.0,124.0,0.0,120.0,97.0,107.0,68.0,152.0,126.0,126.0,0.0,70.0,0.0,29.0,80.0,87.0,118.0,123.0,148.0,65.0,78.0,92.0,95.0,97.0,129.0,89.0,120.0
2009-2010,83.0,36.0,53.0,61.0,22.0,62.0,89.0,46.0,51.0,65.0,51.0,59.0,86.0,125.0,11.0,0.0,0.0,0.0,0.0,37.0,58.0,0.0,64.0,72.0,108.0,0.0,126.0,47.0,63.0,107.0,0.0,0.0,0.0,115.0,12.0,39.0,110.0,0.0,3.0,101.0,58.0,100.0,85.0,0.0,42.0,65.0,68.0,90.0,0.0,84.0,99.0,122.0,17.0,0.0,0.0,33.0,0.0,0.0,83.0,56.0,82.0,73.0,81.0,17.0,114.0,111.0,49.0,0.0
2010-2011,109.0,123.0,2.0,0.0,81.0,0.0,0.0,0.0,0.0,120.0,0.0,73.0,76.0,67.0,107.0,67.0,97.0,74.0,135.0,82.0,95.0,0.0,74.0,136.0,31.0,129.0,114.0,70.0,98.0,71.0,71.0,67.0,123.0,99.0,143.0,42.0,46.0,0.0,73.0,50.0,17.0,124.0,0.0,96.0,0.0,0.0,47.0,0.0,28.0,0.0,53.0,8.0,56.0,0.0,41.0,16.0,66.0,9.0,128.0,0.0,12.0,0.0,104.0,0.0,4.0,25.0,50.0,0.0
2011-2012,136.0,103.0,100.0,119.0,140.0,106.0,44.0,93.0,89.0,139.0,123.0,80.0,0.0,46.0,99.0,54.0,87.0,24.0,0.0,49.0,0.0,65.0,74.0,74.0,55.0,0.0,73.0,8.0,51.0,104.0,96.0,48.0,16.0,120.0,91.0,0.0,0.0,93.0,52.0,20.0,42.0,0.0,67.0,89.0,30.0,92.0,0.0,128.0,39.0,53.0,76.0,57.0,12.0,24.0,105.0,63.0,8.0,10.0,0.0,0.0,117.0,108.0,29.0,91.0,33.0,71.0,99.0,133.0
2012-2013,49.0,0.0,39.0,89.0,89.0,86.0,10.0,10.0,34.0,87.0,128.0,75.0,132.0,58.0,88.0,150.0,123.0,136.0,7.0,43.0,95.0,94.0,52.0,19.0,119.0,54.0,94.0,97.0,153.0,110.0,81.0,12.0,0.0,83.0,96.0,79.0,114.0,0.0,122.0,24.0,0.0,95.0,73.0,85.0,0.0,113.0,53.0,76.0,44.0,96.0,48.0,65.0,0.0,11.0,57.0,37.0,0.0,71.0,0.0,116.0,84.0,125.0,0.0,84.0,0.0,18.0,1.0,33.0
2013-2014,0.0,0.0,0.0,61.0,0.0,0.0,0.0,64.0,41.0,12.0,52.0,18.0,65.0,27.0,34.0,64.0,90.0,88.0,84.0,11.0,26.0,28.0,13.0,9.0,45.0,145.0,10.0,90.0,71.0,70.0,32.0,0.0,0.0,0.0,34.0,43.0,12.0,89.0,106.0,97.0,96.0,0.0,31.0,39.0,72.0,82.0,76.0,47.0,89.0,0.0,134.0,31.0,72.0,93.0,55.0,3.0,63.0,66.0,65.0,30.0,53.0,41.0,16.0,120.0,89.0,4.0,36.0,86.0
2014-2015,7.0,0.0,45.0,0.0,21.0,24.0,61.0,0.0,69.0,96.0,0.0,94.0,61.0,53.0,46.0,69.0,64.0,68.0,13.0,5.0,69.0,42.0,90.0,0.0,14.0,64.0,1.0,67.0,52.0,47.0,0.0,0.0,38.0,34.0,45.0,68.0,1.0,65.0,21.0,72.0,40.0,80.0,0.0,0.0,58.0,25.0,0.0,0.0,36.0,23.0,84.0,13.0,0.0,101.0,80.0,22.0,8.0,14.0,0.0,0.0,9.0,30.0,0.0,21.0,18.0,14.0,40.0,36.0
2015-2016,77.0,82.0,0.0,0.0,2.0,49.0,56.0,36.0,0.0,0.0,71.0,9.0,88.0,35.0,39.0,37.0,42.0,19.0,14.0,36.0,13.0,10.0,49.0,8.0,66.0,12.0,14.0,53.0,9.0,56.0,33.0,20.0,52.0,14.0,74.0,52.0,67.0,18.0,33.0,0.0,52.0,0.0,92.0,0.0,49.0,89.0,43.0,71.0,0.0,0.0,67.0,34.0,63.0,47.0,29.0,31.0,20.0,30.0,4.0,0.0,72.0,60.0,5.0,88.0,14.0,91.0,93.0,83.0
2016-2017,12.0,0.0,32.0,36.0,0.0,17.0,13.0,0.0,38.0,3.0,7.0,47.0,20.0,71.0,89.0,0.0,46.0,0.0,36.0,101.0,55.0,106.0,51.0,0.0,9.0,0.0,5.0,71.0,30.0,64.0,43.0,57.0,0.0,0.0,106.0,9.0,12.0,0.0,22.0,11.0,29.0,51.0,31.0,21.0,0.0,0.0,59.0,74.0,119.0,69.0,9.0,61.0,20.0,0.0,52.0,6.0,39.0,0.0,11.0,0.0,19.0,0.0,54.0,16.0,0.0,0.0,54.0,0.0
2017-2018,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,48.0,11.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,35.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0,15.0,6.0,35.0,0.0,0.0,19.0,33.0,15.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,12.0,30.0,0.0,33.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,9.0,31.0,6.0,0.0,0.0,19.0,8.0,11.0,0.0,14.0,0.0,5.0,26.0,40.0,0.0,0.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0
2019-2020,0.0,37.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,49.0,42.0,0.0,0.0,8.0,0.0,9.0,0.0,4.0,6.0,5.0,0.0
2020-2021,0.0,0.0,0.0,5.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0,7.0,6.0,1.0,0.0,27.0,0.0,6.0,52.0,0.0,0.0,57.0,68.0,0.0,0.0,54.0,0.0,0.0,29.0,38.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0,57.0,34.0,0.0,0.0,0.0,22.0,0.0
2021-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
2022-2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
