Season,isOverSnow_sc_26_1,isOverSnow_sc_26_2,isOverSnow_sc_26_3,isOverSnow_sc_26_4,isOverSnow_sc_26_5,isOverSnow_sc_26_6,isOverSnow_sc_26_7,isOverSnow_sc_26_8,isOverSnow_sc_26_9,isOverSnow_sc_26_10,isOverSnow_sc_26_11,isOverSnow_sc_26_12,isOverSnow_sc_45_1,isOverSnow_sc_45_2,isOverSnow_sc_45_3,isOverSnow_sc_45_4,isOverSnow_sc_45_5,isOverSnow_sc_45_6,isOverSnow_sc_45_7,isOverSnow_sc_45_8,isOverSnow_sc_45_9,isOverSnow_sc_45_10,isOverSnow_sc_45_11,isOverSnow_sc_45_12,isOverSnow_sc_45_13,isOverSnow_sc_45_14,isOverSnow_sc_45_15,isOverSnow_sc_45_16,isOverSnow_sc_45_17,isOverSnow_sc_45_18,isOverSnow_sc_45_19,isOverSnow_sc_45_20,isOverSnow_sc_45_21,isOverSnow_sc_45_22,isOverSnow_sc_45_23,isOverSnow_sc_45_24,isOverSnow_sc_45_25,isOverSnow_sc_85_1,isOverSnow_sc_85_2,isOverSnow_sc_85_3,isOverSnow_sc_85_4,isOverSnow_sc_85_5,isOverSnow_sc_85_6,isOverSnow_sc_85_7,isOverSnow_sc_85_8,isOverSnow_sc_85_9,isOverSnow_sc_85_10,isOverSnow_sc_85_11,isOverSnow_sc_85_12,isOverSnow_sc_85_13,isOverSnow_sc_85_14,isOverSnow_sc_85_15,isOverSnow_sc_85_16,isOverSnow_sc_85_17,isOverSnow_sc_85_18,isOverSnow_sc_85_19,isOverSnow_sc_85_20,isOverSnow_sc_85_21,isOverSnow_sc_85_22,isOverSnow_sc_85_23,isOverSnow_sc_85_24,isOverSnow_sc_85_25,isOverSnow_sc_85_26,isOverSnow_sc_85_27,isOverSnow_sc_85_28,isOverSnow_sc_85_29,isOverSnow_sc_85_30,isOverSnow_sc_85_31
1991-1992,6.0,0.0,0.0,32.0,8.0,0.0,29.0,0.0,0.0,0.0,10.0,0.0,22.0,23.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,17.0,0.0,0.0,28.0,8.0,7.0,0.0,0.0,31.0,6.0,0.0,31.0,12.0,11.0,29.0,0.0,9.0,0.0,23.0,0.0,32.0,31.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,22.0,0.0,30.0,21.0,0.0,7.0,0.0,0.0,0.0,9.0
1992-1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-1995,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-1996,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
1996-1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-1998,2.0,20.0,59.0,0.0,18.0,35.0,12.0,9.0,20.0,18.0,27.0,1.0,0.0,0.0,0.0,54.0,37.0,0.0,25.0,6.0,26.0,26.0,5.0,0.0,29.0,24.0,1.0,23.0,27.0,35.0,3.0,21.0,23.0,29.0,23.0,11.0,27.0,26.0,17.0,5.0,17.0,29.0,25.0,22.0,29.0,45.0,7.0,31.0,14.0,12.0,3.0,3.0,20.0,21.0,27.0,21.0,12.0,2.0,4.0,18.0,21.0,29.0,18.0,26.0,0.0,25.0,14.0,25.0
1998-1999,33.0,5.0,16.0,21.0,1.0,0.0,12.0,8.0,30.0,17.0,0.0,0.0,0.0,19.0,23.0,10.0,21.0,0.0,0.0,29.0,0.0,0.0,5.0,24.0,6.0,16.0,14.0,0.0,20.0,0.0,16.0,3.0,0.0,0.0,36.0,6.0,0.0,0.0,3.0,18.0,0.0,0.0,9.0,14.0,23.0,0.0,7.0,5.0,0.0,0.0,33.0,10.0,21.0,18.0,0.0,37.0,0.0,0.0,0.0,17.0,0.0,19.0,0.0,7.0,9.0,16.0,9.0,39.0
1999-2000,20.0,0.0,0.0,0.0,19.0,5.0,23.0,0.0,21.0,7.0,0.0,14.0,4.0,28.0,0.0,0.0,7.0,19.0,19.0,5.0,20.0,2.0,43.0,0.0,0.0,0.0,6.0,17.0,11.0,19.0,20.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,16.0,32.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,19.0,14.0,26.0,22.0,1.0,10.0,0.0,0.0,15.0,23.0,0.0,22.0,19.0,6.0,0.0,8.0,0.0
2000-2001,1.0,0.0,13.0,0.0,24.0,26.0,0.0,0.0,28.0,0.0,22.0,25.0,0.0,13.0,0.0,19.0,0.0,31.0,0.0,13.0,0.0,20.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,11.0,0.0,0.0,26.0,11.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,6.0,34.0,16.0
2001-2002,3.0,47.0,48.0,65.0,62.0,43.0,73.0,63.0,12.0,38.0,47.0,41.0,50.0,60.0,62.0,41.0,0.0,70.0,67.0,64.0,67.0,57.0,51.0,51.0,44.0,10.0,28.0,20.0,45.0,60.0,63.0,0.0,74.0,12.0,50.0,36.0,63.0,34.0,22.0,48.0,66.0,52.0,46.0,0.0,68.0,32.0,63.0,52.0,74.0,62.0,49.0,2.0,49.0,65.0,29.0,61.0,52.0,63.0,37.0,16.0,42.0,43.0,47.0,46.0,50.0,46.0,53.0,46.0
2002-2003,48.0,72.0,60.0,55.0,64.0,75.0,67.0,64.0,0.0,21.0,87.0,67.0,64.0,45.0,60.0,69.0,50.0,67.0,65.0,66.0,69.0,40.0,55.0,7.0,21.0,76.0,0.0,75.0,68.0,59.0,61.0,61.0,36.0,0.0,45.0,56.0,62.0,0.0,2.0,63.0,45.0,68.0,57.0,53.0,70.0,57.0,74.0,64.0,36.0,68.0,52.0,35.0,86.0,32.0,52.0,66.0,1.0,27.0,25.0,56.0,52.0,54.0,41.0,75.0,62.0,58.0,77.0,62.0
2003-2004,44.0,59.0,28.0,56.0,61.0,47.0,80.0,41.0,0.0,39.0,31.0,51.0,41.0,58.0,26.0,55.0,56.0,10.0,45.0,60.0,66.0,51.0,24.0,68.0,10.0,52.0,30.0,53.0,72.0,29.0,66.0,52.0,36.0,73.0,75.0,56.0,36.0,49.0,29.0,59.0,23.0,47.0,44.0,53.0,66.0,43.0,59.0,61.0,36.0,53.0,38.0,72.0,45.0,69.0,74.0,32.0,72.0,12.0,59.0,48.0,70.0,75.0,28.0,70.0,74.0,35.0,20.0,82.0
2004-2005,58.0,61.0,63.0,4.0,32.0,42.0,36.0,83.0,44.0,80.0,9.0,22.0,40.0,23.0,38.0,39.0,0.0,0.0,67.0,63.0,53.0,38.0,68.0,51.0,27.0,75.0,44.0,34.0,0.0,11.0,67.0,69.0,20.0,26.0,41.0,66.0,57.0,0.0,42.0,51.0,78.0,29.0,64.0,88.0,65.0,50.0,15.0,59.0,71.0,35.0,55.0,34.0,30.0,16.0,51.0,0.0,0.0,86.0,49.0,42.0,0.0,26.0,0.0,52.0,45.0,76.0,23.0,74.0
2005-2006,92.0,94.0,66.0,85.0,0.0,75.0,111.0,80.0,13.0,0.0,81.0,0.0,0.0,75.0,93.0,94.0,61.0,96.0,61.0,0.0,62.0,54.0,0.0,0.0,82.0,0.0,95.0,84.0,0.0,56.0,88.0,82.0,108.0,78.0,0.0,41.0,81.0,87.0,61.0,96.0,0.0,0.0,0.0,105.0,38.0,60.0,85.0,78.0,82.0,0.0,99.0,65.0,0.0,65.0,91.0,92.0,39.0,34.0,0.0,83.0,0.0,97.0,76.0,83.0,107.0,106.0,89.0,74.0
2006-2007,0.0,58.0,73.0,51.0,119.0,44.0,76.0,0.0,109.0,0.0,94.0,92.0,52.0,90.0,75.0,112.0,0.0,52.0,15.0,83.0,56.0,82.0,109.0,83.0,57.0,64.0,65.0,105.0,8.0,77.0,61.0,13.0,98.0,86.0,68.0,39.0,0.0,4.0,58.0,15.0,91.0,39.0,92.0,59.0,41.0,62.0,80.0,0.0,92.0,71.0,91.0,93.0,102.0,122.0,61.0,98.0,6.0,100.0,85.0,0.0,41.0,98.0,25.0,0.0,116.0,72.0,97.0,0.0
2007-2008,107.0,0.0,88.0,112.0,96.0,106.0,39.0,68.0,85.0,85.0,19.0,64.0,56.0,86.0,93.0,88.0,77.0,52.0,0.0,0.0,87.0,55.0,54.0,0.0,85.0,93.0,84.0,8.0,103.0,91.0,106.0,63.0,24.0,54.0,100.0,0.0,123.0,111.0,12.0,100.0,59.0,15.0,90.0,0.0,63.0,97.0,102.0,64.0,94.0,0.0,0.0,0.0,2.0,97.0,0.0,96.0,0.0,108.0,112.0,41.0,24.0,50.0,101.0,0.0,95.0,110.0,74.0,100.0
2008-2009,106.0,65.0,0.0,104.0,74.0,100.0,95.0,50.0,99.0,37.0,119.0,94.0,99.0,39.0,82.0,92.0,4.0,98.0,35.0,38.0,0.0,62.0,52.0,62.0,77.0,62.0,1.0,103.0,0.0,30.0,89.0,0.0,102.0,105.0,54.0,3.0,83.0,56.0,85.0,107.0,43.0,0.0,141.0,106.0,117.0,94.0,85.0,50.0,95.0,38.0,79.0,108.0,96.0,105.0,62.0,106.0,102.0,100.0,89.0,98.0,66.0,95.0,55.0,73.0,83.0,117.0,0.0,81.0
2009-2010,26.0,94.0,100.0,1.0,3.0,118.0,112.0,76.0,0.0,97.0,65.0,0.0,30.0,13.0,36.0,127.0,0.0,39.0,41.0,132.0,0.0,0.0,0.0,0.0,70.0,112.0,0.0,61.0,0.0,25.0,58.0,142.0,77.0,118.0,0.0,95.0,83.0,23.0,37.0,6.0,51.0,152.0,11.0,0.0,51.0,61.0,34.0,46.0,143.0,85.0,134.0,0.0,0.0,39.0,25.0,2.0,103.0,120.0,25.0,0.0,84.0,0.0,78.0,0.0,21.0,0.0,142.0,44.0
2010-2011,45.0,0.0,136.0,17.0,36.0,68.0,0.0,118.0,0.0,13.0,68.0,110.0,58.0,129.0,111.0,31.0,111.0,102.0,62.0,95.0,2.0,69.0,100.0,46.0,74.0,158.0,108.0,0.0,68.0,153.0,130.0,9.0,95.0,84.0,162.0,88.0,76.0,51.0,87.0,7.0,9.0,0.0,0.0,83.0,0.0,0.0,55.0,60.0,3.0,16.0,0.0,0.0,53.0,2.0,18.0,35.0,12.0,0.0,77.0,0.0,111.0,0.0,33.0,34.0,0.0,0.0,30.0,126.0
2011-2012,122.0,111.0,87.0,109.0,40.0,69.0,137.0,123.0,144.0,120.0,117.0,100.0,89.0,68.0,0.0,24.0,38.0,0.0,0.0,68.0,132.0,33.0,0.0,0.0,23.0,0.0,22.0,79.0,117.0,43.0,118.0,86.0,4.0,45.0,27.0,7.0,36.0,150.0,11.0,94.0,45.0,24.0,0.0,81.0,98.0,80.0,41.0,59.0,54.0,0.0,67.0,106.0,111.0,121.0,55.0,0.0,0.0,0.0,14.0,0.0,12.0,0.0,27.0,1.0,31.0,135.0,74.0,144.0
2012-2013,65.0,0.0,114.0,91.0,60.0,76.0,115.0,61.0,40.0,38.0,70.0,82.0,0.0,69.0,129.0,113.0,112.0,139.0,127.0,29.0,166.0,0.0,147.0,47.0,0.0,136.0,142.0,67.0,6.0,76.0,107.0,71.0,55.0,111.0,83.0,88.0,44.0,121.0,122.0,0.0,92.0,117.0,0.0,60.0,143.0,120.0,0.0,60.0,132.0,126.0,12.0,177.0,0.0,33.0,104.0,4.0,0.0,92.0,166.0,54.0,18.0,63.0,86.0,82.0,0.0,66.0,90.0,60.0
2013-2014,108.0,0.0,135.0,0.0,0.0,0.0,107.0,5.0,0.0,56.0,73.0,83.0,58.0,62.0,131.0,129.0,79.0,43.0,0.0,19.0,99.0,71.0,0.0,43.0,9.0,73.0,123.0,33.0,94.0,141.0,60.0,9.0,119.0,54.0,135.0,73.0,94.0,9.0,15.0,84.0,112.0,103.0,45.0,108.0,126.0,35.0,57.0,90.0,109.0,181.0,58.0,0.0,109.0,149.0,15.0,0.0,96.0,89.0,108.0,119.0,113.0,120.0,111.0,93.0,93.0,102.0,120.0,169.0
2014-2015,0.0,58.0,88.0,24.0,0.0,45.0,125.0,88.0,0.0,0.0,85.0,65.0,79.0,49.0,75.0,0.0,99.0,18.0,0.0,106.0,71.0,54.0,8.0,110.0,34.0,49.0,0.0,19.0,125.0,0.0,29.0,111.0,1.0,102.0,50.0,106.0,91.0,79.0,0.0,102.0,58.0,69.0,111.0,0.0,32.0,0.0,80.0,85.0,111.0,40.0,0.0,38.0,0.0,32.0,73.0,89.0,40.0,0.0,66.0,117.0,93.0,0.0,48.0,18.0,111.0,0.0,0.0,66.0
2015-2016,0.0,93.0,43.0,79.0,119.0,0.0,92.0,87.0,45.0,0.0,39.0,0.0,13.0,50.0,34.0,92.0,89.0,0.0,93.0,62.0,83.0,0.0,60.0,99.0,95.0,8.0,45.0,100.0,73.0,52.0,112.0,86.0,0.0,68.0,30.0,87.0,43.0,42.0,111.0,77.0,0.0,48.0,3.0,0.0,99.0,107.0,35.0,0.0,87.0,113.0,0.0,115.0,0.0,89.0,1.0,67.0,121.0,123.0,45.0,82.0,122.0,114.0,111.0,146.0,0.0,116.0,0.0,127.0
2016-2017,7.0,0.0,109.0,0.0,0.0,31.0,38.0,74.0,29.0,114.0,0.0,99.0,0.0,76.0,3.0,0.0,85.0,102.0,132.0,78.0,0.0,70.0,112.0,62.0,70.0,92.0,64.0,83.0,0.0,0.0,119.0,100.0,97.0,108.0,103.0,0.0,63.0,26.0,0.0,125.0,133.0,56.0,105.0,18.0,1.0,118.0,0.0,111.0,126.0,0.0,125.0,65.0,129.0,105.0,0.0,100.0,0.0,35.0,0.0,99.0,17.0,76.0,0.0,66.0,133.0,0.0,128.0,28.0
2017-2018,76.0,0.0,42.0,49.0,35.0,8.0,57.0,0.0,30.0,60.0,4.0,39.0,11.0,82.0,0.0,7.0,58.0,0.0,8.0,54.0,0.0,0.0,0.0,59.0,46.0,0.0,22.0,22.0,19.0,65.0,15.0,38.0,20.0,11.0,83.0,10.0,0.0,0.0,41.0,47.0,17.0,0.0,49.0,32.0,0.0,65.0,50.0,40.0,45.0,72.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,23.0,8.0,0.0,0.0,42.0,19.0,69.0,113.0,0.0,0.0,43.0
2018-2019,13.0,0.0,0.0,11.0,1.0,98.0,104.0,1.0,37.0,0.0,50.0,87.0,33.0,17.0,43.0,44.0,0.0,0.0,97.0,74.0,62.0,50.0,0.0,16.0,33.0,0.0,8.0,39.0,0.0,36.0,0.0,39.0,58.0,0.0,55.0,46.0,25.0,57.0,54.0,0.0,0.0,0.0,32.0,116.0,70.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,23.0,11.0,0.0,35.0,8.0,17.0,19.0,52.0,0.0,31.0,74.0,0.0,24.0,0.0,0.0
2019-2020,24.0,0.0,64.0,6.0,58.0,0.0,42.0,39.0,62.0,77.0,80.0,47.0,9.0,21.0,31.0,87.0,57.0,0.0,51.0,44.0,20.0,41.0,28.0,43.0,0.0,0.0,0.0,30.0,26.0,9.0,0.0,0.0,0.0,14.0,66.0,3.0,0.0,33.0,77.0,0.0,21.0,17.0,56.0,18.0,0.0,24.0,0.0,26.0,51.0,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,33.0,18.0,0.0,20.0,52.0,59.0,13.0,6.0,21.0,24.0,17.0
2020-2021,0.0,82.0,0.0,55.0,62.0,0.0,56.0,0.0,34.0,0.0,55.0,0.0,108.0,20.0,25.0,31.0,0.0,0.0,8.0,21.0,23.0,75.0,0.0,0.0,0.0,55.0,11.0,16.0,66.0,0.0,53.0,0.0,0.0,24.0,7.0,2.0,24.0,75.0,6.0,106.0,64.0,49.0,67.0,3.0,94.0,0.0,84.0,44.0,13.0,57.0,58.0,84.0,8.0,0.0,47.0,0.0,25.0,58.0,49.0,126.0,27.0,11.0,0.0,61.0,53.0,67.0,0.0,58.0
2021-2022,0.0,8.0,0.0,25.0,2.0,30.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,41.0,45.0,0.0,36.0,8.0,18.0,13.0,0.0,25.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,0.0,0.0,1.0,0.0,78.0,36.0,0.0,32.0,0.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,17.0,28.0,0.0
2022-2023,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,20.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,49.0,18.0,6.0,4.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,9.0,36.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,5.0,0.0,0.0,10.0
2023-2024,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,15.0,12.0,29.0,0.0,3.0,14.0,0.0,0.0,15.0,13.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
