Season,isOverSnow_sc_26_1,isOverSnow_sc_26_2,isOverSnow_sc_26_3,isOverSnow_sc_26_4,isOverSnow_sc_26_5,isOverSnow_sc_26_6,isOverSnow_sc_26_7,isOverSnow_sc_26_8,isOverSnow_sc_26_9,isOverSnow_sc_26_10,isOverSnow_sc_26_11,isOverSnow_sc_26_12,isOverSnow_sc_45_1,isOverSnow_sc_45_2,isOverSnow_sc_45_3,isOverSnow_sc_45_4,isOverSnow_sc_45_5,isOverSnow_sc_45_6,isOverSnow_sc_45_7,isOverSnow_sc_45_8,isOverSnow_sc_45_9,isOverSnow_sc_45_10,isOverSnow_sc_45_11,isOverSnow_sc_45_12,isOverSnow_sc_45_13,isOverSnow_sc_45_14,isOverSnow_sc_45_15,isOverSnow_sc_45_16,isOverSnow_sc_45_17,isOverSnow_sc_45_18,isOverSnow_sc_45_19,isOverSnow_sc_45_20,isOverSnow_sc_45_21,isOverSnow_sc_45_22,isOverSnow_sc_45_23,isOverSnow_sc_45_24,isOverSnow_sc_45_25,isOverSnow_sc_85_1,isOverSnow_sc_85_2,isOverSnow_sc_85_3,isOverSnow_sc_85_4,isOverSnow_sc_85_5,isOverSnow_sc_85_6,isOverSnow_sc_85_7,isOverSnow_sc_85_8,isOverSnow_sc_85_9,isOverSnow_sc_85_10,isOverSnow_sc_85_11,isOverSnow_sc_85_12,isOverSnow_sc_85_13,isOverSnow_sc_85_14,isOverSnow_sc_85_15,isOverSnow_sc_85_16,isOverSnow_sc_85_17,isOverSnow_sc_85_18,isOverSnow_sc_85_19,isOverSnow_sc_85_20,isOverSnow_sc_85_21,isOverSnow_sc_85_22,isOverSnow_sc_85_23,isOverSnow_sc_85_24,isOverSnow_sc_85_25,isOverSnow_sc_85_26,isOverSnow_sc_85_27,isOverSnow_sc_85_28,isOverSnow_sc_85_29,isOverSnow_sc_85_30,isOverSnow_sc_85_31
1991-1992,0.0,0.0,0.0,6.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-1994,0.0,0.0,0.0,13.0,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,14.0,15.0,12.0,13.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,8.0,9.0,13.0,0.0,9.0,0.0,13.0,2.0,0.0,0.0,0.0,5.0,23.0,22.0,12.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,5.0,0.0,10.0,12.0,12.0,14.0,0.0
1994-1995,10.0,12.0,0.0,24.0,0.0,0.0,4.0,0.0,0.0,0.0,33.0,7.0,16.0,10.0,3.0,10.0,10.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,0.0,11.0,8.0,0.0,17.0,27.0,5.0,11.0,7.0,2.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0
1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,6.0,0.0,18.0,0.0,13.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,1.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,7.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,10.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
1996-1997,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-1998,2.0,57.0,18.0,43.0,54.0,72.0,43.0,0.0,58.0,44.0,9.0,65.0,19.0,42.0,45.0,1.0,61.0,46.0,55.0,63.0,1.0,46.0,59.0,63.0,0.0,15.0,31.0,40.0,34.0,60.0,54.0,42.0,59.0,27.0,0.0,45.0,0.0,56.0,8.0,66.0,30.0,66.0,28.0,57.0,43.0,49.0,47.0,36.0,49.0,64.0,50.0,0.0,29.0,33.0,19.0,62.0,21.0,39.0,46.0,37.0,32.0,12.0,34.0,43.0,54.0,67.0,57.0,43.0
1998-1999,37.0,0.0,15.0,48.0,53.0,25.0,25.0,30.0,0.0,9.0,20.0,39.0,49.0,0.0,0.0,26.0,42.0,54.0,32.0,47.0,46.0,35.0,41.0,25.0,14.0,14.0,27.0,49.0,12.0,27.0,30.0,26.0,0.0,36.0,0.0,7.0,9.0,32.0,12.0,18.0,7.0,70.0,39.0,58.0,45.0,0.0,43.0,24.0,51.0,48.0,19.0,47.0,14.0,60.0,33.0,16.0,28.0,23.0,17.0,16.0,18.0,0.0,24.0,48.0,0.0,58.0,5.0,0.0
1999-2000,22.0,35.0,33.0,3.0,39.0,29.0,29.0,5.0,26.0,0.0,19.0,38.0,22.0,22.0,52.0,45.0,0.0,31.0,28.0,19.0,28.0,42.0,47.0,10.0,24.0,20.0,18.0,49.0,4.0,33.0,50.0,35.0,30.0,16.0,29.0,39.0,1.0,58.0,34.0,56.0,25.0,39.0,42.0,16.0,32.0,33.0,23.0,29.0,29.0,49.0,46.0,33.0,26.0,36.0,39.0,54.0,10.0,33.0,14.0,37.0,33.0,33.0,54.0,0.0,1.0,8.0,29.0,17.0
2000-2001,0.0,7.0,0.0,57.0,42.0,0.0,42.0,54.0,0.0,0.0,70.0,0.0,6.0,45.0,67.0,21.0,63.0,2.0,19.0,35.0,22.0,0.0,0.0,41.0,2.0,42.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,13.0,0.0,41.0,47.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,49.0,28.0,7.0,10.0,0.0,0.0,33.0,26.0,47.0,0.0,54.0,13.0,33.0,44.0,0.0,0.0,0.0,22.0,24.0,0.0
2001-2002,0.0,56.0,58.0,0.0,75.0,65.0,10.0,118.0,29.0,0.0,44.0,81.0,48.0,92.0,92.0,95.0,21.0,0.0,73.0,54.0,0.0,61.0,88.0,45.0,99.0,79.0,90.0,0.0,54.0,0.0,75.0,29.0,96.0,65.0,49.0,46.0,0.0,0.0,111.0,1.0,11.0,55.0,46.0,60.0,0.0,1.0,16.0,62.0,12.0,78.0,40.0,58.0,53.0,79.0,88.0,76.0,0.0,64.0,48.0,41.0,47.0,24.0,74.0,21.0,84.0,12.0,66.0,0.0
2002-2003,101.0,0.0,83.0,21.0,90.0,59.0,72.0,71.0,4.0,0.0,102.0,73.0,0.0,53.0,117.0,50.0,92.0,46.0,75.0,85.0,88.0,0.0,65.0,57.0,108.0,56.0,30.0,86.0,95.0,32.0,63.0,0.0,94.0,26.0,63.0,0.0,103.0,106.0,63.0,56.0,11.0,107.0,0.0,72.0,39.0,71.0,60.0,94.0,102.0,42.0,13.0,43.0,62.0,87.0,99.0,61.0,20.0,1.0,35.0,66.0,33.0,88.0,87.0,52.0,96.0,103.0,0.0,102.0
2003-2004,0.0,0.0,96.0,31.0,84.0,82.0,72.0,94.0,0.0,13.0,95.0,8.0,97.0,92.0,56.0,95.0,78.0,31.0,82.0,0.0,88.0,0.0,0.0,61.0,0.0,89.0,39.0,75.0,0.0,62.0,26.0,48.0,64.0,62.0,0.0,59.0,7.0,53.0,57.0,59.0,76.0,0.0,74.0,95.0,84.0,100.0,11.0,0.0,0.0,70.0,88.0,0.0,56.0,71.0,76.0,0.0,16.0,107.0,99.0,12.0,87.0,16.0,7.0,89.0,88.0,0.0,86.0,106.0
2004-2005,73.0,0.0,85.0,74.0,103.0,70.0,58.0,104.0,53.0,43.0,97.0,28.0,104.0,17.0,77.0,70.0,43.0,0.0,40.0,59.0,54.0,59.0,87.0,75.0,40.0,0.0,0.0,0.0,92.0,80.0,42.0,57.0,19.0,25.0,24.0,69.0,0.0,43.0,74.0,8.0,24.0,48.0,28.0,87.0,23.0,58.0,44.0,96.0,54.0,0.0,103.0,0.0,67.0,60.0,2.0,81.0,21.0,45.0,61.0,40.0,105.0,65.0,0.0,76.0,52.0,38.0,75.0,0.0
2005-2006,0.0,10.0,138.0,0.0,0.0,0.0,0.0,106.0,0.0,29.0,48.0,41.0,72.0,0.0,0.0,0.0,120.0,0.0,0.0,61.0,48.0,0.0,63.0,0.0,14.0,18.0,0.0,0.0,24.0,98.0,81.0,0.0,22.0,19.0,2.0,71.0,15.0,85.0,0.0,0.0,84.0,0.0,69.0,0.0,0.0,0.0,5.0,65.0,8.0,0.0,62.0,0.0,136.0,15.0,136.0,0.0,104.0,74.0,0.0,126.0,147.0,0.0,23.0,0.0,0.0,3.0,0.0,81.0
2006-2007,58.0,92.0,28.0,30.0,0.0,7.0,0.0,13.0,74.0,60.0,91.0,51.0,121.0,0.0,0.0,0.0,47.0,12.0,96.0,58.0,106.0,50.0,53.0,91.0,74.0,50.0,70.0,107.0,0.0,53.0,0.0,0.0,22.0,0.0,18.0,0.0,59.0,27.0,44.0,0.0,0.0,0.0,8.0,0.0,0.0,127.0,105.0,79.0,0.0,0.0,117.0,20.0,40.0,20.0,54.0,0.0,0.0,47.0,29.0,0.0,19.0,0.0,30.0,0.0,87.0,0.0,45.0,0.0
2007-2008,78.0,47.0,0.0,79.0,135.0,0.0,140.0,12.0,94.0,0.0,21.0,0.0,28.0,66.0,63.0,0.0,115.0,43.0,0.0,78.0,24.0,126.0,112.0,53.0,99.0,76.0,0.0,73.0,68.0,0.0,0.0,0.0,53.0,0.0,0.0,23.0,1.0,0.0,50.0,0.0,0.0,84.0,49.0,70.0,0.0,14.0,0.0,1.0,0.0,55.0,0.0,0.0,0.0,0.0,56.0,11.0,30.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0
2008-2009,54.0,119.0,48.0,157.0,57.0,0.0,76.0,130.0,99.0,42.0,42.0,30.0,115.0,0.0,105.0,22.0,0.0,122.0,10.0,0.0,105.0,92.0,0.0,42.0,78.0,0.0,5.0,0.0,135.0,102.0,84.0,9.0,0.0,0.0,63.0,62.0,34.0,72.0,100.0,108.0,28.0,81.0,143.0,69.0,115.0,119.0,92.0,23.0,86.0,136.0,106.0,23.0,0.0,53.0,6.0,58.0,0.0,0.0,81.0,0.0,0.0,98.0,11.0,158.0,148.0,30.0,49.0,117.0
2009-2010,52.0,38.0,76.0,44.0,78.0,26.0,0.0,47.0,57.0,53.0,68.0,2.0,0.0,0.0,53.0,0.0,0.0,24.0,106.0,65.0,50.0,0.0,0.0,26.0,0.0,68.0,92.0,9.0,46.0,14.0,3.0,15.0,25.0,51.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,64.0,71.0,0.0,75.0,39.0,32.0,0.0,39.0,83.0,0.0,74.0,1.0,58.0,62.0,94.0,10.0,0.0,40.0,46.0,86.0,0.0,0.0,57.0,17.0,41.0,70.0
2010-2011,53.0,76.0,0.0,28.0,31.0,0.0,0.0,0.0,0.0,5.0,20.0,15.0,0.0,90.0,103.0,102.0,85.0,77.0,57.0,50.0,33.0,56.0,101.0,24.0,55.0,26.0,0.0,94.0,95.0,41.0,67.0,97.0,46.0,4.0,78.0,77.0,97.0,6.0,0.0,0.0,16.0,0.0,77.0,5.0,0.0,0.0,0.0,23.0,36.0,62.0,52.0,0.0,0.0,59.0,86.0,16.0,0.0,0.0,7.0,71.0,0.0,0.0,37.0,20.0,4.0,0.0,0.0,88.0
2011-2012,100.0,120.0,15.0,136.0,83.0,42.0,59.0,100.0,0.0,75.0,93.0,87.0,8.0,14.0,69.0,89.0,28.0,27.0,0.0,0.0,86.0,60.0,71.0,44.0,25.0,83.0,62.0,0.0,42.0,21.0,50.0,74.0,110.0,71.0,0.0,0.0,22.0,0.0,52.0,57.0,18.0,74.0,97.0,10.0,60.0,0.0,102.0,0.0,0.0,0.0,100.0,20.0,5.0,25.0,23.0,0.0,26.0,0.0,13.0,0.0,60.0,93.0,73.0,44.0,44.0,20.0,76.0,36.0
2012-2013,9.0,32.0,0.0,71.0,13.0,55.0,83.0,69.0,72.0,75.0,0.0,46.0,29.0,26.0,33.0,82.0,58.0,41.0,11.0,93.0,59.0,16.0,71.0,90.0,45.0,72.0,39.0,88.0,22.0,0.0,0.0,109.0,36.0,0.0,72.0,61.0,91.0,0.0,86.0,0.0,83.0,53.0,0.0,0.0,0.0,19.0,28.0,0.0,27.0,0.0,0.0,40.0,3.0,30.0,0.0,50.0,0.0,0.0,0.0,57.0,59.0,11.0,0.0,0.0,92.0,36.0,0.0,57.0
2013-2014,0.0,0.0,0.0,0.0,31.0,11.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,63.0,33.0,10.0,0.0,78.0,0.0,50.0,10.0,0.0,8.0,0.0,0.0,0.0,21.0,8.0,0.0,25.0,17.0,0.0,7.0,3.0,0.0,17.0,35.0,0.0,29.0,28.0,2.0,14.0,0.0,29.0,13.0,18.0,42.0,0.0,18.0,1.0,12.0,35.0,0.0,25.0,0.0,24.0,58.0,15.0,0.0,0.0
2014-2015,0.0,0.0,0.0,56.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,68.0,61.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,44.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-2016,0.0,2.0,0.0,0.0,5.0,43.0,46.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,33.0,0.0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,9.0,17.0,0.0,0.0,23.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,49.0,8.0,16.0,0.0,0.0,2.0,25.0,0.0,9.0,19.0,0.0,0.0,0.0,30.0,0.0,1.0,22.0
2016-2017,0.0,0.0,0.0,10.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,22.0,0.0,35.0,0.0,0.0,0.0,0.0,8.0,0.0,30.0,0.0,0.0,32.0,3.0,0.0,18.0,0.0,17.0,21.0,24.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,9.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
2017-2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-2019,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,0.0,10.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2023-2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
