Season,isOverSnow_sc_26_1,isOverSnow_sc_26_2,isOverSnow_sc_26_3,isOverSnow_sc_26_4,isOverSnow_sc_26_5,isOverSnow_sc_26_6,isOverSnow_sc_26_7,isOverSnow_sc_26_8,isOverSnow_sc_26_9,isOverSnow_sc_26_10,isOverSnow_sc_26_11,isOverSnow_sc_26_12,isOverSnow_sc_45_1,isOverSnow_sc_45_2,isOverSnow_sc_45_3,isOverSnow_sc_45_4,isOverSnow_sc_45_5,isOverSnow_sc_45_6,isOverSnow_sc_45_7,isOverSnow_sc_45_8,isOverSnow_sc_45_9,isOverSnow_sc_45_10,isOverSnow_sc_45_11,isOverSnow_sc_45_12,isOverSnow_sc_45_13,isOverSnow_sc_45_14,isOverSnow_sc_45_15,isOverSnow_sc_45_16,isOverSnow_sc_45_17,isOverSnow_sc_45_18,isOverSnow_sc_45_19,isOverSnow_sc_45_20,isOverSnow_sc_45_21,isOverSnow_sc_45_22,isOverSnow_sc_45_23,isOverSnow_sc_45_24,isOverSnow_sc_45_25,isOverSnow_sc_85_1,isOverSnow_sc_85_2,isOverSnow_sc_85_3,isOverSnow_sc_85_4,isOverSnow_sc_85_5,isOverSnow_sc_85_6,isOverSnow_sc_85_7,isOverSnow_sc_85_8,isOverSnow_sc_85_9,isOverSnow_sc_85_10,isOverSnow_sc_85_11,isOverSnow_sc_85_12,isOverSnow_sc_85_13,isOverSnow_sc_85_14,isOverSnow_sc_85_15,isOverSnow_sc_85_16,isOverSnow_sc_85_17,isOverSnow_sc_85_18,isOverSnow_sc_85_19,isOverSnow_sc_85_20,isOverSnow_sc_85_21,isOverSnow_sc_85_22,isOverSnow_sc_85_23,isOverSnow_sc_85_24,isOverSnow_sc_85_25,isOverSnow_sc_85_26,isOverSnow_sc_85_27,isOverSnow_sc_85_28,isOverSnow_sc_85_29,isOverSnow_sc_85_30,isOverSnow_sc_85_31
1995-1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997-1998,19.0,17.0,6.0,1.0,28.0,0.0,19.0,25.0,0.0,2.0,0.0,30.0,0.0,32.0,13.0,20.0,19.0,10.0,0.0,7.0,0.0,0.0,7.0,10.0,4.0,30.0,6.0,47.0,0.0,0.0,23.0,20.0,31.0,21.0,0.0,30.0,7.0,6.0,0.0,0.0,0.0,24.0,19.0,15.0,29.0,46.0,9.0,12.0,19.0,7.0,26.0,30.0,19.0,0.0,29.0,0.0,9.0,0.0,11.0,42.0,0.0,0.0,23.0,14.0,19.0,33.0,4.0,8.0
1998-1999,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,16.0,0.0,17.0,18.0,0.0,11.0,0.0,3.0,19.0,20.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,23.0,0.0,14.0,0.0,7.0,13.0,14.0,2.0,16.0,11.0,11.0,0.0,8.0,0.0,0.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,19.0,25.0,0.0,37.0,13.0,8.0,0.0
1999-2000,13.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,10.0,34.0,3.0,0.0,24.0,0.0,12.0,0.0,13.0,18.0,4.0,0.0,28.0,0.0,15.0,0.0,11.0,0.0,5.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,27.0,0.0,0.0,20.0,0.0,26.0,0.0,1.0,7.0,0.0,0.0,22.0
2000-2001,14.0,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,30.0,0.0,24.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,28.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,29.0,0.0,29.0,15.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,0.0
2001-2002,50.0,63.0,58.0,57.0,24.0,57.0,17.0,0.0,43.0,38.0,50.0,0.0,0.0,31.0,51.0,27.0,46.0,29.0,63.0,0.0,64.0,45.0,54.0,37.0,49.0,30.0,48.0,46.0,61.0,0.0,45.0,22.0,0.0,50.0,6.0,79.0,0.0,25.0,0.0,26.0,46.0,24.0,20.0,38.0,65.0,44.0,34.0,10.0,28.0,46.0,4.0,36.0,35.0,20.0,36.0,0.0,0.0,51.0,55.0,50.0,33.0,29.0,57.0,40.0,51.0,19.0,23.0,66.0
2002-2003,42.0,67.0,70.0,1.0,31.0,59.0,67.0,80.0,31.0,35.0,21.0,63.0,30.0,9.0,61.0,73.0,0.0,50.0,66.0,64.0,42.0,42.0,23.0,47.0,0.0,62.0,60.0,26.0,62.0,48.0,61.0,35.0,23.0,65.0,57.0,64.0,0.0,70.0,78.0,0.0,68.0,51.0,0.0,58.0,39.0,58.0,78.0,50.0,67.0,33.0,27.0,44.0,39.0,33.0,67.0,0.0,58.0,16.0,35.0,38.0,0.0,33.0,38.0,77.0,56.0,59.0,49.0,47.0
2003-2004,57.0,65.0,42.0,32.0,32.0,14.0,38.0,69.0,29.0,33.0,54.0,21.0,43.0,0.0,35.0,53.0,32.0,41.0,27.0,72.0,28.0,61.0,44.0,45.0,52.0,50.0,37.0,57.0,15.0,30.0,0.0,21.0,40.0,30.0,32.0,39.0,14.0,44.0,67.0,63.0,66.0,19.0,9.0,68.0,38.0,62.0,45.0,37.0,10.0,58.0,67.0,59.0,46.0,33.0,71.0,42.0,61.0,0.0,0.0,40.0,6.0,58.0,44.0,73.0,15.0,19.0,17.0,36.0
2004-2005,32.0,3.0,55.0,73.0,44.0,22.0,44.0,75.0,6.0,39.0,0.0,63.0,69.0,0.0,71.0,1.0,34.0,43.0,44.0,0.0,42.0,76.0,83.0,9.0,53.0,15.0,42.0,29.0,32.0,10.0,23.0,67.0,39.0,0.0,0.0,0.0,40.0,20.0,41.0,68.0,28.0,19.0,68.0,34.0,31.0,17.0,0.0,0.0,42.0,0.0,46.0,55.0,68.0,0.0,70.0,3.0,53.0,42.0,76.0,14.0,19.0,64.0,27.0,88.0,40.0,0.0,21.0,51.0
2005-2006,0.0,26.0,0.0,115.0,98.0,41.0,73.0,0.0,107.0,0.0,0.0,0.0,84.0,98.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,55.0,1.0,96.0,77.0,26.0,88.0,0.0,44.0,31.0,0.0,0.0,91.0,30.0,86.0,103.0,0.0,105.0,0.0,66.0,92.0,57.0,95.0,0.0,0.0,0.0,0.0,95.0,102.0,97.0,0.0,79.0,66.0,33.0,53.0,41.0,0.0,24.0,70.0,0.0,84.0,1.0,0.0,0.0,107.0,0.0
2006-2007,79.0,104.0,60.0,0.0,0.0,0.0,40.0,92.0,104.0,76.0,59.0,88.0,14.0,33.0,29.0,85.0,94.0,105.0,43.0,28.0,84.0,26.0,82.0,15.0,96.0,65.0,0.0,5.0,0.0,35.0,16.0,23.0,16.0,3.0,0.0,77.0,27.0,0.0,52.0,23.0,59.0,40.0,54.0,0.0,85.0,0.0,0.0,102.0,0.0,0.0,67.0,67.0,101.0,0.0,0.0,1.0,0.0,84.0,0.0,42.0,0.0,40.0,0.0,0.0,49.0,66.0,118.0,37.0
2007-2008,99.0,0.0,52.0,95.0,0.0,95.0,5.0,89.0,84.0,70.0,67.0,81.0,0.0,77.0,7.0,111.0,0.0,70.0,90.0,0.0,0.0,68.0,91.0,0.0,81.0,62.0,0.0,96.0,91.0,0.0,39.0,103.0,50.0,112.0,0.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,31.0,79.0,61.0,0.0,101.0,87.0,37.0,121.0,97.0,83.0,78.0,17.0,91.0,104.0,0.0,64.0,105.0,0.0,75.0,0.0,0.0,0.0,0.0,94.0,77.0,0.0
2008-2009,48.0,2.0,60.0,111.0,99.0,45.0,86.0,53.0,63.0,0.0,50.0,92.0,107.0,0.0,93.0,0.0,0.0,0.0,49.0,24.0,105.0,56.0,29.0,0.0,60.0,59.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,98.0,15.0,49.0,18.0,108.0,64.0,0.0,80.0,70.0,103.0,9.0,97.0,108.0,1.0,40.0,0.0,98.0,64.0,100.0,87.0,15.0,26.0,106.0,68.0,69.0,79.0,50.0,88.0,101.0,47.0,10.0,60.0,101.0,68.0
2009-2010,25.0,78.0,53.0,0.0,43.0,28.0,30.0,19.0,71.0,82.0,82.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,37.0,0.0,27.0,115.0,28.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,61.0,67.0,13.0,0.0,65.0,79.0,69.0,0.0,72.0,125.0,0.0,86.0,40.0,105.0,69.0,0.0,5.0,0.0,31.0,37.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,7.0,0.0,101.0,0.0
2010-2011,101.0,0.0,86.0,0.0,0.0,33.0,6.0,0.0,0.0,20.0,53.0,0.0,148.0,171.0,98.0,0.0,83.0,0.0,101.0,82.0,85.0,110.0,0.0,0.0,0.0,0.0,126.0,73.0,57.0,163.0,36.0,18.0,13.0,76.0,87.0,83.0,80.0,0.0,104.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,71.0,50.0,5.0,0.0,0.0,0.0,75.0,0.0
2011-2012,88.0,60.0,108.0,61.0,58.0,35.0,128.0,96.0,107.0,94.0,9.0,71.0,32.0,0.0,36.0,26.0,17.0,0.0,8.0,0.0,9.0,43.0,18.0,72.0,0.0,61.0,0.0,67.0,0.0,13.0,0.0,9.0,9.0,16.0,4.0,125.0,0.0,24.0,87.0,0.0,0.0,58.0,3.0,92.0,24.0,47.0,38.0,61.0,0.0,98.0,69.0,76.0,0.0,0.0,0.0,49.0,0.0,0.0,106.0,0.0,0.0,23.0,0.0,27.0,89.0,0.0,0.0,44.0
2012-2013,71.0,0.0,110.0,76.0,29.0,62.0,108.0,0.0,0.0,19.0,126.0,64.0,110.0,77.0,110.0,34.0,0.0,0.0,20.0,67.0,108.0,89.0,36.0,84.0,8.0,107.0,0.0,166.0,57.0,103.0,45.0,106.0,78.0,24.0,60.0,27.0,0.0,122.0,84.0,45.0,0.0,0.0,1.0,59.0,0.0,0.0,115.0,28.0,57.0,11.0,8.0,0.0,0.0,11.0,0.0,0.0,132.0,4.0,8.0,0.0,0.0,0.0,93.0,74.0,0.0,0.0,117.0,0.0
2013-2014,24.0,0.0,37.0,108.0,0.0,11.0,35.0,0.0,0.0,0.0,37.0,0.0,64.0,1.0,56.0,86.0,6.0,14.0,32.0,15.0,30.0,8.0,0.0,115.0,30.0,10.0,120.0,72.0,78.0,51.0,145.0,0.0,0.0,79.0,89.0,1.0,61.0,69.0,38.0,44.0,64.0,133.0,99.0,0.0,108.0,0.0,25.0,44.0,38.0,85.0,103.0,48.0,102.0,36.0,47.0,20.0,93.0,28.0,0.0,71.0,99.0,84.0,81.0,47.0,145.0,102.0,24.0,103.0
2014-2015,71.0,31.0,0.0,78.0,0.0,101.0,0.0,2.0,4.0,47.0,118.0,64.0,93.0,0.0,0.0,11.0,102.0,18.0,28.0,28.0,10.0,37.0,0.0,42.0,53.0,75.0,75.0,114.0,0.0,0.0,89.0,0.0,105.0,15.0,0.0,0.0,63.0,27.0,0.0,37.0,0.0,0.0,69.0,67.0,0.0,70.0,0.0,34.0,26.0,108.0,95.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,56.0,112.0,33.0,42.0,46.0,49.0,0.0,0.0,0.0,27.0
2015-2016,0.0,0.0,74.0,38.0,75.0,0.0,30.0,9.0,0.0,74.0,92.0,91.0,17.0,54.0,0.0,55.0,74.0,76.0,45.0,95.0,0.0,61.0,76.0,24.0,26.0,27.0,0.0,101.0,13.0,0.0,85.0,61.0,97.0,74.0,15.0,0.0,49.0,58.0,3.0,38.0,137.0,0.0,0.0,0.0,26.0,0.0,26.0,120.0,40.0,96.0,43.0,35.0,77.0,88.0,110.0,25.0,117.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,86.0,0.0,0.0
2016-2017,50.0,0.0,0.0,0.0,0.0,0.0,28.0,58.0,75.0,0.0,10.0,21.0,88.0,0.0,77.0,32.0,140.0,18.0,0.0,127.0,77.0,58.0,6.0,85.0,0.0,0.0,0.0,32.0,36.0,0.0,76.0,20.0,121.0,64.0,0.0,109.0,0.0,20.0,0.0,0.0,39.0,12.0,42.0,36.0,0.0,7.0,52.0,120.0,124.0,0.0,0.0,0.0,0.0,88.0,61.0,118.0,0.0,100.0,108.0,7.0,96.0,44.0,103.0,56.0,0.0,0.0,58.0,6.0
2017-2018,32.0,0.0,10.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,46.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,17.0,0.0,27.0,2.0,9.0,1.0,12.0,0.0,0.0,28.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,48.0,0.0,53.0,7.0,39.0,0.0,6.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,27.0,4.0,0.0,32.0,41.0
2018-2019,0.0,66.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,28.0,82.0,0.0,54.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,0.0,5.0,29.0,34.0,38.0,25.0,24.0,0.0,36.0,38.0,0.0,0.0,0.0,0.0,20.0,44.0,0.0,0.0,0.0,0.0,44.0,0.0,31.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,63.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2019-2020,0.0,30.0,18.0,0.0,79.0,20.0,62.0,38.0,49.0,0.0,0.0,19.0,25.0,0.0,13.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,32.0,0.0,71.0,0.0,52.0,20.0,0.0,7.0,0.0,1.0,0.0,24.0,0.0,17.0,13.0,2.0,0.0,52.0,13.0,5.0,0.0,0.0,0.0,0.0,36.0,0.0,27.0,20.0,8.0,51.0,0.0,25.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
2020-2021,0.0,30.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,57.0,0.0,0.0,0.0,39.0,0.0,1.0,23.0,0.0,0.0,0.0,22.0,8.0,29.0,19.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,30.0,0.0,0.0,69.0,58.0,52.0,44.0,0.0,9.0,0.0,0.0,0.0,66.0,31.0,26.0,2.0,63.0,67.0,0.0,94.0,4.0,0.0,14.0,6.0,40.0,80.0,6.0,6.0,25.0
2021-2022,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
