Season,isOverSnow_sc_26_1,isOverSnow_sc_26_2,isOverSnow_sc_26_3,isOverSnow_sc_26_4,isOverSnow_sc_26_5,isOverSnow_sc_26_6,isOverSnow_sc_26_7,isOverSnow_sc_26_8,isOverSnow_sc_26_9,isOverSnow_sc_26_10,isOverSnow_sc_26_11,isOverSnow_sc_26_12,isOverSnow_sc_45_1,isOverSnow_sc_45_2,isOverSnow_sc_45_3,isOverSnow_sc_45_4,isOverSnow_sc_45_5,isOverSnow_sc_45_6,isOverSnow_sc_45_7,isOverSnow_sc_45_8,isOverSnow_sc_45_9,isOverSnow_sc_45_10,isOverSnow_sc_45_11,isOverSnow_sc_45_12,isOverSnow_sc_45_13,isOverSnow_sc_45_14,isOverSnow_sc_45_15,isOverSnow_sc_45_16,isOverSnow_sc_45_17,isOverSnow_sc_45_18,isOverSnow_sc_45_19,isOverSnow_sc_45_20,isOverSnow_sc_45_21,isOverSnow_sc_45_22,isOverSnow_sc_45_23,isOverSnow_sc_45_24,isOverSnow_sc_45_25,isOverSnow_sc_85_1,isOverSnow_sc_85_2,isOverSnow_sc_85_3,isOverSnow_sc_85_4,isOverSnow_sc_85_5,isOverSnow_sc_85_6,isOverSnow_sc_85_7,isOverSnow_sc_85_8,isOverSnow_sc_85_9,isOverSnow_sc_85_10,isOverSnow_sc_85_11,isOverSnow_sc_85_12,isOverSnow_sc_85_13,isOverSnow_sc_85_14,isOverSnow_sc_85_15,isOverSnow_sc_85_16,isOverSnow_sc_85_17,isOverSnow_sc_85_18,isOverSnow_sc_85_19,isOverSnow_sc_85_20,isOverSnow_sc_85_21,isOverSnow_sc_85_22,isOverSnow_sc_85_23,isOverSnow_sc_85_24,isOverSnow_sc_85_25,isOverSnow_sc_85_26,isOverSnow_sc_85_27,isOverSnow_sc_85_28,isOverSnow_sc_85_29,isOverSnow_sc_85_30,isOverSnow_sc_85_31
2027-2028,134.0,101.0,81.0,121.0,66.0,117.0,117.0,0.0,47.0,78.0,58.0,126.0,104.0,74.0,116.0,59.0,116.0,109.0,117.0,86.0,43.0,51.0,0.0,71.0,54.0,60.0,109.0,112.0,103.0,68.0,98.0,30.0,103.0,98.0,5.0,79.0,66.0,101.0,91.0,18.0,81.0,16.0,0.0,90.0,0.0,0.0,39.0,70.0,27.0,28.0,28.0,81.0,15.0,58.0,76.0,44.0,80.0,80.0,80.0,47.0,22.0,59.0,94.0,0.0,0.0,78.0,110.0,43.0
2028-2029,22.0,93.0,54.0,77.0,82.0,111.0,126.0,80.0,54.0,0.0,60.0,93.0,108.0,104.0,62.0,74.0,52.0,86.0,0.0,0.0,0.0,0.0,19.0,82.0,68.0,66.0,42.0,85.0,95.0,30.0,84.0,47.0,103.0,66.0,77.0,25.0,98.0,41.0,89.0,0.0,53.0,25.0,127.0,88.0,108.0,44.0,60.0,94.0,55.0,26.0,88.0,62.0,64.0,0.0,104.0,33.0,117.0,61.0,91.0,98.0,0.0,0.0,118.0,7.0,3.0,96.0,98.0,18.0
2029-2030,74.0,52.0,82.0,60.0,59.0,39.0,69.0,3.0,7.0,83.0,83.0,24.0,6.0,0.0,57.0,37.0,30.0,47.0,0.0,0.0,1.0,39.0,45.0,28.0,4.0,24.0,58.0,0.0,36.0,0.0,16.0,53.0,55.0,39.0,70.0,16.0,25.0,70.0,29.0,44.0,40.0,62.0,16.0,79.0,89.0,38.0,0.0,6.0,54.0,40.0,0.0,76.0,17.0,35.0,15.0,30.0,0.0,38.0,23.0,102.0,70.0,77.0,35.0,63.0,30.0,70.0,105.0,74.0
2030-2031,87.0,63.0,20.0,0.0,79.0,63.0,0.0,82.0,83.0,62.0,103.0,23.0,85.0,0.0,0.0,57.0,0.0,57.0,0.0,84.0,45.0,67.0,15.0,43.0,55.0,0.0,0.0,58.0,3.0,0.0,83.0,64.0,0.0,33.0,56.0,54.0,59.0,20.0,62.0,115.0,28.0,65.0,55.0,50.0,0.0,64.0,116.0,57.0,28.0,0.0,31.0,43.0,73.0,53.0,45.0,66.0,3.0,35.0,0.0,65.0,75.0,32.0,112.0,54.0,53.0,0.0,0.0,81.0
2031-2032,9.0,67.0,52.0,41.0,0.0,47.0,53.0,61.0,0.0,97.0,84.0,15.0,0.0,43.0,34.0,56.0,7.0,7.0,18.0,65.0,28.0,0.0,69.0,45.0,65.0,69.0,0.0,52.0,49.0,0.0,0.0,53.0,55.0,0.0,73.0,38.0,41.0,0.0,0.0,0.0,0.0,59.0,22.0,63.0,29.0,0.0,14.0,4.0,9.0,20.0,13.0,0.0,52.0,47.0,0.0,3.0,0.0,34.0,36.0,29.0,0.0,0.0,22.0,0.0,42.0,51.0,46.0,0.0
2032-2033,26.0,83.0,0.0,54.0,0.0,34.0,0.0,35.0,15.0,31.0,85.0,34.0,95.0,25.0,0.0,39.0,0.0,54.0,74.0,19.0,58.0,43.0,52.0,30.0,0.0,2.0,29.0,17.0,31.0,0.0,29.0,2.0,46.0,35.0,73.0,0.0,0.0,2.0,8.0,21.0,60.0,15.0,20.0,20.0,6.0,0.0,26.0,76.0,60.0,58.0,54.0,66.0,57.0,0.0,55.0,34.0,0.0,0.0,44.0,74.0,80.0,0.0,74.0,13.0,81.0,70.0,28.0,11.0
2033-2034,70.0,0.0,58.0,0.0,41.0,8.0,50.0,0.0,0.0,1.0,68.0,33.0,14.0,8.0,0.0,0.0,61.0,0.0,55.0,8.0,0.0,42.0,15.0,0.0,0.0,40.0,0.0,76.0,48.0,0.0,57.0,50.0,11.0,5.0,0.0,0.0,59.0,0.0,0.0,52.0,0.0,25.0,0.0,28.0,2.0,61.0,0.0,0.0,68.0,12.0,0.0,0.0,14.0,16.0,0.0,29.0,23.0,0.0,0.0,39.0,0.0,1.0,15.0,24.0,0.0,28.0,49.0,0.0
2034-2035,29.0,16.0,26.0,1.0,0.0,0.0,0.0,34.0,6.0,0.0,40.0,0.0,22.0,75.0,0.0,7.0,0.0,0.0,62.0,38.0,19.0,30.0,0.0,19.0,4.0,0.0,4.0,9.0,0.0,13.0,0.0,22.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,0.0,53.0,54.0,55.0,0.0,0.0,0.0,18.0,25.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,0.0,49.0,0.0,34.0,0.0,3.0,32.0,0.0,37.0,0.0,0.0
2035-2036,0.0,17.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,10.0,9.0,71.0,19.0,0.0,29.0,19.0,14.0,0.0,5.0,0.0,28.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,1.0,0.0,10.0,6.0,29.0,0.0,0.0,11.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,0.0,28.0,31.0,0.0,21.0,0.0,0.0,0.0,7.0,0.0,11.0,1.0,15.0
2036-2037,21.0,2.0,0.0,0.0,20.0,26.0,41.0,0.0,7.0,1.0,5.0,0.0,4.0,35.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,54.0,36.0,0.0,0.0,0.0,43.0,12.0,0.0,36.0,18.0,17.0,17.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,5.0,16.0,45.0,47.0,76.0,0.0,0.0,59.0,43.0,53.0
2037-2038,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2038-2039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,26.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
2039-2040,0.0,0.0,0.0,8.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0
2040-2041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2041-2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042-2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2043-2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044-2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045-2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046-2047,6.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2047-2048,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2048-2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2049-2050,9.0,0.0,0.0,1.0,22.0,23.0,6.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,0.0,8.0,0.0,4.0,1.0,0.0,0.0,0.0,20.0,13.0,12.0,0.0,0.0,0.0,0.0,18.0,0.0,15.0,1.0,0.0,0.0,20.0,0.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,34.0,0.0,0.0,26.0
2050-2051,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,31.0,33.0,13.0,0.0,28.0,25.0,16.0,9.0,40.0,10.0,24.0,0.0,0.0,0.0,19.0,17.0,9.0,0.0,3.0,37.0,0.0,0.0,33.0,25.0,20.0,0.0,0.0,41.0,39.0,0.0,16.0,24.0,5.0,27.0,0.0,0.0,26.0,2.0,0.0,0.0,10.0,14.0,16.0,40.0,21.0,15.0,24.0,0.0,17.0,0.0,14.0,0.0,34.0,11.0,26.0,21.0,0.0
2051-2052,3.0,9.0,0.0,37.0,0.0,0.0,0.0,29.0,36.0,6.0,0.0,4.0,0.0,28.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,11.0,0.0,15.0,0.0,18.0,0.0,0.0,22.0,36.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,13.0,2.0,36.0,18.0,0.0,12.0,36.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
2052-2053,16.0,0.0,11.0,27.0,0.0,12.0,34.0,23.0,12.0,0.0,46.0,16.0,24.0,29.0,3.0,15.0,38.0,0.0,5.0,22.0,0.0,0.0,49.0,6.0,12.0,0.0,0.0,36.0,0.0,9.0,42.0,0.0,5.0,10.0,40.0,31.0,2.0,5.0,0.0,0.0,0.0,0.0,30.0,17.0,31.0,19.0,4.0,0.0,0.0,14.0,0.0,0.0,13.0,27.0,0.0,0.0,0.0,25.0,0.0,18.0,3.0,4.0,0.0,11.0,0.0,22.0,0.0,0.0
2053-2054,41.0,49.0,45.0,40.0,37.0,0.0,43.0,0.0,59.0,41.0,33.0,26.0,38.0,0.0,24.0,26.0,0.0,66.0,0.0,26.0,22.0,4.0,0.0,7.0,0.0,0.0,0.0,41.0,62.0,14.0,20.0,0.0,35.0,13.0,52.0,22.0,2.0,50.0,0.0,3.0,17.0,0.0,23.0,8.0,0.0,0.0,51.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,0.0
2054-2055,43.0,41.0,40.0,61.0,48.0,79.0,19.0,0.0,8.0,44.0,44.0,24.0,76.0,74.0,0.0,0.0,73.0,45.0,8.0,0.0,33.0,70.0,36.0,31.0,48.0,69.0,5.0,48.0,70.0,62.0,0.0,60.0,67.0,19.0,47.0,61.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,21.0,0.0,44.0,36.0,0.0,0.0
2055-2056,17.0,0.0,46.0,64.0,26.0,0.0,0.0,0.0,63.0,74.0,21.0,58.0,0.0,59.0,18.0,0.0,61.0,33.0,48.0,0.0,56.0,64.0,0.0,18.0,62.0,73.0,0.0,33.0,35.0,59.0,26.0,0.0,0.0,62.0,67.0,4.0,0.0,51.0,0.0,0.0,0.0,51.0,31.0,0.0,52.0,32.0,18.0,0.0,0.0,10.0,28.0,43.0,0.0,33.0,0.0,0.0,30.0,52.0,0.0,0.0,49.0,0.0,39.0,34.0,65.0,0.0,43.0,0.0
2056-2057,59.0,42.0,29.0,48.0,10.0,5.0,80.0,53.0,37.0,46.0,29.0,0.0,19.0,0.0,20.0,13.0,0.0,3.0,23.0,25.0,39.0,44.0,47.0,15.0,21.0,47.0,10.0,0.0,33.0,41.0,3.0,0.0,0.0,40.0,0.0,31.0,78.0,41.0,23.0,0.0,0.0,41.0,42.0,0.0,0.0,0.0,42.0,32.0,7.0,24.0,29.0,73.0,0.0,50.0,35.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,32.0,0.0,6.0
2057-2058,43.0,89.0,84.0,68.0,16.0,43.0,79.0,0.0,0.0,78.0,0.0,0.0,0.0,17.0,43.0,44.0,52.0,88.0,0.0,7.0,0.0,42.0,0.0,22.0,42.0,0.0,0.0,0.0,47.0,74.0,20.0,54.0,42.0,18.0,67.0,17.0,74.0,59.0,0.0,39.0,0.0,41.0,0.0,0.0,0.0,29.0,16.0,0.0,0.0,0.0,48.0,78.0,0.0,0.0,74.0,67.0,0.0,41.0,0.0,0.0,53.0,0.0,25.0,73.0,0.0,30.0,7.0,4.0
2058-2059,104.0,86.0,43.0,112.0,55.0,102.0,110.0,80.0,38.0,96.0,25.0,2.0,75.0,75.0,41.0,0.0,73.0,55.0,83.0,80.0,66.0,0.0,0.0,0.0,86.0,47.0,107.0,0.0,29.0,48.0,61.0,58.0,60.0,76.0,38.0,78.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,78.0,0.0,0.0,106.0,0.0,0.0,0.0,31.0,0.0,0.0,5.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2059-2060,92.0,71.0,93.0,76.0,0.0,0.0,88.0,53.0,102.0,51.0,0.0,95.0,35.0,0.0,70.0,49.0,0.0,44.0,0.0,59.0,9.0,45.0,87.0,35.0,0.0,0.0,40.0,18.0,22.0,6.0,42.0,6.0,44.0,17.0,28.0,0.0,0.0,14.0,14.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,61.0,0.0,0.0,60.0,40.0,0.0,28.0,0.0,58.0,20.0,0.0,19.0,0.0,0.0,9.0,0.0
2060-2061,52.0,89.0,61.0,85.0,110.0,74.0,27.0,0.0,73.0,0.0,96.0,27.0,72.0,68.0,91.0,40.0,73.0,83.0,83.0,79.0,88.0,105.0,92.0,96.0,94.0,77.0,28.0,91.0,0.0,61.0,1.0,106.0,78.0,57.0,67.0,5.0,62.0,0.0,3.0,0.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0
2061-2062,68.0,0.0,88.0,78.0,35.0,10.0,0.0,32.0,0.0,95.0,25.0,63.0,99.0,32.0,0.0,85.0,22.0,33.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,97.0,108.0,90.0,55.0,73.0,0.0,0.0,102.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,72.0,0.0,31.0,73.0,4.0,47.0,0.0,63.0,17.0,0.0,73.0,19.0,83.0,0.0,23.0
2062-2063,59.0,116.0,70.0,11.0,59.0,82.0,46.0,39.0,65.0,45.0,53.0,0.0,63.0,8.0,55.0,0.0,16.0,77.0,114.0,109.0,107.0,29.0,119.0,140.0,51.0,0.0,25.0,8.0,92.0,0.0,0.0,4.0,0.0,0.0,72.0,63.0,149.0,0.0,8.0,0.0,41.0,0.0,109.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,27.0,2.0,0.0,12.0,25.0,0.0,0.0
2063-2064,16.0,0.0,52.0,0.0,0.0,0.0,0.0,28.0,0.0,102.0,105.0,70.0,22.0,56.0,47.0,41.0,0.0,0.0,62.0,62.0,20.0,0.0,0.0,69.0,83.0,0.0,101.0,0.0,81.0,0.0,8.0,0.0,84.0,0.0,1.0,0.0,16.0,8.0,9.0,85.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,61.0,50.0,51.0,0.0,0.0,63.0,0.0,0.0,0.0,91.0,41.0
2064-2065,0.0,92.0,121.0,0.0,0.0,5.0,88.0,26.0,0.0,0.0,129.0,151.0,90.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,70.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,30.0,5.0,76.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
2065-2066,58.0,22.0,0.0,87.0,47.0,119.0,0.0,138.0,61.0,40.0,103.0,0.0,60.0,24.0,0.0,53.0,76.0,37.0,7.0,0.0,97.0,0.0,120.0,2.0,0.0,7.0,93.0,33.0,86.0,79.0,116.0,53.0,0.0,108.0,102.0,51.0,132.0,90.0,58.0,0.0,39.0,0.0,0.0,72.0,0.0,0.0,126.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,84.0,0.0,57.0,0.0,0.0,17.0,0.0,36.0,0.0
2066-2067,0.0,18.0,0.0,0.0,9.0,12.0,91.0,0.0,118.0,48.0,113.0,0.0,112.0,40.0,86.0,64.0,56.0,0.0,19.0,19.0,26.0,0.0,0.0,48.0,0.0,0.0,34.0,0.0,56.0,50.0,0.0,0.0,0.0,3.0,51.0,0.0,134.0,110.0,0.0,87.0,85.0,0.0,0.0,50.0,0.0,0.0,57.0,108.0,57.0,0.0,40.0,48.0,0.0,0.0,16.0,0.0,0.0,0.0,37.0,22.0,40.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
2067-2068,13.0,135.0,88.0,141.0,19.0,90.0,3.0,0.0,101.0,84.0,89.0,0.0,22.0,72.0,33.0,54.0,72.0,0.0,0.0,54.0,124.0,7.0,0.0,66.0,77.0,1.0,63.0,43.0,90.0,0.0,0.0,0.0,57.0,0.0,95.0,0.0,0.0,136.0,60.0,57.0,72.0,0.0,96.0,104.0,0.0,49.0,8.0,0.0,62.0,109.0,83.0,80.0,0.0,51.0,44.0,56.0,101.0,37.0,42.0,0.0,51.0,10.0,23.0,58.0,88.0,0.0,9.0,0.0
2068-2069,0.0,0.0,16.0,16.0,0.0,18.0,119.0,0.0,90.0,18.0,0.0,22.0,55.0,23.0,50.0,15.0,68.0,10.0,3.0,48.0,63.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,5.0,61.0,10.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,21.0,0.0,38.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
2069-2070,0.0,0.0,49.0,62.0,137.0,10.0,0.0,0.0,0.0,128.0,50.0,72.0,33.0,134.0,0.0,82.0,0.0,70.0,0.0,80.0,41.0,22.0,71.0,129.0,0.0,0.0,0.0,9.0,46.0,116.0,61.0,118.0,78.0,98.0,72.0,0.0,53.0,50.0,6.0,0.0,19.0,51.0,0.0,105.0,34.0,26.0,0.0,86.0,4.0,2.0,14.0,0.0,0.0,0.0,41.0,0.0,0.0,29.0,58.0,0.0,0.0,8.0,49.0,0.0,0.0,0.0,104.0,0.0
2070-2071,76.0,0.0,0.0,0.0,0.0,70.0,5.0,0.0,101.0,0.0,68.0,0.0,46.0,2.0,46.0,22.0,0.0,0.0,0.0,29.0,2.0,79.0,44.0,4.0,0.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,96.0,0.0,56.0,3.0,0.0,0.0,56.0,26.0,0.0,0.0,8.0,59.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,17.0,45.0,0.0,0.0,30.0
2071-2072,114.0,81.0,43.0,123.0,124.0,105.0,39.0,103.0,0.0,23.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,47.0,0.0,97.0,59.0,0.0,0.0,0.0,0.0,13.0,0.0,54.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,86.0,0.0,0.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0
2072-2073,0.0,115.0,0.0,55.0,68.0,29.0,35.0,105.0,46.0,64.0,100.0,4.0,0.0,109.0,82.0,82.0,43.0,81.0,53.0,19.0,46.0,29.0,16.0,27.0,0.0,57.0,56.0,100.0,0.0,52.0,0.0,13.0,0.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,28.0,17.0,7.0,10.0,0.0,45.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,95.0,77.0,0.0,0.0,0.0
