"DATE","isOverSnowTotal"_CLMCOM-CCLM4-ECEARTH-EUR11-RCP45-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-ECEARTH-EUR11-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-HADGEM-EUR11-RCP45-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-HADGEM-EUR11-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-HADGEM-EUR44-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-MPIESM-EUR11-RCP45-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-MPIESM-EUR11-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-MPIESM-EUR44-RCP45-pcp,"isOverSnowTotal"_CLMCOM-CCLM4-MPIESM-EUR44-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM5-ECEARTH-EUR44-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM5-HADGEM-EUR44-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM5-MIROC-EUR44-RCP85-pcp,"isOverSnowTotal"_CLMCOM-CCLM5-MPIESM-EUR44-RCP85-pcp,"isOverSnowTotal"_DMI-HIRHAM-ECEARTH-EUR11-RCP26-pcp,"isOverSnowTotal"_DMI-HIRHAM-ECEARTH-EUR11-RCP45-pcp,"isOverSnowTotal"_DMI-HIRHAM-ECEARTH-EUR11-RCP85-pcp,"isOverSnowTotal"_DMI-HIRHAM-ECEARTH-EUR44-RCP45-pcp,"isOverSnowTotal"_DMI-HIRHAM-ECEARTH-EUR44-RCP85-pcp,"isOverSnowTotal"_ICTP-REGCM-HADGEM-EUR44-RCP85-pcp,"isOverSnowTotal"_KNMI-RACMO-ECEARTH-EUR44-RCP45-pcp,"isOverSnowTotal"_KNMI-RACMO-ECEARTH-EUR44-RCP85-pcp,"isOverSnowTotal"_KNMI-RACMO-HADGEM-EUR44-RCP26-pcp,"isOverSnowTotal"_KNMI-RACMO-HADGEM-EUR44-RCP45-pcp,"isOverSnowTotal"_KNMI-RACMO-HADGEM-EUR44-RCP85-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR11-RCP26-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR11-RCP45-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR11-RCP85-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR44-RCP26-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR44-RCP45-pcp,"isOverSnowTotal"_MPICSC-REMO1-MPIESM-EUR44-RCP85-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR11-RCP26-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR11-RCP45-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR11-RCP85-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR44-RCP26-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR44-RCP45-pcp,"isOverSnowTotal"_MPICSC-REMO2-MPIESM-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-CCCMA-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-CCCMA-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-CSIRO-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-CSIRO-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR11-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR11-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR11-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR44-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-ECEARTH-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-GFDL-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-GFDL-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-HADGEM-EUR11-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-HADGEM-EUR11-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-HADGEM-EUR44-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-HADGEM-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-HADGEM-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-IPSL-EUR11-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-IPSL-EUR11-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-IPSL-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-IPSL-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-MIROC-EUR44-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-MIROC-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-MIROC-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-MPIESM-EUR11-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-MPIESM-EUR11-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-MPIESM-EUR44-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-MPIESM-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-MPIESM-EUR44-RCP85-pcp,"isOverSnowTotal"_SMHI-RCA-NORESM-EUR44-RCP26-pcp,"isOverSnowTotal"_SMHI-RCA-NORESM-EUR44-RCP45-pcp,"isOverSnowTotal"_SMHI-RCA-NORESM-EUR44-RCP85-pcp
2021,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2022,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2023,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2024,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2025,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2026,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2027,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2028,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2029,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2030,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2031,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2032,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2033,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2034,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2035,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2036,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,211
2037,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2038,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2039,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2040,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2041,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2042,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2043,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2044,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2045,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2046,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2047,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2048,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2049,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2050,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2051,365,365,361,361,361,365,365,365,365,365,361,365,365,365,365,365,365,365,361,365,365,361,361,361,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,361,361,361,361,361,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2052,366,366,359,359,359,366,366,366,366,366,359,365,366,366,366,366,366,366,359,366,366,359,359,359,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,359,359,359,359,359,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2053,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2054,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2055,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2056,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2057,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2058,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2059,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2060,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2061,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2062,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2063,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2064,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2065,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2066,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2067,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2068,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2069,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2070,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2071,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2072,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2073,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2074,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2075,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2076,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2077,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2078,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2079,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2080,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2081,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2082,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2083,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2084,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2085,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2086,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2087,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2088,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,360,360,360,360,365,365,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2089,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2090,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,360,360,360,360,365,236,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2091,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,222,360,360,360,365,149,365,365,365,365,365,365,365,365,365,365,365,365,365,213
2092,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,120,360,360,360,365,213,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2093,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,204,360,360,360,365,180,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2094,365,365,361,361,361,365,365,365,365,365,361,365,365,365,365,365,365,365,361,365,365,361,361,361,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,361,38,361,361,361,365,212,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2095,365,365,359,359,359,365,365,365,365,365,359,365,365,365,365,365,365,365,359,365,365,359,359,359,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,359,189,359,359,359,365,168,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2096,366,366,360,360,360,366,366,366,366,366,360,365,366,366,366,366,366,366,360,366,366,360,360,360,366,366,366,366,366,366,366,366,366,366,366,366,365,365,365,365,366,366,366,366,366,366,365,365,360,161,360,360,360,365,143,365,365,365,365,365,366,366,366,366,366,365,365,365,212
2097,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,123,360,360,360,365,71,365,365,365,365,365,365,365,365,365,365,365,365,365,212
2098,365,365,360,360,360,365,365,365,365,365,360,365,365,365,365,365,365,365,360,365,365,360,360,360,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,360,83,360,360,360,365,111,365,365,365,365,365,365,365,365,365,365,365,365,365,212
