ID,NAME,LAT,LONG,ELEVATION
2223,46-3125000_7-3125000p,46.31,7.31,1751.5
2224,46-3125000_7-3333333p,46.31,7.33,2233.5
2225,46-3125000_7-3541667p,46.31,7.35,2248
2226,46-3125000_7-3750000p,46.31,7.38,2033
2227,46-3125000_7-3958333p,46.31,7.4,1682
2228,46-3125000_7-4166667p,46.31,7.42,1240.2
2229,46-3125000_7-4375000p,46.31,7.44,1292.8
2230,46-3125000_7-4583333p,46.31,7.46,1491.8
2231,46-3125000_7-4791667p,46.31,7.48,1399.5
2232,46-3125000_7-5000000p,46.31,7.5,1002.8
2233,46-3125000_7-5208333p,46.31,7.52,773.5
2234,46-3125000_7-5416667p,46.31,7.54,634
2235,46-3125000_7-5625000p,46.31,7.56,571.8
2236,46-3125000_7-5833333p,46.31,7.58,570.5
2237,46-3125000_7-6041667p,46.31,7.6,592.5
2238,46-3125000_7-6250000p,46.31,7.63,663
2239,46-3125000_7-6458333p,46.31,7.65,726.8
2240,46-3125000_7-6666667p,46.31,7.67,715.2
2241,46-3125000_7-6875000p,46.31,7.69,646.2
2242,46-3125000_7-7083333p,46.31,7.71,642.5
2243,46-3125000_7-7291667p,46.31,7.73,656
2244,46-3125000_7-7500000p,46.31,7.75,730.5
2245,46-3125000_7-7708333p,46.31,7.77,662.8
2246,46-3125000_7-7916667p,46.31,7.79,675.8
2247,46-3125000_7-8125000p,46.31,7.81,700.8
2248,46-3125000_7-8333333p,46.31,7.83,757.2
2249,46-3125000_7-8541667p,46.31,7.85,728
2250,46-3125000_7-8750000p,46.31,7.88,975
2251,46-3125000_7-8958333p,46.31,7.9,1108.8
2252,46-3125000_7-9166667p,46.31,7.92,1008.5
2253,46-3125000_7-9375000p,46.31,7.94,819
2254,46-3125000_7-9583333p,46.31,7.96,745
2255,46-3125000_7-9791667p,46.31,7.98,768.5
2256,46-3125000_8-0000000p,46.31,8,1014.8
2257,46-3125000_8-0208333p,46.31,8.02,1418.2
2258,46-3125000_8-0416667p,46.31,8.04,1910.5
2259,46-3125000_8-0625000p,46.31,8.06,2102.2
2260,46-3125000_8-0833333p,46.31,8.08,2360.8
2261,46-3125000_8-1041667p,46.31,8.1,2448.5
2262,46-3125000_8-1250000p,46.31,8.13,2695.2
2263,46-3125000_8-1458333p,46.31,8.15,2383.8
2264,46-3125000_8-1666667p,46.31,8.17,2752.5
2265,46-3125000_8-1875000p,46.31,8.19,2649.5
2266,46-3125000_8-2083333p,46.31,8.21,2207.8
2267,46-3125000_8-2291667p,46.31,8.23,2016.5
2268,46-3125000_8-2500000p,46.31,8.25,1624.8
2269,46-3125000_8-2708333p,46.31,8.27,1989.2
2270,46-3125000_8-2916667p,46.31,8.29,1968.5
2271,46-3125000_8-3958333p,46.31,8.4,2175.5
2272,46-3125000_8-4166667p,46.31,8.42,2408.8
2273,46-3125000_8-4375000p,46.31,8.44,2300.5
2274,46-3125000_8-4583333p,46.31,8.46,1834.8
2275,46-3125000_8-4791667p,46.31,8.48,1729.5
2276,46-3125000_8-5000000p,46.31,8.5,1681.5
2277,46-3125000_8-5208333p,46.31,8.52,1314.2
2278,46-3125000_8-5416667p,46.31,8.54,1042.2
2279,46-3125000_8-5625000p,46.31,8.56,923
2280,46-3125000_8-5833333p,46.31,8.58,634.5
2281,46-3125000_8-6041667p,46.31,8.6,453
2282,46-3125000_8-6250000p,46.31,8.63,1282
2283,46-3125000_8-6458333p,46.31,8.65,1548.2
2284,46-3125000_8-6666667p,46.31,8.67,1765.8
2285,46-3125000_8-6875000p,46.31,8.69,1956.8
2286,46-3125000_8-7083333p,46.31,8.71,1699.2
2287,46-3125000_8-7291667p,46.31,8.73,1424.5
2288,46-3125000_8-7500000p,46.31,8.75,1304.5
2289,46-3125000_8-7708333p,46.31,8.77,1417
2290,46-3125000_8-7916667p,46.31,8.79,1070.5
2291,46-3125000_8-8125000p,46.31,8.81,1760.2
2292,46-3125000_8-8333333p,46.31,8.83,1938.5
2293,46-3125000_8-8541667p,46.31,8.85,1664
2294,46-3125000_8-8750000p,46.31,8.88,2172.5
2295,46-3125000_8-8958333p,46.31,8.9,2067.8
2296,46-3125000_8-9166667p,46.31,8.92,1851
2297,46-3125000_8-9375000p,46.31,8.94,1488
2298,46-3125000_8-9583333p,46.31,8.96,394.5
2299,46-3125000_8-9791667p,46.31,8.98,270.5
2300,46-3125000_9-0000000p,46.31,9,1412
2301,46-3125000_9-0208333p,46.31,9.02,1569.2
2302,46-3125000_9-0416667p,46.31,9.04,2085.8
2303,46-3125000_9-0625000p,46.31,9.06,2362.8
2304,46-3125000_9-0833333p,46.31,9.08,1533.5
2305,46-3125000_9-1041667p,46.31,9.1,994.5
2306,46-3125000_9-1250000p,46.31,9.13,2036
2307,46-3125000_9-1458333p,46.31,9.15,1881.5
2308,46-3125000_9-1666667p,46.31,9.17,1040.2
2309,46-3125000_9-1875000p,46.31,9.19,561.2
2310,46-3125000_9-2083333p,46.31,9.21,1515.2
2311,46-3125000_9-2291667p,46.31,9.23,1452
2312,46-3125000_9-2500000p,46.31,9.25,1669.8
2313,46-3125000_9-2708333p,46.31,9.27,2297
2314,46-3125000_9-2916667p,46.31,9.29,2035
2315,46-3125000_9-3125000p,46.31,9.31,1585.2
2316,46-3125000_9-4791667p,46.31,9.48,1688
2317,46-3125000_9-5000000p,46.31,9.5,1725.2
2318,46-3125000_9-5208333p,46.31,9.52,1855
2319,46-3125000_9-5416667p,46.31,9.54,2205.8
2320,46-3125000_9-5625000p,46.31,9.56,2056.8
2321,46-3125000_9-5833333p,46.31,9.58,1961
2322,46-3125000_9-6041667p,46.31,9.6,2232.5
2323,46-3125000_9-6250000p,46.31,9.63,2438.5
2324,46-3125000_9-6458333p,46.31,9.65,2620.2
2325,46-3125000_9-6666667p,46.31,9.67,3090.2
2326,46-3125000_9-6875000p,46.31,9.69,2663.8
2327,46-3125000_9-7083333p,46.31,9.71,2905
2328,46-3125000_9-7291667p,46.31,9.73,2595
2329,46-3125000_9-7500000p,46.31,9.75,1763.2
2330,46-3125000_9-7708333p,46.31,9.77,1928.2
2331,46-3125000_9-7916667p,46.31,9.79,2081.5
2332,46-3125000_9-8125000p,46.31,9.81,1549.8
2333,46-3125000_9-8333333p,46.31,9.83,1691.2
2334,46-3125000_9-8541667p,46.31,9.85,2105.5
2335,46-3125000_9-9166667p,46.31,9.92,2156.5
2336,46-3125000_9-9583333p,46.31,9.96,2460
2337,46-3125000_9-9791667p,46.31,9.98,2456
2338,46-3125000_10-0000000p,46.31,10,2424.8
2339,46-3125000_10-0208333p,46.31,10.02,1738.5
2340,46-3125000_10-0416667p,46.31,10.04,1395.5
2341,46-3125000_10-0625000p,46.31,10.06,1043.8
2342,46-3125000_10-0833333p,46.31,10.08,1571.5
2343,46-3125000_10-1041667p,46.31,10.1,2198.5
2344,46-3125000_10-1250000p,46.31,10.13,2438
2345,46-3125000_10-1458333p,46.31,10.15,2319.2
2346,46-3125000_10-1666667p,46.31,10.17,2487.5
2347,46-3125000_10-1875000p,46.31,10.19,2105.2
2348,46-3333333_6-0833333p,46.33,6.08,552.2
2349,46-3333333_6-1041667p,46.33,6.1,507.5
2350,46-3333333_6-1250000p,46.33,6.13,470.5
2351,46-3333333_6-1458333p,46.33,6.15,452
2352,46-3333333_6-1666667p,46.33,6.17,417.2
2353,46-3333333_6-1875000p,46.33,6.19,377.5
2354,46-3333333_6-2083333p,46.33,6.21,370
2355,46-3333333_6-2291667p,46.33,6.23,370
2356,46-3333333_6-2500000p,46.33,6.25,402.2
2357,46-3333333_6-2708333p,46.33,6.27,429.5
2358,46-3333333_6-2916667p,46.33,6.29,427
2359,46-3333333_6-3125000p,46.33,6.31,418.5
2360,46-3333333_6-3333333p,46.33,6.33,413
2361,46-3333333_6-7291667p,46.33,6.73,1541
2362,46-3333333_6-7500000p,46.33,6.75,1667.2
2363,46-3333333_6-7708333p,46.33,6.77,1897.2
2364,46-3333333_6-7916667p,46.33,6.79,1778
2365,46-3333333_6-8125000p,46.33,6.81,1543.8
2366,46-3333333_6-8333333p,46.33,6.83,1380.5
2367,46-3333333_6-8541667p,46.33,6.85,1210.5
2368,46-3333333_6-8750000p,46.33,6.88,465.8
2369,46-3333333_6-8958333p,46.33,6.9,381.8
2370,46-3333333_6-9166667p,46.33,6.92,383.5
2371,46-3333333_6-9375000p,46.33,6.94,392.2
2372,46-3333333_6-9583333p,46.33,6.96,621.8
2373,46-3333333_6-9791667p,46.33,6.98,875
2374,46-3333333_7-0000000p,46.33,7,803.2
2375,46-3333333_7-0208333p,46.33,7.02,1146.2
2376,46-3333333_7-0416667p,46.33,7.04,1622.5
2377,46-3333333_7-0625000p,46.33,7.06,1822
2378,46-3333333_7-0833333p,46.33,7.08,1804.8
2379,46-3333333_7-1041667p,46.33,7.1,1813
2380,46-3333333_7-1250000p,46.33,7.13,1592
2381,46-3333333_7-1458333p,46.33,7.15,1623.5
2382,46-3333333_7-1666667p,46.33,7.17,1714.2
2383,46-3333333_7-1875000p,46.33,7.19,2534.8
2384,46-3333333_7-2083333p,46.33,7.21,2792.2
2385,46-3333333_7-2291667p,46.33,7.23,2615
2386,46-3333333_7-2500000p,46.33,7.25,2357.2
2387,46-3333333_7-2708333p,46.33,7.27,2220.8
2388,46-3333333_7-2916667p,46.33,7.29,2267.8
2389,46-3333333_7-3125000p,46.33,7.31,2490.5
2390,46-3333333_7-3333333p,46.33,7.33,2323
2391,46-3333333_7-3541667p,46.33,7.35,2548.5
2392,46-3333333_7-3750000p,46.33,7.38,2466.8
2393,46-3333333_7-3958333p,46.33,7.4,2180.5
2394,46-3333333_7-4166667p,46.33,7.42,1786.2
2395,46-3333333_7-4375000p,46.33,7.44,1335.8
2396,46-3333333_7-4583333p,46.33,7.46,1946.5
2397,46-3333333_7-4791667p,46.33,7.48,1829
2398,46-3333333_7-5000000p,46.33,7.5,1354
2399,46-3333333_7-5208333p,46.33,7.52,1147.5
2400,46-3333333_7-5416667p,46.33,7.54,1075.8
2401,46-3333333_7-5625000p,46.33,7.56,1029.8
2402,46-3333333_7-5833333p,46.33,7.58,1084.5
2403,46-3333333_7-6041667p,46.33,7.6,1003.5
2404,46-3333333_7-6250000p,46.33,7.63,1109.8
2405,46-3333333_7-6458333p,46.33,7.65,1281.5
2406,46-3333333_7-6666667p,46.33,7.67,1332.5
2407,46-3333333_7-6875000p,46.33,7.69,1388
2408,46-3333333_7-7083333p,46.33,7.71,1319.5
2409,46-3333333_7-7291667p,46.33,7.73,1140
2410,46-3333333_7-7500000p,46.33,7.75,1198.8
2411,46-3333333_7-7708333p,46.33,7.77,1293
2412,46-3333333_7-7916667p,46.33,7.79,1220
2413,46-3333333_7-8125000p,46.33,7.81,1345.5
2414,46-3333333_7-8333333p,46.33,7.83,1517.5
2415,46-3333333_7-8541667p,46.33,7.85,1463
2416,46-3333333_7-8750000p,46.33,7.88,1593
2417,46-3333333_7-8958333p,46.33,7.9,1808.2
2418,46-3333333_7-9166667p,46.33,7.92,1741.8
2419,46-3333333_7-9375000p,46.33,7.94,1410.5
2420,46-3333333_7-9583333p,46.33,7.96,1025.2
2421,46-3333333_7-9791667p,46.33,7.98,722
2422,46-3333333_8-0000000p,46.33,8,855.8
2423,46-3333333_8-0208333p,46.33,8.02,1130
2424,46-3333333_8-0416667p,46.33,8.04,1920
2425,46-3333333_8-0625000p,46.33,8.06,2514.2
2426,46-3333333_8-0833333p,46.33,8.08,2583.2
2427,46-3333333_8-1041667p,46.33,8.1,2445.5
2428,46-3333333_8-1250000p,46.33,8.13,2355.8
2429,46-3333333_8-1458333p,46.33,8.15,2206
2430,46-3333333_8-1666667p,46.33,8.17,2117.2
2431,46-3333333_8-1875000p,46.33,8.19,2384.5
2432,46-3333333_8-2083333p,46.33,8.21,2815
2433,46-3333333_8-2291667p,46.33,8.23,2445
2434,46-3333333_8-2500000p,46.33,8.25,1800.2
2435,46-3333333_8-2708333p,46.33,8.27,1876.5
2436,46-3333333_8-2916667p,46.33,8.29,2174.5
2437,46-3333333_8-3125000p,46.33,8.31,2332
2438,46-3333333_8-3958333p,46.33,8.4,1398
2439,46-3333333_8-4166667p,46.33,8.42,1842
2440,46-3333333_8-4375000p,46.33,8.44,2310.2
2441,46-3333333_8-4583333p,46.33,8.46,2010.8
2442,46-3333333_8-4791667p,46.33,8.48,1822.5
2443,46-3333333_8-5000000p,46.33,8.5,1772.2
2444,46-3333333_8-5208333p,46.33,8.52,1770
2445,46-3333333_8-5416667p,46.33,8.54,1812.5
2446,46-3333333_8-5625000p,46.33,8.56,1789.2
2447,46-3333333_8-5833333p,46.33,8.58,662.5
2448,46-3333333_8-6041667p,46.33,8.6,679
2449,46-3333333_8-6250000p,46.33,8.63,1617.2
2450,46-3333333_8-6458333p,46.33,8.65,1911
2451,46-3333333_8-6666667p,46.33,8.67,2034.5
2452,46-3333333_8-6875000p,46.33,8.69,1690.5
2453,46-3333333_8-7083333p,46.33,8.71,1827.2
2454,46-3333333_8-7291667p,46.33,8.73,1822
2455,46-3333333_8-7500000p,46.33,8.75,2112.8
2456,46-3333333_8-7708333p,46.33,8.77,1555.5
2457,46-3333333_8-7916667p,46.33,8.79,1117.5
2458,46-3333333_8-8125000p,46.33,8.81,1768.5
2459,46-3333333_8-8333333p,46.33,8.83,2243.5
2460,46-3333333_8-8541667p,46.33,8.85,1937
2461,46-3333333_8-8750000p,46.33,8.88,1673
2462,46-3333333_8-8958333p,46.33,8.9,1784.8
2463,46-3333333_8-9166667p,46.33,8.92,1608
2464,46-3333333_8-9375000p,46.33,8.94,1007.2
2465,46-3333333_8-9583333p,46.33,8.96,275.8
2466,46-3333333_8-9791667p,46.33,8.98,602
2467,46-3333333_9-0000000p,46.33,9,1400.5
2468,46-3333333_9-0208333p,46.33,9.02,1772.2
2469,46-3333333_9-0416667p,46.33,9.04,2109.5
2470,46-3333333_9-0625000p,46.33,9.06,2342.5
2471,46-3333333_9-0833333p,46.33,9.08,1714.5
2472,46-3333333_9-1041667p,46.33,9.1,1266
2473,46-3333333_9-1250000p,46.33,9.13,1836
2474,46-3333333_9-1458333p,46.33,9.15,2300.8
2475,46-3333333_9-1666667p,46.33,9.17,1576
2476,46-3333333_9-1875000p,46.33,9.19,619.2
2477,46-3333333_9-2083333p,46.33,9.21,1109.5
2478,46-3333333_9-2291667p,46.33,9.23,1423
2479,46-3333333_9-2500000p,46.33,9.25,1944.5
2480,46-3333333_9-2708333p,46.33,9.27,2211
2481,46-3333333_9-2916667p,46.33,9.29,2134
2482,46-3333333_9-3125000p,46.33,9.31,2063.5
2483,46-3333333_9-4375000p,46.33,9.44,606.5
2484,46-3333333_9-4583333p,46.33,9.46,811.8
2485,46-3333333_9-4791667p,46.33,9.48,856.5
2486,46-3333333_9-5000000p,46.33,9.5,1018.2
2487,46-3333333_9-5208333p,46.33,9.52,1210.2
2488,46-3333333_9-5416667p,46.33,9.54,1370.8
2489,46-3333333_9-5625000p,46.33,9.56,1409.5
2490,46-3333333_9-5833333p,46.33,9.58,1825
2491,46-3333333_9-6041667p,46.33,9.6,2180.5
2492,46-3333333_9-6250000p,46.33,9.63,2360.2
2493,46-3333333_9-6458333p,46.33,9.65,2364
2494,46-3333333_9-6666667p,46.33,9.67,2681.5
2495,46-3333333_9-6875000p,46.33,9.69,2515.5
2496,46-3333333_9-7083333p,46.33,9.71,2746.5
2497,46-3333333_9-7291667p,46.33,9.73,2488
2498,46-3333333_9-7500000p,46.33,9.75,2228.2
2499,46-3333333_9-7708333p,46.33,9.77,2191.2
2500,46-3333333_9-7916667p,46.33,9.79,1976
2501,46-3333333_9-8125000p,46.33,9.81,2081.5
2502,46-3333333_9-8333333p,46.33,9.83,2141
2503,46-3333333_9-8541667p,46.33,9.85,2645
2504,46-3333333_9-8750000p,46.33,9.88,2450.8
2505,46-3333333_9-8958333p,46.33,9.9,2444.5
2506,46-3333333_9-9166667p,46.33,9.92,2738
2507,46-3333333_9-9375000p,46.33,9.94,2210.5
2508,46-3333333_9-9583333p,46.33,9.96,2356.5
2509,46-3333333_9-9791667p,46.33,9.98,2641
2510,46-3333333_10-0000000p,46.33,10,2212.5
2511,46-3333333_10-0208333p,46.33,10.02,1748
2512,46-3333333_10-0416667p,46.33,10.04,1374.5
2513,46-3333333_10-0625000p,46.33,10.06,1453
2514,46-3333333_10-0833333p,46.33,10.08,2038.5
2515,46-3333333_10-1041667p,46.33,10.1,2600
2516,46-3333333_10-1250000p,46.33,10.13,2328
2517,46-3333333_10-1458333p,46.33,10.15,1962.8
2518,46-3333333_10-1666667p,46.33,10.17,1973
2519,46-3333333_10-1875000p,46.33,10.19,1570.5
2520,46-3541667_6-0833333p,46.35,6.08,677.8
2521,46-3541667_6-1041667p,46.35,6.1,655
2522,46-3541667_6-1250000p,46.35,6.13,471.8
2523,46-3541667_6-1458333p,46.35,6.15,472
2524,46-3541667_6-1666667p,46.35,6.17,452.5
2525,46-3541667_6-1875000p,46.35,6.19,407
2526,46-3541667_6-2083333p,46.35,6.21,370
2527,46-3541667_6-2291667p,46.35,6.23,370
2528,46-3541667_6-2500000p,46.35,6.25,370
2529,46-3541667_6-2708333p,46.35,6.27,391.8
2530,46-3541667_6-2916667p,46.35,6.29,426
2531,46-3541667_6-3125000p,46.35,6.31,431.5
2532,46-3541667_6-3333333p,46.35,6.33,405
2533,46-3541667_6-3541667p,46.35,6.35,372.5
2534,46-3541667_6-3750000p,46.35,6.38,370.5
2535,46-3541667_6-3958333p,46.35,6.4,397.2
2536,46-3541667_6-7291667p,46.35,6.73,1866.5
2537,46-3541667_6-7500000p,46.35,6.75,1695.8
2538,46-3541667_6-7708333p,46.35,6.77,1855.5
2539,46-3541667_6-7916667p,46.35,6.79,1836.5
2540,46-3541667_6-8125000p,46.35,6.81,1715.2
2541,46-3541667_6-8333333p,46.35,6.83,1294
2542,46-3541667_6-8541667p,46.35,6.85,1136.5
2543,46-3541667_6-8750000p,46.35,6.88,379.5
2544,46-3541667_6-8958333p,46.35,6.9,377.5
2545,46-3541667_6-9166667p,46.35,6.92,405.2
2546,46-3541667_6-9375000p,46.35,6.94,726.2
2547,46-3541667_6-9583333p,46.35,6.96,1082.5
2548,46-3541667_6-9791667p,46.35,6.98,1427.5
2549,46-3541667_7-0000000p,46.35,7,1404.8
2550,46-3541667_7-0208333p,46.35,7.02,1135
2551,46-3541667_7-0416667p,46.35,7.04,1064.8
2552,46-3541667_7-0625000p,46.35,7.06,1287.5
2553,46-3541667_7-0833333p,46.35,7.08,1313.8
2554,46-3541667_7-1041667p,46.35,7.1,1296.5
2555,46-3541667_7-1250000p,46.35,7.13,1277.5
2556,46-3541667_7-1458333p,46.35,7.15,1205.2
2557,46-3541667_7-1666667p,46.35,7.17,1391
2558,46-3541667_7-1875000p,46.35,7.19,1627
2559,46-3541667_7-2083333p,46.35,7.21,1945.2
2560,46-3541667_7-2291667p,46.35,7.23,1958
2561,46-3541667_7-2500000p,46.35,7.25,2493.2
2562,46-3541667_7-2708333p,46.35,7.27,2249
2563,46-3541667_7-2916667p,46.35,7.29,2417.5
2564,46-3541667_7-3125000p,46.35,7.31,2683.2
2565,46-3541667_7-3333333p,46.35,7.33,2731.2
2566,46-3541667_7-3541667p,46.35,7.35,3038.5
2567,46-3541667_7-3750000p,46.35,7.38,2579.8
2568,46-3541667_7-3958333p,46.35,7.4,2426
2569,46-3541667_7-4166667p,46.35,7.42,1931
2570,46-3541667_7-4375000p,46.35,7.44,1988.8
2571,46-3541667_7-4583333p,46.35,7.46,2117.8
2572,46-3541667_7-4791667p,46.35,7.48,2426
2573,46-3541667_7-5000000p,46.35,7.5,2282.5
2574,46-3541667_7-5208333p,46.35,7.52,1989.8
2575,46-3541667_7-5416667p,46.35,7.54,1998.2
2576,46-3541667_7-5625000p,46.35,7.56,2271.2
2577,46-3541667_7-5833333p,46.35,7.58,1744.2
2578,46-3541667_7-6041667p,46.35,7.6,1266.5
2579,46-3541667_7-6250000p,46.35,7.63,1696.2
2580,46-3541667_7-6458333p,46.35,7.65,2068.2
2581,46-3541667_7-6666667p,46.35,7.67,2138.5
2582,46-3541667_7-6875000p,46.35,7.69,2333.8
2583,46-3541667_7-7083333p,46.35,7.71,2253.5
2584,46-3541667_7-7291667p,46.35,7.73,1965
2585,46-3541667_7-7500000p,46.35,7.75,1682.8
2586,46-3541667_7-7708333p,46.35,7.77,2539
2587,46-3541667_7-7916667p,46.35,7.79,2416
2588,46-3541667_7-8125000p,46.35,7.81,2098.5
2589,46-3541667_7-8333333p,46.35,7.83,2559.8
2590,46-3541667_7-8541667p,46.35,7.85,2448
2591,46-3541667_7-8750000p,46.35,7.88,2022
2592,46-3541667_7-8958333p,46.35,7.9,2567.8
2593,46-3541667_7-9166667p,46.35,7.92,2136.2
2594,46-3541667_7-9375000p,46.35,7.94,2256.5
2595,46-3541667_7-9583333p,46.35,7.96,1464.2
2596,46-3541667_7-9791667p,46.35,7.98,1213.5
2597,46-3541667_8-0000000p,46.35,8,1323
2598,46-3541667_8-0208333p,46.35,8.02,926.5
2599,46-3541667_8-0416667p,46.35,8.04,1193
2600,46-3541667_8-0625000p,46.35,8.06,1659
2601,46-3541667_8-0833333p,46.35,8.08,2113.8
2602,46-3541667_8-1041667p,46.35,8.1,2055.5
2603,46-3541667_8-1250000p,46.35,8.13,2340.2
2604,46-3541667_8-1458333p,46.35,8.15,2019.2
2605,46-3541667_8-1666667p,46.35,8.17,1711.5
2606,46-3541667_8-1875000p,46.35,8.19,2186.5
2607,46-3541667_8-2083333p,46.35,8.21,2189.2
2608,46-3541667_8-2291667p,46.35,8.23,2380.5
2609,46-3541667_8-2500000p,46.35,8.25,2541.8
2610,46-3541667_8-2708333p,46.35,8.27,2192.8
2611,46-3541667_8-2916667p,46.35,8.29,2067.5
2612,46-3541667_8-3125000p,46.35,8.31,2351.5
2613,46-3541667_8-3333333p,46.35,8.33,2474.2
2614,46-3541667_8-3958333p,46.35,8.4,2009.8
2615,46-3541667_8-4166667p,46.35,8.42,1587.5
2616,46-3541667_8-4375000p,46.35,8.44,2162
2617,46-3541667_8-4583333p,46.35,8.46,2390.8
2618,46-3541667_8-4791667p,46.35,8.48,2152
2619,46-3541667_8-5000000p,46.35,8.5,1657.2
2620,46-3541667_8-5208333p,46.35,8.52,1950.8
2621,46-3541667_8-5416667p,46.35,8.54,1908.5
2622,46-3541667_8-5625000p,46.35,8.56,1364.2
2623,46-3541667_8-5833333p,46.35,8.58,790.8
2624,46-3541667_8-6041667p,46.35,8.6,699
2625,46-3541667_8-6250000p,46.35,8.63,969.5
2626,46-3541667_8-6458333p,46.35,8.65,1293
2627,46-3541667_8-6666667p,46.35,8.67,1764.5
2628,46-3541667_8-6875000p,46.35,8.69,2187.5
2629,46-3541667_8-7083333p,46.35,8.71,2207.8
2630,46-3541667_8-7291667p,46.35,8.73,1805
2631,46-3541667_8-7500000p,46.35,8.75,1291.8
2632,46-3541667_8-7708333p,46.35,8.77,1111
2633,46-3541667_8-7916667p,46.35,8.79,1361.8
2634,46-3541667_8-8125000p,46.35,8.81,1814.8
2635,46-3541667_8-8333333p,46.35,8.83,2181.8
2636,46-3541667_8-8541667p,46.35,8.85,2251
2637,46-3541667_8-8750000p,46.35,8.88,1782
2638,46-3541667_8-8958333p,46.35,8.9,1107
2639,46-3541667_8-9166667p,46.35,8.92,1091
2640,46-3541667_8-9375000p,46.35,8.94,570
2641,46-3541667_8-9583333p,46.35,8.96,351.8
2642,46-3541667_8-9791667p,46.35,8.98,1103
2643,46-3541667_9-0000000p,46.35,9,2211.8
2644,46-3541667_9-0208333p,46.35,9.02,2201.2
2645,46-3541667_9-0416667p,46.35,9.04,2191
2646,46-3541667_9-0625000p,46.35,9.06,2524.8
2647,46-3541667_9-0833333p,46.35,9.08,2079
2648,46-3541667_9-1041667p,46.35,9.1,1575.5
2649,46-3541667_9-1250000p,46.35,9.13,1838.2
2650,46-3541667_9-1458333p,46.35,9.15,2145.5
2651,46-3541667_9-1666667p,46.35,9.17,1855.5
2652,46-3541667_9-1875000p,46.35,9.19,1281.2
2653,46-3541667_9-2083333p,46.35,9.21,712.2
2654,46-3541667_9-2291667p,46.35,9.23,1198
2655,46-3541667_9-2500000p,46.35,9.25,1726.2
2656,46-3541667_9-2708333p,46.35,9.27,2235.5
2657,46-3541667_9-2916667p,46.35,9.29,2229.2
2658,46-3541667_9-3125000p,46.35,9.31,1521
2659,46-3541667_9-4375000p,46.35,9.44,1525.8
2660,46-3541667_9-4583333p,46.35,9.46,2029.8
2661,46-3541667_9-4791667p,46.35,9.48,1885.5
2662,46-3541667_9-5000000p,46.35,9.5,1643
2663,46-3541667_9-5208333p,46.35,9.52,1501.8
2664,46-3541667_9-5416667p,46.35,9.54,1567.5
2665,46-3541667_9-5625000p,46.35,9.56,1234.5
2666,46-3541667_9-5833333p,46.35,9.58,1215
2667,46-3541667_9-6041667p,46.35,9.6,1122
2668,46-3541667_9-6250000p,46.35,9.63,1431.2
2669,46-3541667_9-6458333p,46.35,9.65,1780.8
2670,46-3541667_9-6666667p,46.35,9.67,2518.2
2671,46-3541667_9-6875000p,46.35,9.69,2336.2
2672,46-3541667_9-7083333p,46.35,9.71,2619.8
2673,46-3541667_9-7291667p,46.35,9.73,2640.5
2674,46-3541667_9-7500000p,46.35,9.75,2796.5
2675,46-3541667_9-7708333p,46.35,9.77,2967.5
2676,46-3541667_9-7916667p,46.35,9.79,2618.5
2677,46-3541667_9-8125000p,46.35,9.81,3081
2678,46-3541667_9-8333333p,46.35,9.83,3080.5
2679,46-3541667_9-8541667p,46.35,9.85,2789
2680,46-3541667_9-8750000p,46.35,9.88,2572
2681,46-3541667_9-8958333p,46.35,9.9,2834.8
2682,46-3541667_9-9166667p,46.35,9.92,3109
2683,46-3541667_9-9375000p,46.35,9.94,2806.5
2684,46-3541667_9-9583333p,46.35,9.96,2856.2
2685,46-3541667_9-9791667p,46.35,9.98,3113.5
2686,46-3541667_10-0000000p,46.35,10,2800.2
2687,46-3541667_10-0208333p,46.35,10.02,1985.2
2688,46-3541667_10-0416667p,46.35,10.04,1590
2689,46-3541667_10-0625000p,46.35,10.06,1318.8
2690,46-3541667_10-0833333p,46.35,10.08,2036
2691,46-3541667_10-1041667p,46.35,10.1,2726
2692,46-3541667_10-1250000p,46.35,10.13,2367.2
2693,46-3541667_10-1458333p,46.35,10.15,2380.2
2694,46-3541667_10-1666667p,46.35,10.17,2473
2695,46-3541667_10-1875000p,46.35,10.19,2594.2
2696,46-3750000_6-0625000p,46.38,6.06,1155.2
2697,46-3750000_6-0833333p,46.38,6.08,798.8
2698,46-3750000_6-1041667p,46.38,6.1,594
2699,46-3750000_6-1250000p,46.38,6.13,507.8
2700,46-3750000_6-1458333p,46.38,6.15,475.5
2701,46-3750000_6-1666667p,46.38,6.17,466.5
2702,46-3750000_6-1875000p,46.38,6.19,441.2
2703,46-3750000_6-2083333p,46.38,6.21,381
2704,46-3750000_6-2291667p,46.38,6.23,370
2705,46-3750000_6-2500000p,46.38,6.25,370
2706,46-3750000_6-2708333p,46.38,6.27,370
2707,46-3750000_6-2916667p,46.38,6.29,376.2
2708,46-3750000_6-3125000p,46.38,6.31,391.5
2709,46-3750000_6-3333333p,46.38,6.33,378.5
2710,46-3750000_6-3541667p,46.38,6.35,370
2711,46-3750000_6-3750000p,46.38,6.38,370
2712,46-3750000_6-3958333p,46.38,6.4,370
2713,46-3750000_6-4166667p,46.38,6.42,370.2
2714,46-3750000_6-4375000p,46.38,6.44,390.2
2715,46-3750000_6-4583333p,46.38,6.46,434
2716,46-3750000_6-4791667p,46.38,6.48,453.5
2717,46-3750000_6-7291667p,46.38,6.73,1780.5
2718,46-3750000_6-7500000p,46.38,6.75,1431.8
