ID,NAME,LAT,LONG,ELEVATION
5665,46-6666667_8-6250000p,46.67,8.63,2165.8
5666,46-6666667_8-6458333p,46.67,8.65,2222.2
5667,46-6666667_8-6666667p,46.67,8.67,2108.2
5668,46-6666667_8-6875000p,46.67,8.69,1890.5
5669,46-6666667_8-7083333p,46.67,8.71,1672.5
5670,46-6666667_8-7291667p,46.67,8.73,1740.5
5671,46-6666667_8-7500000p,46.67,8.75,1830.2
5672,46-6666667_8-7708333p,46.67,8.77,1825.8
5673,46-6666667_8-7916667p,46.67,8.79,2009.5
5674,46-6666667_8-8125000p,46.67,8.81,2026.5
5675,46-6666667_8-8333333p,46.67,8.83,1461
5676,46-6666667_8-8541667p,46.67,8.85,1708
5677,46-6666667_8-8750000p,46.67,8.88,2105
5678,46-6666667_8-8958333p,46.67,8.9,2637.8
5679,46-6666667_8-9166667p,46.67,8.92,2485.8
5680,46-6666667_8-9375000p,46.67,8.94,2330
5681,46-6666667_8-9583333p,46.67,8.96,1748.2
5682,46-6666667_8-9791667p,46.67,8.98,1421
5683,46-6666667_9-0000000p,46.67,9,2541.5
5684,46-6666667_9-0208333p,46.67,9.02,2401.5
5685,46-6666667_9-0416667p,46.67,9.04,2261
5686,46-6666667_9-0625000p,46.67,9.06,2003.2
5687,46-6666667_9-0833333p,46.67,9.08,1440
5688,46-6666667_9-1041667p,46.67,9.1,1433
5689,46-6666667_9-1250000p,46.67,9.13,1907.2
5690,46-6666667_9-1458333p,46.67,9.15,2046.2
5691,46-6666667_9-1666667p,46.67,9.17,1359.5
5692,46-6666667_9-1875000p,46.67,9.19,1555.8
5693,46-6666667_9-2083333p,46.67,9.21,2314.8
5694,46-6666667_9-2291667p,46.67,9.23,2483.5
5695,46-6666667_9-2500000p,46.67,9.25,2050.8
5696,46-6666667_9-2708333p,46.67,9.27,1699.2
5697,46-6666667_9-2916667p,46.67,9.29,1766.8
5698,46-6666667_9-3125000p,46.67,9.31,2220
5699,46-6666667_9-3333333p,46.67,9.33,2202.2
5700,46-6666667_9-3541667p,46.67,9.35,2329
5701,46-6666667_9-3750000p,46.67,9.38,2051.2
5702,46-6666667_9-3958333p,46.67,9.4,2022.8
5703,46-6666667_9-4166667p,46.67,9.42,1630.5
5704,46-6666667_9-4375000p,46.67,9.44,1012.8
5705,46-6666667_9-4583333p,46.67,9.46,1914.8
5706,46-6666667_9-4791667p,46.67,9.48,2151
5707,46-6666667_9-5000000p,46.67,9.5,1898.5
5708,46-6666667_9-5208333p,46.67,9.52,1577.8
5709,46-6666667_9-5416667p,46.67,9.54,1301.5
5710,46-6666667_9-5625000p,46.67,9.56,931.5
5711,46-6666667_9-5833333p,46.67,9.58,1114
5712,46-6666667_9-6041667p,46.67,9.6,1152
5713,46-6666667_9-6250000p,46.67,9.63,1260.5
5714,46-6666667_9-6458333p,46.67,9.65,1364.2
5715,46-6666667_9-6666667p,46.67,9.67,1578.5
5716,46-6666667_9-6875000p,46.67,9.69,1292.8
5717,46-6666667_9-7083333p,46.67,9.71,1585.2
5718,46-6666667_9-7291667p,46.67,9.73,1802.5
5719,46-6666667_9-7500000p,46.67,9.75,2189.8
5720,46-6666667_9-7708333p,46.67,9.77,2287.8
5721,46-6666667_9-7916667p,46.67,9.79,2417
5722,46-6666667_9-8125000p,46.67,9.81,2343
5723,46-6666667_9-8333333p,46.67,9.83,2190.5
5724,46-6666667_9-8541667p,46.67,9.85,2765.5
5725,46-6666667_9-8750000p,46.67,9.88,2672.5
5726,46-6666667_9-8958333p,46.67,9.9,2626.8
5727,46-6666667_9-9166667p,46.67,9.92,2529
5728,46-6666667_9-9375000p,46.67,9.94,2221.8
5729,46-6666667_9-9583333p,46.67,9.96,2495
5730,46-6666667_9-9791667p,46.67,9.98,2593
5731,46-6666667_10-0000000p,46.67,10,2313.2
5732,46-6666667_10-0208333p,46.67,10.02,1689.5
5733,46-6666667_10-0416667p,46.67,10.04,1665.5
5734,46-6666667_10-0625000p,46.67,10.06,2037
5735,46-6666667_10-0833333p,46.67,10.08,2368
5736,46-6666667_10-1041667p,46.67,10.1,1962.5
5737,46-6666667_10-1250000p,46.67,10.13,2221
5738,46-6666667_10-1458333p,46.67,10.15,1851.2
5739,46-6666667_10-1666667p,46.67,10.17,1715.5
5740,46-6666667_10-1875000p,46.67,10.19,1880.2
5741,46-6666667_10-2083333p,46.67,10.21,1989.2
5742,46-6666667_10-2291667p,46.67,10.23,1968
5743,46-6666667_10-2500000p,46.67,10.25,2076.2
5744,46-6666667_10-2708333p,46.67,10.27,2258.5
5745,46-6666667_10-2916667p,46.67,10.29,2461.5
5746,46-6666667_10-3125000p,46.67,10.31,2515.2
5747,46-6666667_10-3333333p,46.67,10.33,2300
5748,46-6666667_10-3541667p,46.67,10.35,2280
5749,46-6666667_10-3750000p,46.67,10.38,2629
5750,46-6666667_10-3958333p,46.67,10.4,2400.8
5751,46-6666667_10-4166667p,46.67,10.42,1972.5
5752,46-6666667_10-4375000p,46.67,10.44,1834.2
5753,46-6666667_10-4583333p,46.67,10.46,1614.5
5754,46-6666667_10-4791667p,46.67,10.48,1205
5755,46-6666667_10-5000000p,46.67,10.5,1337
5756,46-6875000_6-1875000p,46.69,6.19,1149
5757,46-6875000_6-2083333p,46.69,6.21,1198.5
5758,46-6875000_6-2291667p,46.69,6.23,1244
5759,46-6875000_6-2500000p,46.69,6.25,1221.5
5760,46-6875000_6-2708333p,46.69,6.27,1192.5
5761,46-6875000_6-2916667p,46.69,6.29,1171
5762,46-6875000_6-3125000p,46.69,6.31,1111.5
5763,46-6875000_6-3333333p,46.69,6.33,1220.8
5764,46-6875000_6-3541667p,46.69,6.35,1196.5
5765,46-6875000_6-3750000p,46.69,6.38,1040.8
5766,46-6875000_6-3958333p,46.69,6.4,1178.5
5767,46-6875000_6-4166667p,46.69,6.42,1039
5768,46-6875000_6-4375000p,46.69,6.44,794
5769,46-6875000_6-4583333p,46.69,6.46,669.5
5770,46-6875000_6-4791667p,46.69,6.48,627
5771,46-6875000_6-5000000p,46.69,6.5,520
5772,46-6875000_6-5208333p,46.69,6.52,457.5
5773,46-6875000_6-5416667p,46.69,6.54,442.8
5774,46-6875000_6-5625000p,46.69,6.56,518.2
5775,46-6875000_6-5833333p,46.69,6.58,604.5
5776,46-6875000_6-6041667p,46.69,6.6,623
5777,46-6875000_6-6250000p,46.69,6.63,661.2
5778,46-6875000_6-6458333p,46.69,6.65,671.8
5779,46-6875000_6-6666667p,46.69,6.67,626
5780,46-6875000_6-6875000p,46.69,6.69,638
5781,46-6875000_6-7083333p,46.69,6.71,710.5
5782,46-6875000_6-7291667p,46.69,6.73,771
5783,46-6875000_6-7500000p,46.69,6.75,804.5
5784,46-6875000_6-7708333p,46.69,6.77,738.2
5785,46-6875000_6-7916667p,46.69,6.79,627.8
5786,46-6875000_6-8125000p,46.69,6.81,539.8
5787,46-6875000_6-8333333p,46.69,6.83,688.2
5788,46-6875000_6-8541667p,46.69,6.85,705
5789,46-6875000_6-8750000p,46.69,6.88,760.5
5790,46-6875000_6-8958333p,46.69,6.9,712.8
5791,46-6875000_6-9166667p,46.69,6.92,759.2
5792,46-6875000_6-9375000p,46.69,6.94,791.5
5793,46-6875000_6-9583333p,46.69,6.96,844
5794,46-6875000_6-9791667p,46.69,6.98,912
5795,46-6875000_7-0000000p,46.69,7,1030
5796,46-6875000_7-0208333p,46.69,7.02,1062
5797,46-6875000_7-0416667p,46.69,7.04,987.8
5798,46-6875000_7-0625000p,46.69,7.06,807.8
5799,46-6875000_7-0833333p,46.69,7.08,688.5
5800,46-6875000_7-1041667p,46.69,7.1,685.5
5801,46-6875000_7-1250000p,46.69,7.13,942
5802,46-6875000_7-1458333p,46.69,7.15,1112.5
5803,46-6875000_7-1666667p,46.69,7.17,1429.5
5804,46-6875000_7-1875000p,46.69,7.19,1398
5805,46-6875000_7-2083333p,46.69,7.21,1302
5806,46-6875000_7-2291667p,46.69,7.23,1462.5
5807,46-6875000_7-2500000p,46.69,7.25,1486.8
5808,46-6875000_7-2708333p,46.69,7.27,1242.2
5809,46-6875000_7-2916667p,46.69,7.29,1182.8
5810,46-6875000_7-3125000p,46.69,7.31,1479
5811,46-6875000_7-3333333p,46.69,7.33,1255.5
5812,46-6875000_7-3541667p,46.69,7.35,1370
5813,46-6875000_7-3750000p,46.69,7.38,1574.5
5814,46-6875000_7-3958333p,46.69,7.4,1854.2
5815,46-6875000_7-4166667p,46.69,7.42,1728
5816,46-6875000_7-4375000p,46.69,7.44,1399.8
5817,46-6875000_7-4583333p,46.69,7.46,1366.5
5818,46-6875000_7-4791667p,46.69,7.48,1238.5
5819,46-6875000_7-5000000p,46.69,7.5,1721.2
5820,46-6875000_7-5208333p,46.69,7.52,1682
5821,46-6875000_7-5416667p,46.69,7.54,1575
5822,46-6875000_7-5625000p,46.69,7.56,1471.8
5823,46-6875000_7-5833333p,46.69,7.58,1176.2
5824,46-6875000_7-6041667p,46.69,7.6,991
5825,46-6875000_7-6250000p,46.69,7.63,623.5
5826,46-6875000_7-6458333p,46.69,7.65,638.5
5827,46-6875000_7-6666667p,46.69,7.67,632.2
5828,46-6875000_7-6875000p,46.69,7.69,570.5
5829,46-6875000_7-7083333p,46.69,7.71,558
5830,46-6875000_7-7291667p,46.69,7.73,558
5831,46-6875000_7-7500000p,46.69,7.75,729.2
5832,46-6875000_7-7708333p,46.69,7.77,727
5833,46-6875000_7-7916667p,46.69,7.79,647.2
5834,46-6875000_7-8125000p,46.69,7.81,618
5835,46-6875000_7-8333333p,46.69,7.83,569
5836,46-6875000_7-8541667p,46.69,7.85,573.5
5837,46-6875000_7-8750000p,46.69,7.88,588.5
5838,46-6875000_7-8958333p,46.69,7.9,700
5839,46-6875000_7-9166667p,46.69,7.92,1030
5840,46-6875000_7-9375000p,46.69,7.94,1738.8
5841,46-6875000_7-9583333p,46.69,7.96,1952
5842,46-6875000_7-9791667p,46.69,7.98,2153.5
5843,46-6875000_8-0000000p,46.69,8,2159.2
5844,46-6875000_8-0208333p,46.69,8.02,2042
5845,46-6875000_8-0416667p,46.69,8.04,2350
5846,46-6875000_8-0625000p,46.69,8.06,2557.2
5847,46-6875000_8-0833333p,46.69,8.08,2150
5848,46-6875000_8-1041667p,46.69,8.1,2025
5849,46-6875000_8-1250000p,46.69,8.13,1582.8
5850,46-6875000_8-1458333p,46.69,8.15,1426.5
5851,46-6875000_8-1666667p,46.69,8.17,2035.8
5852,46-6875000_8-1875000p,46.69,8.19,1448
5853,46-6875000_8-2083333p,46.69,8.21,1194
5854,46-6875000_8-2291667p,46.69,8.23,1193
5855,46-6875000_8-2500000p,46.69,8.25,1575.5
5856,46-6875000_8-2708333p,46.69,8.27,2012
5857,46-6875000_8-2916667p,46.69,8.29,2357.8
5858,46-6875000_8-3125000p,46.69,8.31,2543.5
5859,46-6875000_8-3333333p,46.69,8.33,2093.2
5860,46-6875000_8-3541667p,46.69,8.35,1862.5
5861,46-6875000_8-3750000p,46.69,8.38,2996.2
5862,46-6875000_8-3958333p,46.69,8.4,2968.8
5863,46-6875000_8-4166667p,46.69,8.42,2876.8
5864,46-6875000_8-4375000p,46.69,8.44,2974
5865,46-6875000_8-4583333p,46.69,8.46,2631
5866,46-6875000_8-4791667p,46.69,8.48,2296.5
5867,46-6875000_8-5000000p,46.69,8.5,2472.5
5868,46-6875000_8-5208333p,46.69,8.52,2632.8
5869,46-6875000_8-5416667p,46.69,8.54,2187.8
5870,46-6875000_8-5625000p,46.69,8.56,1868.8
5871,46-6875000_8-5833333p,46.69,8.58,1250.5
5872,46-6875000_8-6041667p,46.69,8.6,1892.5
5873,46-6875000_8-6250000p,46.69,8.63,2577.8
5874,46-6875000_8-6458333p,46.69,8.65,2232
5875,46-6875000_8-6666667p,46.69,8.67,2627.5
5876,46-6875000_8-6875000p,46.69,8.69,2522.5
5877,46-6875000_8-7083333p,46.69,8.71,2174.5
5878,46-6875000_8-7291667p,46.69,8.73,1772.5
5879,46-6875000_8-7500000p,46.69,8.75,1493.8
5880,46-6875000_8-7708333p,46.69,8.77,1492
5881,46-6875000_8-7916667p,46.69,8.79,1517.5
5882,46-6875000_8-8125000p,46.69,8.81,1336.2
5883,46-6875000_8-8333333p,46.69,8.83,1349
5884,46-6875000_8-8541667p,46.69,8.85,1488
5885,46-6875000_8-8750000p,46.69,8.88,2084.2
5886,46-6875000_8-8958333p,46.69,8.9,2363.5
5887,46-6875000_8-9166667p,46.69,8.92,1960.5
5888,46-6875000_8-9375000p,46.69,8.94,1663.8
5889,46-6875000_8-9583333p,46.69,8.96,1575.8
5890,46-6875000_8-9791667p,46.69,8.98,2056.5
5891,46-6875000_9-0000000p,46.69,9,2628
5892,46-6875000_9-0208333p,46.69,9.02,2496.8
5893,46-6875000_9-0416667p,46.69,9.04,2246.8
5894,46-6875000_9-0625000p,46.69,9.06,2251.8
5895,46-6875000_9-0833333p,46.69,9.08,2017.8
5896,46-6875000_9-1041667p,46.69,9.1,1758.5
5897,46-6875000_9-1250000p,46.69,9.13,1240.8
5898,46-6875000_9-1458333p,46.69,9.15,1183
5899,46-6875000_9-1666667p,46.69,9.17,1218.8
5900,46-6875000_9-1875000p,46.69,9.19,1700.5
5901,46-6875000_9-2083333p,46.69,9.21,2045.8
5902,46-6875000_9-2291667p,46.69,9.23,1681.5
5903,46-6875000_9-2500000p,46.69,9.25,2140.5
5904,46-6875000_9-2708333p,46.69,9.27,2167.5
5905,46-6875000_9-2916667p,46.69,9.29,1606
5906,46-6875000_9-3125000p,46.69,9.31,1501.5
5907,46-6875000_9-3333333p,46.69,9.33,1840.8
5908,46-6875000_9-3541667p,46.69,9.35,1623
5909,46-6875000_9-3750000p,46.69,9.38,1242.2
5910,46-6875000_9-3958333p,46.69,9.4,1132.2
5911,46-6875000_9-4166667p,46.69,9.42,1077.5
5912,46-6875000_9-4375000p,46.69,9.44,914.5
5913,46-6875000_9-4583333p,46.69,9.46,1555.5
5914,46-6875000_9-4791667p,46.69,9.48,1515
5915,46-6875000_9-5000000p,46.69,9.5,1017.5
5916,46-6875000_9-5208333p,46.69,9.52,930
5917,46-6875000_9-5416667p,46.69,9.54,1186.2
5918,46-6875000_9-5625000p,46.69,9.56,1394.8
5919,46-6875000_9-5833333p,46.69,9.58,1822
5920,46-6875000_9-6041667p,46.69,9.6,1633.5
5921,46-6875000_9-6250000p,46.69,9.63,1355.2
5922,46-6875000_9-6458333p,46.69,9.65,1371
5923,46-6875000_9-6666667p,46.69,9.67,1157.2
5924,46-6875000_9-6875000p,46.69,9.69,1247.5
5925,46-6875000_9-7083333p,46.69,9.71,1934
5926,46-6875000_9-7291667p,46.69,9.73,2091.5
5927,46-6875000_9-7500000p,46.69,9.75,2436.5
5928,46-6875000_9-7708333p,46.69,9.77,2210.2
5929,46-6875000_9-7916667p,46.69,9.79,2355.5
5930,46-6875000_9-8125000p,46.69,9.81,2641
5931,46-6875000_9-8333333p,46.69,9.83,2705.8
5932,46-6875000_9-8541667p,46.69,9.85,2603.5
5933,46-6875000_9-8750000p,46.69,9.88,2639.5
5934,46-6875000_9-8958333p,46.69,9.9,2724.5
5935,46-6875000_9-9166667p,46.69,9.92,2468
5936,46-6875000_9-9375000p,46.69,9.94,2748.2
5937,46-6875000_9-9583333p,46.69,9.96,2939.8
5938,46-6875000_9-9791667p,46.69,9.98,2766
5939,46-6875000_10-0000000p,46.69,10,2699
5940,46-6875000_10-0208333p,46.69,10.02,2438.2
5941,46-6875000_10-0416667p,46.69,10.04,2105
5942,46-6875000_10-0625000p,46.69,10.06,1599
5943,46-6875000_10-0833333p,46.69,10.08,1777.2
5944,46-6875000_10-1041667p,46.69,10.1,1706
5945,46-6875000_10-1250000p,46.69,10.13,1849
5946,46-6875000_10-1458333p,46.69,10.15,1951
5947,46-6875000_10-1666667p,46.69,10.17,1984
5948,46-6875000_10-1875000p,46.69,10.19,2304.2
5949,46-6875000_10-2083333p,46.69,10.21,2587.5
5950,46-6875000_10-2291667p,46.69,10.23,2441.5
5951,46-6875000_10-2500000p,46.69,10.25,2592
5952,46-6875000_10-2708333p,46.69,10.27,2743.2
5953,46-6875000_10-2916667p,46.69,10.29,2765
5954,46-6875000_10-3125000p,46.69,10.31,2647.2
5955,46-6875000_10-3333333p,46.69,10.33,2511.8
5956,46-6875000_10-3541667p,46.69,10.35,2139
5957,46-6875000_10-3750000p,46.69,10.38,2462.8
5958,46-6875000_10-3958333p,46.69,10.4,2296.8
5959,46-6875000_10-4166667p,46.69,10.42,2528
5960,46-6875000_10-4375000p,46.69,10.44,2357.2
5961,46-6875000_10-4583333p,46.69,10.46,2192.5
5962,46-7083333_6-2291667p,46.71,6.23,1200
5963,46-7083333_6-2500000p,46.71,6.25,1238
5964,46-7083333_6-2708333p,46.71,6.27,1201.2
5965,46-7083333_6-2916667p,46.71,6.29,1149.8
5966,46-7083333_6-3125000p,46.71,6.31,1123.8
5967,46-7083333_6-3333333p,46.71,6.33,888.5
5968,46-7083333_6-3541667p,46.71,6.35,897
5969,46-7083333_6-3750000p,46.71,6.38,1024.2
5970,46-7083333_6-3958333p,46.71,6.4,1037.8
5971,46-7083333_6-4166667p,46.71,6.42,940.5
5972,46-7083333_6-4375000p,46.71,6.44,782
5973,46-7083333_6-4583333p,46.71,6.46,673.5
5974,46-7083333_6-4791667p,46.71,6.48,635.5
5975,46-7083333_6-5000000p,46.71,6.5,559.5
5976,46-7083333_6-5208333p,46.71,6.52,478.2
5977,46-7083333_6-5416667p,46.71,6.54,441.5
5978,46-7083333_6-5625000p,46.71,6.56,473
5979,46-7083333_6-5833333p,46.71,6.58,573.2
5980,46-7083333_6-6041667p,46.71,6.6,605
5981,46-7083333_6-6250000p,46.71,6.63,636.2
5982,46-7083333_6-6458333p,46.71,6.65,689.2
5983,46-7083333_6-6666667p,46.71,6.67,622.5
5984,46-7083333_6-6875000p,46.71,6.69,598.8
5985,46-7083333_6-7083333p,46.71,6.71,661.5
5986,46-7083333_6-7291667p,46.71,6.73,748
5987,46-7083333_6-7500000p,46.71,6.75,797
5988,46-7083333_6-7708333p,46.71,6.77,782.8
5989,46-7083333_6-7916667p,46.71,6.79,690.2
5990,46-7083333_6-8125000p,46.71,6.81,591.8
5991,46-7083333_6-8333333p,46.71,6.83,540.8
5992,46-7083333_6-8541667p,46.71,6.85,653
5993,46-7083333_6-8750000p,46.71,6.88,764
5994,46-7083333_6-8958333p,46.71,6.9,725.8
5995,46-7083333_6-9166667p,46.71,6.92,717.8
5996,46-7083333_6-9375000p,46.71,6.94,742
5997,46-7083333_6-9583333p,46.71,6.96,742.5
5998,46-7083333_6-9791667p,46.71,6.98,797
5999,46-7083333_7-0000000p,46.71,7,846.2
6000,46-7083333_7-0208333p,46.71,7.02,895.8
6001,46-7083333_7-0416667p,46.71,7.04,929
6002,46-7083333_7-0625000p,46.71,7.06,837.8
6003,46-7083333_7-0833333p,46.71,7.08,691.5
6004,46-7083333_7-1041667p,46.71,7.1,751
6005,46-7083333_7-1250000p,46.71,7.13,802.5
6006,46-7083333_7-1458333p,46.71,7.15,943.5
6007,46-7083333_7-1666667p,46.71,7.17,1260.2
6008,46-7083333_7-1875000p,46.71,7.19,1382.8
6009,46-7083333_7-2083333p,46.71,7.21,1142.8
6010,46-7083333_7-2291667p,46.71,7.23,1184.5
6011,46-7083333_7-2500000p,46.71,7.25,1509.5
6012,46-7083333_7-2708333p,46.71,7.27,1370.5
6013,46-7083333_7-2916667p,46.71,7.29,1115.2
6014,46-7083333_7-3125000p,46.71,7.31,1364.5
6015,46-7083333_7-3333333p,46.71,7.33,1174
6016,46-7083333_7-3541667p,46.71,7.35,1392
6017,46-7083333_7-3750000p,46.71,7.38,1355.8
6018,46-7083333_7-3958333p,46.71,7.4,1707.2
6019,46-7083333_7-4166667p,46.71,7.42,1854.2
6020,46-7083333_7-4375000p,46.71,7.44,1882.5
6021,46-7083333_7-4583333p,46.71,7.46,1643.5
6022,46-7083333_7-4791667p,46.71,7.48,1605.5
6023,46-7083333_7-5000000p,46.71,7.5,1640.8
6024,46-7083333_7-5208333p,46.71,7.52,1768.8
6025,46-7083333_7-5416667p,46.71,7.54,1357
6026,46-7083333_7-5625000p,46.71,7.56,1026.5
6027,46-7083333_7-5833333p,46.71,7.58,744.8
6028,46-7083333_7-6041667p,46.71,7.6,640
6029,46-7083333_7-6250000p,46.71,7.63,620.5
6030,46-7083333_7-6458333p,46.71,7.65,601.8
6031,46-7083333_7-6666667p,46.71,7.67,558.2
6032,46-7083333_7-6875000p,46.71,7.69,558
6033,46-7083333_7-7083333p,46.71,7.71,558
6034,46-7083333_7-7291667p,46.71,7.73,615
6035,46-7083333_7-7500000p,46.71,7.75,1425.8
6036,46-7083333_7-7708333p,46.71,7.77,1437.8
6037,46-7083333_7-7916667p,46.71,7.79,1184
6038,46-7083333_7-8125000p,46.71,7.81,1105.5
6039,46-7083333_7-8333333p,46.71,7.83,979
6040,46-7083333_7-8541667p,46.71,7.85,1140
6041,46-7083333_7-8750000p,46.71,7.88,611
6042,46-7083333_7-8958333p,46.71,7.9,564
6043,46-7083333_7-9166667p,46.71,7.92,576.5
6044,46-7083333_7-9375000p,46.71,7.94,824.8
6045,46-7083333_7-9583333p,46.71,7.96,1293
6046,46-7083333_7-9791667p,46.71,7.98,1864
6047,46-7083333_8-0000000p,46.71,8,1744.8
6048,46-7083333_8-0208333p,46.71,8.02,1750.2
6049,46-7083333_8-0416667p,46.71,8.04,2204
6050,46-7083333_8-0625000p,46.71,8.06,2365.8
6051,46-7083333_8-0833333p,46.71,8.08,2279.8
6052,46-7083333_8-1041667p,46.71,8.1,2143.5
6053,46-7083333_8-1250000p,46.71,8.13,2046.8
6054,46-7083333_8-1458333p,46.71,8.15,1610.5
6055,46-7083333_8-1666667p,46.71,8.17,1424.5
6056,46-7083333_8-1875000p,46.71,8.19,1376.8
6057,46-7083333_8-2083333p,46.71,8.21,748.8
6058,46-7083333_8-2291667p,46.71,8.23,663.5
6059,46-7083333_8-2500000p,46.71,8.25,1699.5
6060,46-7083333_8-2708333p,46.71,8.27,1981.2
6061,46-7083333_8-2916667p,46.71,8.29,2195.5
6062,46-7083333_8-3125000p,46.71,8.31,1994.8
6063,46-7083333_8-3333333p,46.71,8.33,1870.2
6064,46-7083333_8-3541667p,46.71,8.35,2074
6065,46-7083333_8-3750000p,46.71,8.38,2779.5
6066,46-7083333_8-3958333p,46.71,8.4,2787.8
6067,46-7083333_8-4166667p,46.71,8.42,2774.2
6068,46-7083333_8-4375000p,46.71,8.44,3078.8
6069,46-7083333_8-4583333p,46.71,8.46,2431
6070,46-7083333_8-4791667p,46.71,8.48,2573.5
6071,46-7083333_8-5000000p,46.71,8.5,2689
6072,46-7083333_8-5208333p,46.71,8.52,2586
6073,46-7083333_8-5416667p,46.71,8.54,2343.8
6074,46-7083333_8-5625000p,46.71,8.56,1818.5
6075,46-7083333_8-5833333p,46.71,8.58,1003.8
6076,46-7083333_8-6041667p,46.71,8.6,1361
6077,46-7083333_8-6250000p,46.71,8.63,2282.2
6078,46-7083333_8-6458333p,46.71,8.65,1920.2
6079,46-7083333_8-6666667p,46.71,8.67,2529.2
6080,46-7083333_8-6875000p,46.71,8.69,2736.2
6081,46-7083333_8-7083333p,46.71,8.71,2367
6082,46-7083333_8-7291667p,46.71,8.73,2212
6083,46-7083333_8-7500000p,46.71,8.75,1957.5
6084,46-7083333_8-7708333p,46.71,8.77,2169.8
6085,46-7083333_8-7916667p,46.71,8.79,1883.2
6086,46-7083333_8-8125000p,46.71,8.81,1495.2
6087,46-7083333_8-8333333p,46.71,8.83,1168.8
6088,46-7083333_8-8541667p,46.71,8.85,1164.5
6089,46-7083333_8-8750000p,46.71,8.88,1728
6090,46-7083333_8-8958333p,46.71,8.9,1805.5
6091,46-7083333_8-9166667p,46.71,8.92,1867.5
6092,46-7083333_8-9375000p,46.71,8.94,1433.8
6093,46-7083333_8-9583333p,46.71,8.96,1738
6094,46-7083333_8-9791667p,46.71,8.98,2038.5
6095,46-7083333_9-0000000p,46.71,9,2229.8
6096,46-7083333_9-0208333p,46.71,9.02,2497
6097,46-7083333_9-0416667p,46.71,9.04,2114.5
6098,46-7083333_9-0625000p,46.71,9.06,2163.5
6099,46-7083333_9-0833333p,46.71,9.08,2084.2
6100,46-7083333_9-1041667p,46.71,9.1,1957.5
6101,46-7083333_9-1250000p,46.71,9.13,1455.8
6102,46-7083333_9-1458333p,46.71,9.15,1183.8
6103,46-7083333_9-1666667p,46.71,9.17,1015.2
6104,46-7083333_9-1875000p,46.71,9.19,1284.5
6105,46-7083333_9-2083333p,46.71,9.21,1393.5
6106,46-7083333_9-2291667p,46.71,9.23,1521.5
6107,46-7083333_9-2500000p,46.71,9.25,2022.5
6108,46-7083333_9-2708333p,46.71,9.27,2336.8
6109,46-7083333_9-2916667p,46.71,9.29,1864.2
6110,46-7083333_9-3125000p,46.71,9.31,1355.2
6111,46-7083333_9-3333333p,46.71,9.33,1970.2
6112,46-7083333_9-3541667p,46.71,9.35,1853.5
6113,46-7083333_9-3750000p,46.71,9.38,1437.5
6114,46-7083333_9-3958333p,46.71,9.4,1170.8
6115,46-7083333_9-4166667p,46.71,9.42,841.8
6116,46-7083333_9-4375000p,46.71,9.44,715.5
6117,46-7083333_9-4583333p,46.71,9.46,829.2
6118,46-7083333_9-4791667p,46.71,9.48,970
6119,46-7083333_9-5000000p,46.71,9.5,1537.8
6120,46-7083333_9-5208333p,46.71,9.52,1388.5
6121,46-7083333_9-5416667p,46.71,9.54,1325
6122,46-7083333_9-5625000p,46.71,9.56,1706.5
6123,46-7083333_9-5833333p,46.71,9.58,2444.2
6124,46-7083333_9-6041667p,46.71,9.6,2217.5
6125,46-7083333_9-6250000p,46.71,9.63,1818.2
6126,46-7083333_9-6458333p,46.71,9.65,1751.2
6127,46-7083333_9-6666667p,46.71,9.67,1601.2
6128,46-7083333_9-6875000p,46.71,9.69,1501.2
6129,46-7083333_9-7083333p,46.71,9.71,1381.5
6130,46-7083333_9-7291667p,46.71,9.73,1523
6131,46-7083333_9-7500000p,46.71,9.75,1995.5
6132,46-7083333_9-7708333p,46.71,9.77,1919.8
6133,46-7083333_9-7916667p,46.71,9.79,2181.5
6134,46-7083333_9-8125000p,46.71,9.81,2634
6135,46-7083333_9-8333333p,46.71,9.83,2359.5
6136,46-7083333_9-8541667p,46.71,9.85,2573.5
6137,46-7083333_9-8750000p,46.71,9.88,2403.8
6138,46-7083333_9-8958333p,46.71,9.9,2763.2
6139,46-7083333_9-9166667p,46.71,9.92,2457.5
6140,46-7083333_9-9375000p,46.71,9.94,2780.2
6141,46-7083333_9-9583333p,46.71,9.96,2707.2
6142,46-7083333_9-9791667p,46.71,9.98,2783
6143,46-7083333_10-0000000p,46.71,10,2858.5
6144,46-7083333_10-0208333p,46.71,10.02,2537
6145,46-7083333_10-0416667p,46.71,10.04,2653
6146,46-7083333_10-0625000p,46.71,10.06,1873.5
6147,46-7083333_10-0833333p,46.71,10.08,1454.2
6148,46-7083333_10-1041667p,46.71,10.1,1749.5
6149,46-7083333_10-1250000p,46.71,10.13,1980.5
6150,46-7083333_10-1458333p,46.71,10.15,2295
6151,46-7083333_10-1666667p,46.71,10.17,2576.5
6152,46-7083333_10-1875000p,46.71,10.19,2711.2
6153,46-7083333_10-2083333p,46.71,10.21,2783.2
6154,46-7083333_10-2291667p,46.71,10.23,2355.5
6155,46-7083333_10-2500000p,46.71,10.25,2325
6156,46-7083333_10-2708333p,46.71,10.27,2458
6157,46-7083333_10-2916667p,46.71,10.29,2288.5
6158,46-7083333_10-3125000p,46.71,10.31,2379.2
6159,46-7083333_10-3333333p,46.71,10.33,2314.5
6160,46-7083333_10-3541667p,46.71,10.35,2110
